NOM_02, OCCEG, 18, 21, 23, 30, 71, 79, 89, 106, 115, 126, 131, 143, 169, 177, 181, 219, 231, 245, 269, 277, 285, 315, 339
NOM_02, OCCIN, 17, 53, 60, 65, 71, 92, 113, 131, 132, 168, 180, 266, 292
NOM_02, OCCME, 12
NOM_03, OCCEG, 64, 65, 132, 187, 205, 221, 295
NOM_03, OCCIN, 34, 98, 137, 138, 326
CO_001, OCCEG, 17, 34, 108, 140, 175, 195, 213, 229, 233, 237, 263, 311, 331
CO_001, OCCIN, 18, 48, 51, 54, 140, 298
CO2_01, OCCEG, 47, 102, 122, 161, 163, 189, 227, 243, 267, 281, 283, 289, 291, 297
CO2_01, OCCIN, 21, 47, 58, 104, 146, 154, 156, 202, 272
CO2_02, OCCEG, 15, 42, 199
CO2_02, OCCIN, 30
CO2_02, OCCME, 10
HCL_01, OCCEG, 134, 138, 183, 249, 307
HCL_01, OCCIN, 82, 122
AER_01, OCCEG, 73
ICE_01, OCCEG, 82, 128, 309
NOM_01, OCCEG, 90, 97
NOM_01, OCCIN, 39, 218
FUL_01, OCCEG, 24, 207, 211, 317
FUL_01, OCCIN, 90, 97, 143, 256
