TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,140,140,659,Dayside_Nadir,2018 MAY 16 02:28:49,OBSERVATION_COMMENT
-1,-1,-1,-1,660,Dayside_Nadir,2018 MAY 16 04:37:01, 
-1,-1,-1,-1,661,Dayside_Nadir,2018 MAY 16 04:37:01, 
-1,-1,-1,-1,662,Dayside_Nadir,2018 MAY 16 04:37:01, 
1,1,104,104,663,Dayside_Nadir,2018 MAY 16 06:25:13,OBSERVATION_COMMENT
-1,-1,-1,-1,664,Dayside_Nadir,2018 MAY 16 08:33:21, 
-1,-1,-1,-1,665,Dayside_Nadir,2018 MAY 16 08:33:21, 
-1,-1,-1,-1,666,Dayside_Nadir,2018 MAY 16 08:33:21, 
1,1,2639,2639,667,Dayside_Nadir,2018 MAY 16 10:21:25,OBSERVATION_COMMENT
-1,-1,-1,-1,668,Dayside_Nadir,2018 MAY 16 12:29:31, 
-1,-1,-1,-1,669,Dayside_Nadir,2018 MAY 16 12:29:31, 
-1,-1,-1,-1,670,Dayside_Nadir,2018 MAY 16 12:29:31, 
1,1,2626,2626,671,Dayside_Nadir,2018 MAY 16 14:17:39,OBSERVATION_COMMENT
-1,-1,-1,-1,672,Dayside_Nadir,2018 MAY 16 16:25:51, 
-1,-1,-1,-1,673,Dayside_Nadir,2018 MAY 16 16:25:51, 
-1,-1,-1,-1,674,Dayside_Nadir,2018 MAY 16 16:25:51, 
1,1,1029,1029,675,Dayside_Nadir,2018 MAY 16 18:14:01,OBSERVATION_COMMENT
-1,-1,-1,-1,676,Dayside_Nadir,2018 MAY 16 20:22:09, 
-1,-1,-1,-1,677,Dayside_Nadir,2018 MAY 16 20:22:09, 
-1,-1,-1,-1,678,Dayside_Nadir,2018 MAY 16 20:22:09, 
1,1,1090,1090,679,Dayside_Nadir,2018 MAY 16 22:10:13,OBSERVATION_COMMENT
-1,-1,-1,-1,680,Dayside_Nadir,2018 MAY 17 00:18:15, 
-1,-1,-1,-1,681,Dayside_Nadir,2018 MAY 17 00:18:15, 
-1,-1,-1,-1,682,Dayside_Nadir,2018 MAY 17 00:18:15, 
1,1,1779,1779,683,Dayside_Nadir,2018 MAY 17 02:06:21,OBSERVATION_COMMENT
-1,-1,-1,-1,684,Dayside_Nadir,2018 MAY 17 04:14:31, 
-1,-1,-1,-1,685,Dayside_Nadir,2018 MAY 17 04:14:31, 
-1,-1,-1,-1,686,Dayside_Nadir,2018 MAY 17 04:14:31, 
1,1,2318,2318,687,Dayside_Nadir,2018 MAY 17 06:02:39,OBSERVATION_COMMENT
-1,-1,-1,-1,688,Dayside_Nadir,2018 MAY 17 08:10:45, 
-1,-1,-1,-1,689,Dayside_Nadir,2018 MAY 17 08:10:45, 
-1,-1,-1,-1,690,Dayside_Nadir,2018 MAY 17 08:10:45, 
1,1,1860,1860,691,Dayside_Nadir,2018 MAY 17 09:58:49,OBSERVATION_COMMENT
-1,-1,-1,-1,692,Dayside_Nadir,2018 MAY 17 12:06:49, 
-1,-1,-1,-1,693,Dayside_Nadir,2018 MAY 17 12:06:49, 
-1,-1,-1,-1,694,Dayside_Nadir,2018 MAY 17 12:06:49, 
1,1,2364,2364,695,Dayside_Nadir,2018 MAY 17 13:54:53,OBSERVATION_COMMENT
-1,-1,-1,-1,696,Dayside_Nadir,2018 MAY 17 16:03:01, 
-1,-1,-1,-1,697,Dayside_Nadir,2018 MAY 17 16:03:01, 
-1,-1,-1,-1,698,Dayside_Nadir,2018 MAY 17 16:03:01, 
1,1,144,144,699,Dayside_Nadir,2018 MAY 17 17:51:09,OBSERVATION_COMMENT
-1,-1,-1,-1,700,Dayside_Nadir,2018 MAY 17 19:59:15, 
-1,-1,-1,-1,701,Dayside_Nadir,2018 MAY 17 19:59:15, 
-1,-1,-1,-1,702,Dayside_Nadir,2018 MAY 17 19:59:15, 
1,1,124,124,703,Dayside_Nadir,2018 MAY 17 21:47:19,OBSERVATION_COMMENT
-1,-1,-1,-1,704,Dayside_Nadir,2018 MAY 17 23:55:17, 
-1,-1,-1,-1,705,Dayside_Nadir,2018 MAY 17 23:55:17, 
-1,-1,-1,-1,706,Dayside_Nadir,2018 MAY 17 23:55:17, 
1,1,116,116,707,Dayside_Nadir,2018 MAY 18 01:43:19,OBSERVATION_COMMENT
-1,-1,-1,-1,708,Dayside_Nadir,2018 MAY 18 03:51:23, 
-1,-1,-1,-1,709,Dayside_Nadir,2018 MAY 18 03:51:23, 
-1,-1,-1,-1,710,Dayside_Nadir,2018 MAY 18 03:51:23, 
1,1,1934,1934,711,Dayside_Nadir,2018 MAY 18 05:39:29,OBSERVATION_COMMENT
-1,-1,-1,-1,712,Dayside_Nadir,2018 MAY 18 07:47:35, 
-1,-1,-1,-1,713,Dayside_Nadir,2018 MAY 18 07:47:35, 
-1,-1,-1,-1,714,Dayside_Nadir,2018 MAY 18 07:47:35, 
1,1,1107,1107,715,Dayside_Nadir,2018 MAY 18 09:35:37,OBSERVATION_COMMENT
-1,-1,-1,-1,716,Dayside_Nadir,2018 MAY 18 11:43:35, 
-1,-1,-1,-1,717,Dayside_Nadir,2018 MAY 18 11:43:35, 
-1,-1,-1,-1,718,Dayside_Nadir,2018 MAY 18 11:43:35, 
1,1,1837,1837,719,Dayside_Nadir,2018 MAY 18 13:31:33,OBSERVATION_COMMENT
-1,-1,-1,-1,720,Dayside_Nadir,2018 MAY 18 15:39:37, 
-1,-1,-1,-1,721,Dayside_Nadir,2018 MAY 18 15:39:37, 
-1,-1,-1,-1,722,Dayside_Nadir,2018 MAY 18 15:39:37, 
1,1,1033,1033,723,Dayside_Nadir,2018 MAY 18 17:27:41,OBSERVATION_COMMENT
-1,-1,-1,-1,724,Dayside_Nadir,2018 MAY 18 19:35:47, 
-1,-1,-1,-1,725,Dayside_Nadir,2018 MAY 18 19:35:47, 
-1,-1,-1,-1,726,Dayside_Nadir,2018 MAY 18 19:35:47, 
1,1,140,140,727,Dayside_Nadir,2018 MAY 18 21:23:47,OBSERVATION_COMMENT
-1,-1,-1,-1,728,Dayside_Nadir,2018 MAY 18 23:31:45, 
-1,-1,-1,-1,729,Dayside_Nadir,2018 MAY 18 23:31:45, 
-1,-1,-1,-1,730,Dayside_Nadir,2018 MAY 18 23:31:45, 
1,1,104,104,731,Dayside_Nadir,2018 MAY 19 01:19:43,OBSERVATION_COMMENT
-1,-1,-1,-1,732,Dayside_Nadir,2018 MAY 19 03:27:43, 
-1,-1,-1,-1,733,Dayside_Nadir,2018 MAY 19 03:27:43, 
-1,-1,-1,-1,734,Dayside_Nadir,2018 MAY 19 03:27:43, 
1,1,2639,2639,735,Dayside_Nadir,2018 MAY 19 05:15:47,OBSERVATION_COMMENT
-1,-1,-1,-1,736,Dayside_Nadir,2018 MAY 19 07:23:49, 
-1,-1,-1,-1,737,Dayside_Nadir,2018 MAY 19 07:23:49, 
-1,-1,-1,-1,738,Dayside_Nadir,2018 MAY 19 07:23:49, 
1,1,2626,2626,739,Dayside_Nadir,2018 MAY 19 09:11:51,OBSERVATION_COMMENT
-1,-1,-1,-1,736,Dayside_Nadir,2018 MAY 19 -, 
-1,-1,-1,-1,737,Dayside_Nadir,2018 MAY 19 -, 
-1,-1,-1,-1,738,Dayside_Nadir,2018 MAY 19 -, 
