TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,1427,1427,19,Ingress,2018 APR 22 09:21:53,OBSERVATION_COMMENT
1,1,1446,1446,41,Ingress,2018 APR 23 05:00:39,OBSERVATION_COMMENT
1,1,1444,1444,46,Ingress,2018 APR 23 08:56:30,OBSERVATION_COMMENT
1,1,3948,3948,60,Ingress,2018 APR 23 20:43:48,OBSERVATION_COMMENT
1,1,1439,1439,70,Ingress,2018 APR 24 04:35:17,OBSERVATION_COMMENT
2,1,107,107,88,Ingress,2018 APR 24 20:18:29,OBSERVATION_COMMENT
1,1,1177,1177,98,Ingress,2018 APR 25 04:09:55,OBSERVATION_COMMENT
1,1,1453,1452,115,Ingress,2018 APR 25 19:53:09,OBSERVATION_COMMENT
1,1,1411,1411,150,Ingress,2018 APR 27 03:19:20,OBSERVATION_COMMENT
1,1,1446,1446,152,Ingress,2018 APR 27 05:17:15,OBSERVATION_COMMENT
1,1,1444,1444,162,Ingress,2018 APR 27 13:08:53,OBSERVATION_COMMENT
1,1,1453,1452,168,Ingress,2018 APR 27 17:04:40,OBSERVATION_COMMENT
1,1,3948,3948,178,Ingress,2018 APR 28 00:56:17,OBSERVATION_COMMENT
1,1,3954,3954,185,Ingress,2018 APR 28 06:49:59,OBSERVATION_COMMENT
1,1,1439,1439,197,Ingress,2018 APR 29 02:29:00,OBSERVATION_COMMENT
1,1,293,293,200,Ingress,2018 APR 29 04:26:54,OBSERVATION_COMMENT
2,1,107,107,210,Ingress,2018 APR 29 12:18:39,OBSERVATION_COMMENT
1,1,1453,1452,216,Ingress,2018 APR 29 16:14:21,OBSERVATION_COMMENT
1,1,1177,1177,227,Ingress,2018 APR 30 02:03:58,OBSERVATION_COMMENT
1,1,1175,1175,230,Ingress,2018 APR 30 04:01:51,OBSERVATION_COMMENT
1,1,1453,1452,236,Ingress,2018 APR 30 07:57:44,OBSERVATION_COMMENT
1,1,1453,1452,246,Ingress,2018 APR 30 15:49:20,OBSERVATION_COMMENT
1,1,1440,1440,249,Ingress,2018 APR 30 17:47:16,OBSERVATION_COMMENT
1,1,1427,1427,259,Ingress,2018 MAY 01 01:39:01,OBSERVATION_COMMENT
1,1,1453,1452,265,Ingress,2018 MAY 01 05:34:49,OBSERVATION_COMMENT
1,1,1410,1410,275,Ingress,2018 MAY 01 13:26:38,OBSERVATION_COMMENT
1,1,1411,1411,278,Ingress,2018 MAY 01 15:24:29,OBSERVATION_COMMENT
1,1,1446,1446,288,Ingress,2018 MAY 01 23:16:19,OBSERVATION_COMMENT
1,1,1444,1444,294,Ingress,2018 MAY 02 03:12:04,OBSERVATION_COMMENT
1,1,1453,1452,297,Ingress,2018 MAY 02 05:09:58,OBSERVATION_COMMENT
1,1,3948,3948,307,Ingress,2018 MAY 02 13:01:49,OBSERVATION_COMMENT
1,1,3954,3954,313,Ingress,2018 MAY 02 16:57:33,OBSERVATION_COMMENT
1,1,1439,1439,322,Ingress,2018 MAY 02 22:51:34,OBSERVATION_COMMENT
1,1,293,293,325,Ingress,2018 MAY 03 00:49:29,OBSERVATION_COMMENT
2,1,107,107,331,Ingress,2018 MAY 03 04:45:16,OBSERVATION_COMMENT
1,1,1453,1452,342,Ingress,2018 MAY 03 14:35:06,OBSERVATION_COMMENT
1,1,1177,1177,345,Ingress,2018 MAY 03 16:32:58,OBSERVATION_COMMENT
1,1,1175,1175,355,Ingress,2018 MAY 04 00:24:56,OBSERVATION_COMMENT
1,1,1453,1452,361,Ingress,2018 MAY 04 04:20:44,OBSERVATION_COMMENT
1,1,1453,1452,368,Ingress,2018 MAY 04 10:14:41,OBSERVATION_COMMENT
1,1,1440,1440,374,Ingress,2018 MAY 04 14:10:39,OBSERVATION_COMMENT
1,1,1427,1427,378,Ingress,2018 MAY 04 18:06:27,OBSERVATION_COMMENT
1,1,1453,1452,388,Ingress,2018 MAY 05 01:58:32,OBSERVATION_COMMENT
1,1,1410,1410,391,Ingress,2018 MAY 05 03:56:27,OBSERVATION_COMMENT
1,1,1411,1411,400,Ingress,2018 MAY 05 09:50:26,OBSERVATION_COMMENT
1,1,1446,1446,419,Ingress,2018 MAY 06 03:32:27,OBSERVATION_COMMENT
1,1,1444,1444,426,Ingress,2018 MAY 06 09:26:30,OBSERVATION_COMMENT
1,1,1453,1452,435,Ingress,2018 MAY 06 15:20:35,OBSERVATION_COMMENT
1,1,3948,3948,446,Ingress,2018 MAY 07 01:10:52,OBSERVATION_COMMENT
1,1,3954,3954,452,Merged,2018 MAY 07 05:06:51,OBSERVATION_COMMENT
1,1,1439,1439,457,Merged,2018 MAY 07 09:02:58,OBSERVATION_COMMENT
