S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 OCT 26 11:09:00,-74.6744,-138.866,251.9974,15.0656,75.9639,1.8271e-14,75.9639
TGO,2024 OCT 26 10:42:00,-74.7089,-137.7309,381.919,14.7033,74.9816,0.35102,75.0024

MRO,2024 OCT 28 11:45:00,-76.3521,-126.9546,252.2777,15.1672,77.7811,2.9495e-14,77.7811
TGO,2024 OCT 28 11:51:00,-75.761,-125.7128,381.9661,15.3475,77.9034,0.36451,77.9515

MRO,2024 OCT 28 17:21:00,-78.3504,152.9478,251.6009,15.2786,79.3882,1.1821e-14,79.3882
TGO,2024 OCT 28 17:42:00,-77.3178,152.256,379.1124,15.5731,79.501,61.8588,28.3639

MRO,2024 OCT 31 16:24:00,-77.3082,-165.4858,251.1865,15.2108,79.1916,1.778e-14,79.1916
TGO,2024 OCT 31 16:30:00,-75.9153,-166.554,379.093,15.2369,78.3668,0.35953,78.4119

MRO,2024 NOV 03 15:27:00,-75.6388,-123.7573,251.8389,15.1542,78.5861,2.1688e-14,78.5861
TGO,2024 NOV 03 15:15:00,-75.8259,-124.4682,381.1546,14.9122,78.0672,0.34979,78.1015

MRO,2024 NOV 06 14:30:00,-74.7592,-81.6174,249.9634,15.1258,78.5509,5.2469e-14,78.5509
TGO,2024 NOV 06 14:00:00,-75.6523,-80.949,382.0289,14.6836,77.9952,0.34315,78.0215

MRO,2024 NOV 08 15:06:00,-75.9671,-70.2518,250.2925,15.1922,79.956,2.6228e-14,79.956
TGO,2024 NOV 08 15:09:00,-74.4663,-69.5453,381.9315,15.2881,79.272,0.37132,79.3092

MRO,2024 NOV 11 14:09:00,-74.526,-28.8049,252.5002,15.1183,79.4197,1.1468e-14,79.4197
TGO,2024 NOV 11 13:54:00,-73.9946,-27.4839,379.6574,14.9631,78.602,0.36343,78.6246

MRO,2024 NOV 13 09:09:00,-73.6181,63.2036,250.0178,15.1103,79.165,2.8135e-14,79.165
TGO,2024 NOV 13 09:09:00,-72.4564,64.2922,379.8742,15.1831,78.6361,0.38195,78.6567

MRO,2024 NOV 14 13:12:00,-72.0588,12.5635,252.3432,15.0397,78.1326,2.624e-14,78.1326
TGO,2024 NOV 14 12:39:00,-73.5833,13.8231,378.7339,14.5881,77.8649,0.35233,77.8723

MRO,2024 NOV 21 06:00:00,-66.8194,-176.991,250.4785,14.9342,75.5158,7.2984e-15,75.5158
TGO,2024 NOV 21 05:51:00,-65.7379,-175.453,380.572,14.8906,74.5783,0.4162,74.5485

MRO,2024 NOV 22 23:09:00,-62.7245,-58.5924,250.5991,14.8853,72.8025,1.8062e-14,72.8025
TGO,2024 NOV 22 23:09:00,-60.8567,-56.6207,381.0945,15.0167,72.2125,0.45144,72.1689

