Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
9	Nightside	2020 MAR 22 07:07:18	2020 MAR 22 07:36:43	2020 MAR 22 08:06:08	3529.94	-17.66	29.25	147.97	70.48	-10.99	-70.44	154.88	22.38	1	-	-	-		
9	Dayside	2020 MAR 22 08:06:08	2020 MAR 22 08:35:42	2020 MAR 22 09:05:16	3547.55	147.97	-164.80	-46.47	-70.44	12.48	70.40	25.26	10.40	1	Surface Ice 6SUBD 01	Science: orders #199, #198, #194, #193, #187, #186, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
10	Nightside	2020 MAR 22 09:05:16	2020 MAR 22 09:34:41	2020 MAR 22 10:04:07	3531.51	-46.47	0.30	119.15	70.40	-11.05	-70.36	154.62	22.36	14	-	-	-		
10	Dayside	2020 MAR 22 10:04:07	2020 MAR 22 10:33:40	2020 MAR 22 11:03:14	3546.62	119.15	166.25	-75.26	-70.36	12.59	70.35	25.53	10.38	14	-		COP row 72: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 11964 ms, Binning=0		
11	Nightside	2020 MAR 22 11:03:14	2020 MAR 22 11:32:40	2020 MAR 22 12:02:06	3532.64	-75.26	-28.66	90.37	70.35	-11.12	-70.32	154.36	22.34	1	-	-	-		
11	Dayside	2020 MAR 22 12:02:06	2020 MAR 22 12:31:39	2020 MAR 22 13:01:11	3544.54	90.37	137.28	-104.03	-70.32	12.65	70.32	25.79	10.36	1	CH4 CO 2SUBD 02	Science: orders #134, #190, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
12	Nightside	2020 MAR 22 13:01:11	2020 MAR 22 13:30:37	2020 MAR 22 14:00:03	3532.23	-104.03	-57.63	61.62	70.32	-11.19	-70.33	154.09	22.33	14	-	-	-		
12	Dayside	2020 MAR 22 14:00:03	2020 MAR 22 14:29:35	2020 MAR 22 14:59:06	3542.88	61.62	108.33	-132.78	-70.33	12.69	70.32	26.05	10.35	14	-		COP row 72: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 11964 ms, Binning=0		
13	Nightside	2020 MAR 22 14:59:06	2020 MAR 22 15:28:31	2020 MAR 22 15:57:56	3530.48	-132.78	-86.56	32.88	70.32	-11.25	-70.33	153.83	22.31	1	-	-	-		
13	Dayside	2020 MAR 22 15:57:56	2020 MAR 22 16:27:28	2020 MAR 22 16:56:59	3542.83	32.88	79.40	-161.53	-70.33	12.75	70.31	26.31	10.33	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 8964 ms, Binning=0		
14	Nightside	2020 MAR 22 16:56:59	2020 MAR 22 17:26:24	2020 MAR 22 17:55:49	3530.01	-161.53	-115.48	4.10	70.31	-11.31	-70.26	153.59	22.29	17	-	-	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
14	Dayside	2020 MAR 22 17:55:49	2020 MAR 22 18:25:21	2020 MAR 22 18:54:53	3544.09	4.10	50.50	169.68	-70.26	12.86	70.23	26.54	10.32	17	-		COP row -1: UVIS off		
15	Nightside	2020 MAR 22 18:54:53	2020 MAR 22 19:24:20	2020 MAR 22 19:53:46	3532.27	169.68	-144.39	-24.72	70.23	-11.40	-70.16	153.35	22.28	1	-	-	-		
15	Dayside	2020 MAR 22 19:53:46	2020 MAR 22 20:23:18	2020 MAR 22 20:52:51	3545.40	-24.72	21.57	140.85	-70.16	12.92	70.11	26.78	10.30	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
16	Nightside	2020 MAR 22 20:52:51	2020 MAR 22 21:22:18	2020 MAR 22 21:51:44	3532.88	140.85	-173.33	-53.52	70.11	-11.53	-70.09	153.09	22.26	1	-	-	-		
16	Dayside	2020 MAR 22 21:51:44	2020 MAR 22 22:21:17	2020 MAR 22 22:50:50	3546.05	-53.52	-7.39	112.05	-70.09	12.98	70.04	27.04	10.28	1	HDO H2O 2SUBD 03	Science: orders #168, #121, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
17	Nightside	2020 MAR 22 22:50:50	2020 MAR 22 23:20:16	2020 MAR 22 23:49:42	3531.79	112.05	157.71	-82.30	70.04	-11.62	-70.04	152.82	22.25	14	-	-	-		
17	Dayside	2020 MAR 22 23:49:42	2020 MAR 23 00:19:15	2020 MAR 23 00:48:48	3546.29	-82.30	-36.36	83.28	-70.04	13.07	70.03	27.32	10.27	14	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
18	Nightside	2020 MAR 23 00:48:48	2020 MAR 23 01:18:13	2020 MAR 23 01:47:38	3529.84	83.28	128.74	-111.06	70.03	-11.66	-70.03	152.55	22.23	3	-	-	-		
18	Dayside	2020 MAR 23 01:47:38	2020 MAR 23 02:17:11	2020 MAR 23 02:46:44	3545.68	-111.06	-65.31	54.54	-70.03	13.16	70.04	27.59	10.25	3	Ice H2O 2SUBD #1	Science: orders #193, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
19	Nightside	2020 MAR 23 02:46:44	2020 MAR 23 03:16:08	2020 MAR 23 03:45:32	3528.59	54.54	99.80	-139.81	70.04	-11.69	-70.02	152.30	22.21	1	-	-	-		
19	Dayside	2020 MAR 23 03:45:32	2020 MAR 23 04:15:04	2020 MAR 23 04:44:37	3544.36	-139.81	-94.24	25.79	-70.02	13.21	70.02	27.84	10.23	1	Nominal 4SUBD 01	Science: orders #168, #134, #121, #190, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
20	Nightside	2020 MAR 23 04:44:37	2020 MAR 23 05:14:01	2020 MAR 23 05:43:25	3528.17	25.79	70.88	-168.56	70.02	-11.78	-69.99	152.06	22.20	14	-	-	-		
20	Dayside	2020 MAR 23 05:43:25	2020 MAR 23 06:12:58	2020 MAR 23 06:42:30	3545.64	-168.56	-123.15	-3.00	-69.99	13.27	69.93	28.07	10.22	14	-		COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
21	Nightside	2020 MAR 23 06:42:30	2020 MAR 23 07:11:55	2020 MAR 23 07:41:20	3529.13	-3.00	41.98	162.63	69.93	-11.89	-69.89	151.82	22.18	1	-	-	-		
21	Dayside	2020 MAR 23 07:41:20	2020 MAR 23 08:10:53	2020 MAR 23 08:40:27	3547.75	162.63	-152.07	-31.82	-69.89	13.37	69.82	28.32	10.20	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
22	Nightside	2020 MAR 23 08:40:27	2020 MAR 23 09:09:53	2020 MAR 23 09:39:18	3530.68	-31.82	13.04	133.81	69.82	-11.97	-69.78	151.57	22.17	14	-	-	-		
22	Dayside	2020 MAR 23 09:39:18	2020 MAR 23 10:08:52	2020 MAR 23 10:38:25	3547.51	133.81	178.99	-60.62	-69.78	13.49	69.75	28.58	10.19	14	-		COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
23	Nightside	2020 MAR 23 10:38:25	2020 MAR 23 11:07:51	2020 MAR 23 11:37:17	3532.02	-60.62	-15.92	105.01	69.75	-12.03	-69.71	151.31	22.15	1	-	-	-		
23	Dayside	2020 MAR 23 11:37:17	2020 MAR 23 12:06:50	2020 MAR 23 12:36:23	3545.74	105.01	150.03	-89.39	-69.71	13.58	69.71	28.85	10.17	1	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0	&daysideMatch:AEOLIS MENSAE MFF; 	
24	Nightside	2020 MAR 23 12:36:23	2020 MAR 23 13:05:49	2020 MAR 23 13:35:16	3532.36	-89.39	-44.89	76.25	69.71	-12.11	-69.71	151.03	22.13	1	-	-	-		
24	Dayside	2020 MAR 23 13:35:16	2020 MAR 23 14:04:47	2020 MAR 23 14:34:19	3543.66	76.25	121.07	-118.15	-69.71	13.62	69.71	29.11	10.15	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
25	Nightside	2020 MAR 23 14:34:19	2020 MAR 23 15:03:45	2020 MAR 23 15:33:10	3531.04	-118.15	-73.83	47.51	69.71	-12.18	-69.72	150.77	22.12	14	-	-	-		
25	Dayside	2020 MAR 23 15:33:10	2020 MAR 23 16:02:42	2020 MAR 23 16:32:13	3542.80	47.51	92.13	-146.89	-69.72	13.67	69.70	29.36	10.14	14	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
26	Nightside	2020 MAR 23 16:32:13	2020 MAR 23 17:01:38	2020 MAR 23 17:31:02	3529.30	-146.89	-102.75	18.76	69.70	-12.24	-69.68	150.53	22.10	1	-	-	-		
26	Dayside	2020 MAR 23 17:31:02	2020 MAR 23 18:00:34	2020 MAR 23 18:30:06	3543.92	18.76	63.22	-175.66	-69.68	13.77	69.64	29.61	10.12	1	CH4 CO 2SUBD 02	Science: orders #134, #190, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
27	Nightside	2020 MAR 23 18:30:06	2020 MAR 23 18:59:32	2020 MAR 23 19:28:57	3530.60	-175.66	-131.66	-10.05	69.64	-12.31	-69.56	150.30	22.09	17	-	-	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
27	Dayside	2020 MAR 23 19:28:57	2020 MAR 23 19:58:30	2020 MAR 23 20:28:03	3545.83	-10.05	34.32	155.52	-69.56	13.87	69.52	29.84	10.11	17	-		COP row -1: UVIS off		
28	Nightside	2020 MAR 23 20:28:03	2020 MAR 23 20:57:29	2020 MAR 23 21:26:55	3532.10	155.52	-160.58	-38.85	69.52	-12.44	-69.47	150.05	22.07	1	-	-	-		
28	Dayside	2020 MAR 23 21:26:55	2020 MAR 23 21:56:28	2020 MAR 23 22:26:02	3546.73	-38.85	5.38	126.71	-69.47	13.94	69.42	30.08	10.09	1	Nominal 3SUBD 01	Science: orders #167, #169, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0	&daysideMatch:MERIDIANI SULPHATES; 	
29	Nightside	2020 MAR 23 22:26:02	2020 MAR 23 22:55:27	2020 MAR 23 23:24:53	3531.68	126.71	170.46	-67.64	69.42	-12.56	-69.41	149.78	22.05	1	-	-	-		
29	Dayside	2020 MAR 23 23:24:53	2020 MAR 23 23:54:27	2020 MAR 24 00:24:00	3547.15	-67.64	-23.59	97.93	-69.41	14.02	69.37	30.36	10.07	1	H2O CO 2SUBD 01	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 8964 ms, Binning=0		
30	Nightside	2020 MAR 24 00:24:00	2020 MAR 24 00:53:25	2020 MAR 24 01:22:50	3530.01	97.93	141.50	-96.42	69.37	-12.63	-69.37	149.51	22.04	3	-	-	-		
30	Dayside	2020 MAR 24 01:22:50	2020 MAR 24 01:52:24	2020 MAR 24 02:21:57	3546.78	-96.42	-52.56	69.17	-69.37	14.11	69.37	30.63	10.06	3	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
31	Nightside	2020 MAR 24 02:21:57	2020 MAR 24 02:51:21	2020 MAR 24 03:20:46	3528.34	69.17	112.54	-125.17	69.37	-12.67	-69.36	149.25	22.02	1	-	-	-		
31	Dayside	2020 MAR 24 03:20:46	2020 MAR 24 03:50:18	2020 MAR 24 04:19:51	3545.75	-125.17	-81.50	40.43	-69.36	14.18	69.37	30.90	10.04	1	CH4 CO 2SUBD 02	Science: orders #134, #190, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
32	Nightside	2020 MAR 24 04:19:51	2020 MAR 24 04:49:15	2020 MAR 24 05:18:39	3527.48	40.43	83.61	-153.91	69.37	-12.73	-69.34	149.00	22.00	3	-	-	-		
32	Dayside	2020 MAR 24 05:18:39	2020 MAR 24 05:48:11	2020 MAR 24 06:17:44	3545.43	-153.91	-110.41	11.66	-69.34	14.23	69.30	31.13	10.02	3	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0	&daysideMatch:PAVONIS MONS; 	
33	Nightside	2020 MAR 24 06:17:44	2020 MAR 24 06:47:08	2020 MAR 24 07:16:32	3528.07	11.66	54.72	177.31	69.30	-12.85	-69.26	148.76	21.99	1	-	-	-		
33	Dayside	2020 MAR 24 07:16:32	2020 MAR 24 07:46:06	2020 MAR 24 08:15:40	3547.76	177.31	-139.32	-17.15	-69.26	14.32	69.18	31.37	10.01	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
34	Nightside	2020 MAR 24 08:15:40	2020 MAR 24 08:45:05	2020 MAR 24 09:14:29	3529.46	-17.15	25.80	148.49	69.18	-12.97	-69.13	148.52	21.98	14	-	-	-		
34	Dayside	2020 MAR 24 09:14:29	2020 MAR 24 09:44:04	2020 MAR 24 10:13:38	3548.75	148.49	-168.26	-45.95	-69.13	14.44	69.08	31.62	9.99	14	-		COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
35	Nightside	2020 MAR 24 10:13:38	2020 MAR 24 10:43:04	2020 MAR 24 11:12:29	3530.95	-45.95	-3.15	119.68	69.08	-13.04	-69.04	148.26	21.96	1	-	-	-		
35	Dayside	2020 MAR 24 11:12:29	2020 MAR 24 11:42:03	2020 MAR 24 12:11:37	3547.55	119.68	162.79	-74.74	-69.04	14.56	69.03	31.89	9.98	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
36	Nightside	2020 MAR 24 12:11:37	2020 MAR 24 12:41:03	2020 MAR 24 13:10:29	3531.89	-74.74	-32.12	90.90	69.03	-13.12	-69.00	148.00	21.94	3	-	-	-		
36	Dayside	2020 MAR 24 13:10:29	2020 MAR 24 13:40:01	2020 MAR 24 14:09:34	3545.39	90.90	133.83	-103.50	-69.00	14.62	69.00	32.15	9.96	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0	&daysideMatch:INSIGHT; 	
37	Nightside	2020 MAR 24 14:09:34	2020 MAR 24 14:39:00	2020 MAR 24 15:08:25	3531.20	-103.50	-61.08	62.15	69.00	-13.20	-69.00	147.72	21.92	14	-	-	-		
37	Dayside	2020 MAR 24 15:08:25	2020 MAR 24 15:37:57	2020 MAR 24 16:07:29	3543.87	62.15	104.88	-132.25	-69.00	14.67	68.99	32.41	9.94	14	-		COP row -1: UVIS off		
38	Nightside	2020 MAR 24 16:07:29	2020 MAR 24 16:36:54	2020 MAR 24 17:06:18	3529.36	-132.25	-90.01	33.41	68.99	-13.26	-68.99	147.47	21.91	3	-	-	-		
38	Dayside	2020 MAR 24 17:06:18	2020 MAR 24 17:35:51	2020 MAR 24 18:05:23	3544.12	33.41	75.95	-161.00	-68.99	14.75	68.96	32.66	9.93	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 11964 ms, Binning=0		
39	Nightside	2020 MAR 24 18:05:23	2020 MAR 24 18:34:47	2020 MAR 24 19:04:12	3529.33	-161.00	-118.93	4.63	68.96	-13.32	-68.90	147.24	21.89	1	-	-	-		
39	Dayside	2020 MAR 24 19:04:12	2020 MAR 24 19:33:45	2020 MAR 24 20:03:17	3545.58	4.63	47.06	170.21	-68.90	14.87	68.85	32.90	9.92	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
40	Nightside	2020 MAR 24 20:03:17	2020 MAR 24 20:32:43	2020 MAR 24 21:02:09	3531.66	170.21	-147.84	-24.18	68.85	-13.45	-68.78	147.00	21.88	17	-	-	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
40	Dayside	2020 MAR 24 21:02:09	2020 MAR 24 21:31:43	2020 MAR 24 22:01:16	3546.74	-24.18	18.13	141.39	-68.78	14.95	68.72	33.13	9.90	17	-		COP row -1: UVIS off		
41	Nightside	2020 MAR 24 22:01:16	2020 MAR 24 22:30:42	2020 MAR 24 23:00:08	3531.95	141.39	-176.77	-52.97	68.72	-13.59	-68.70	146.74	21.86	1	-	-	-		
41	Dayside	2020 MAR 24 23:00:08	2020 MAR 24 23:29:41	2020 MAR 24 23:59:15	3547.28	-52.97	-10.83	112.60	-68.70	15.03	68.65	33.39	9.88	1	CO H2O 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
42	Nightside	2020 MAR 24 23:59:15	2020 MAR 25 00:28:40	2020 MAR 25 00:58:06	3530.62	112.60	154.26	-81.75	68.65	-13.68	-68.64	146.47	21.85	14	-	-	-		
42	Dayside	2020 MAR 25 00:58:06	2020 MAR 25 01:27:39	2020 MAR 25 01:57:13	3547.41	-81.75	-39.79	83.83	-68.64	15.13	68.63	33.67	9.87	14	-		COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
43	Nightside	2020 MAR 25 01:57:13	2020 MAR 25 02:26:37	2020 MAR 25 02:56:02	3528.63	83.83	125.30	-110.51	68.63	-13.73	-68.62	146.20	21.83	3	-	-	-		
43	Dayside	2020 MAR 25 02:56:02	2020 MAR 25 03:25:35	2020 MAR 25 03:55:08	3546.69	-110.51	-68.75	55.09	-68.62	15.22	68.62	33.94	9.85	3	CH4 H2O 2SUBD 02	Science: orders #136, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
44	Nightside	2020 MAR 25 03:55:08	2020 MAR 25 04:24:32	2020 MAR 25 04:53:56	3527.44	55.09	96.36	-139.25	68.62	-13.77	-68.60	145.95	21.81	14	-	-	-		
44	Dayside	2020 MAR 25 04:53:56	2020 MAR 25 05:23:29	2020 MAR 25 05:53:01	3545.49	-139.25	-97.67	26.34	-68.60	15.29	68.59	34.19	9.83	14	-		COP row 72: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 11964 ms, Binning=0		
45	Nightside	2020 MAR 25 05:53:01	2020 MAR 25 06:22:25	2020 MAR 25 06:51:49	3527.30	26.34	67.45	-168.01	68.59	-13.87	-68.55	145.71	21.80	1	-	-	-		
45	Dayside	2020 MAR 25 06:51:49	2020 MAR 25 07:21:22	2020 MAR 25 07:50:56	3547.25	-168.01	-126.57	-2.45	-68.55	15.36	68.48	34.42	9.82	1	Nominal 3SUBD 01	Science: orders #167, #169, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8427 ms, Binning=0		
