Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,3,10,2023 OCT 01 09:13:42,2023 OCT 01 09:14:53,-67.1878,150.0794,-69.8909,156.4329,123.727,124.123,123.4542,123.8359,0.51828,0.49378,20.7233,21.1661
Region of residual magnetic field,2,1,11,2023 OCT 01 11:22:03,2023 OCT 01 11:22:30,-69.8883,-142.4765,-68.8557,-140,118.8964,117.7666,121.9063,121.66,3.01,3.8938,3.3017,3.4742
Region of residual magnetic field,3,1,22,2023 OCT 02 08:44:44,2023 OCT 02 08:49:45,-57.1192,150.0385,-69.8911,169.273,119.753,123.2285,119.5562,122.9504,0.57364,0.49459,19.6108,20.9747
Region of residual magnetic field,4,1,24,2023 OCT 02 12:54:51,2023 OCT 02 12:59:38,-69.8876,-157.587,-57.7261,-140,121.8466,112.9498,122.3756,119.2744,0.53036,6.3287,3.1603,4.4103
Region of residual magnetic field,5,3,35,2023 OCT 03 10:22:01,2023 OCT 03 10:22:32,-68.756,150.0902,-69.8908,153.0099,121.8067,122.1736,121.5934,121.9064,0.48227,0.49488,20.5531,20.7558
Region of residual magnetic field,6,1,36,2023 OCT 03 12:29:46,2023 OCT 03 12:30:35,-69.8905,-144.5304,-68.0331,-140,123.2545,122.8116,122.9744,122.6442,0.28724,0.17083,2.9842,3.2992
Region of residual magnetic field,7,1,47,2023 OCT 04 09:53:42,2023 OCT 04 09:57:25,-60.7093,150.0483,-69.891,165.8549,117.7312,121.2152,117.538,120.9574,0.55403,0.49497,19.4511,20.565
Region of residual magnetic field,8,3,49,2023 OCT 04 14:02:32,2023 OCT 04 14:08:46,-69.8905,-160.6536,-53.6051,-140,123.9551,115.3687,123.6649,121.0347,0.29909,5.6669,2.7742,4.2522
Region of residual magnetic field,9,1,60,2023 OCT 05 11:30:09,2023 OCT 05 11:30:15,-69.6782,150.0957,-69.8895,150.6475,117.5767,117.7856,120.0926,120.1676,2.5394,2.407,20.3792,20.4175
Region of residual magnetic field,10,1,61,2023 OCT 05 13:37:26,2023 OCT 05 13:38:57,-69.8905,-147.9048,-66.3389,-140,124.5732,124.4049,124.2738,124.1209,0.31,0.28561,2.5772,3.1289
Region of residual magnetic field,11,1,72,2023 OCT 06 11:02:28,2023 OCT 06 11:05:06,-63.5203,150.059,-69.891,162.4401,115.928,119.0826,115.7411,118.8457,0.53498,0.49387,19.2878,20.1561
Region of residual magnetic field,12,1,74,2023 OCT 06 15:10:13,2023 OCT 06 15:18:02,-69.8905,-164.0528,-49.1723,-140,125.1867,121.4175,124.878,122.954,0.32168,1.5426,2.3661,4.0964
Region of residual magnetic field,13,1,114,2023 OCT 09 22:02:22,2023 OCT 09 22:07:42,-25.8796,150.0077,-10.1003,153.5138,117.7235,112.944,123.5944,115.9876,5.8727,3.0437,4.0706,4.3908
Region of residual magnetic field,14,1,126,2023 OCT 10 21:26:21,2023 OCT 10 21:42:35,-57.2943,150.0391,-10.1,166.0075,130.3443,112.944,130.0311,119.0236,0.314,6.0796,2.8489,4.1767
Region of residual magnetic field,15,3,139,2023 OCT 11 23:14:34,2023 OCT 11 23:15:20,-12.3576,150.009,-10.0989,150.4148,122.7585,121.6165,122.646,121.5007,0.14905,0.16863,3.9628,4.0022
Region of residual magnetic field,16,3,151,2023 OCT 12 22:35:39,2023 OCT 12 22:50:15,-52.6965,150.0302,-10.096,162.4258,133.6817,117.0376,133.3617,124.9959,0.32245,7.959,2.6931,3.7564
Region of residual magnetic field,17,1,176,2023 OCT 14 23:45:31,2023 OCT 14 23:57:52,-46.4703,150.0225,-10.0969,159.7011,137.8347,129.2566,137.5225,130.1855,0.31764,0.93453,2.5467,3.3925
Region of residual magnetic field,18,3,201,2023 OCT 17 00:56:13,2023 OCT 17 01:05:34,-37.7486,150.016,-10.0989,156.3964,142.7424,136.0376,142.4708,135.921,0.27971,0.16912,2.4142,2.9911
Region of residual magnetic field,19,3,300,2023 OCT 25 03:38:58,2023 OCT 25 03:40:34,-17.014,-165.8692,-10.1236,-175.3303,129.655,130.0932,138.7555,146.2794,86.849,71.9215,2.8786,2.2739
