NOM_02, OCCEG, 93, 140, 209, 330
NOM_02, OCCIN, 19, 303
NOM_03, OCCEG, 10, 34, 36, 53, 82, 84, 95, 145, 157, 159, 160, 165, 169, 178, 182, 194, 199, 201, 203, 204, 211, 220, 223, 225, 227, 235, 239, 242, 244, 251, 260, 274, 277, 282, 288, 289, 291, 300, 305, 322, 327, 329, 332, 334, 341
NOM_03, OCCIN, 5, 21, 33, 42, 60, 85, 90, 102, 104, 121, 135, 145, 160, 181, 198, 199, 204, 218, 223, 233, 237, 246, 249, 254, 256, 260, 262, 264, 271, 276, 281, 289, 291, 293, 295, 298, 301, 329, 339
CO_001, OCCEG, 8, 57, 63, 198
CO_001, OCCIN, 208, 211, 235, 251, 308, 330
CO_002, OCCEG, 38, 49, 80, 101, 130, 186, 190, 218, 232, 240, 265, 272, 325
CO_002, OCCIN, 7, 44, 58, 72, 74, 106, 131, 148, 169, 186, 247, 269, 274, 279, 320
CO2_01, OCCEG, 128, 154, 163, 252, 303, 313
CO2_01, OCCIN, 119, 175, 220, 242, 272, 322, 332
CO2_02, OCCEG, 12, 26, 66, 109, 116, 123, 142, 146, 151, 175, 176, 222, 237, 262, 264, 286, 296, 310, 315, 319, 324
CO2_02, OCCIN, 3, 15, 48, 92, 108, 117, 139, 222, 230, 244, 267, 282, 305, 310, 319, 324, 334
HCL_01, OCCEG, 113, 125, 152, 171, 181, 213, 228, 269, 271, 276, 279
HCL_01, OCCIN, 23, 46, 62, 159, 168, 171, 182, 194, 209, 216, 317
FUL_01, OCCEG, 28, 71, 139, 148, 206, 215, 216, 249, 336
FUL_01, OCCIN, 133, 146, 154, 157, 191, 227, 239, 257, 286, 296, 306
