S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 JUN 13 23:57:00,-68.3002,136.4632,254.7705,2.9331,83.0743,2.642e-14,83.0743
TGO,2022 JUN 13 23:30:00,-70.5218,139.4887,380.096,2.6969,82.1251,0.33408,82.4414

MRO,2022 JUN 15 13:21:00,-68.3013,-49.5776,253.2576,2.9136,82.9683,2.0365e-14,82.9683
TGO,2022 JUN 15 12:51:00,-68.9498,-45.9204,381.2398,2.6708,83.2771,0.34387,83.6059

MRO,2022 JUN 15 18:57:00,-66.7202,-130.9855,251.7821,2.9342,84.0714,3.1806e-14,84.0714
TGO,2022 JUN 15 18:45:00,-68.3958,-131.1503,378.1907,2.7286,83.5021,0.34421,83.8328

MRO,2022 JUN 16 04:18:00,-66.4701,92.6058,252.5567,2.9361,84.2126,4.5881e-14,84.2126
TGO,2022 JUN 16 04:36:00,-64.918,90.5606,379.1188,3.0914,84.7517,0.3456,85.0916

MRO,2022 JUN 17 10:12:00,-63.0525,17.1472,253.5617,2.9925,86.4422,7.7598e-14,86.4422
TGO,2022 JUN 17 10:06:00,-61.0894,21.675,377.931,3.1969,86.9481,0.3581,87.304

MRO,2022 JUN 17 15:48:00,-60.7263,-64.1626,253.2517,3.0194,88.0496,1.8271e-14,88.0496
TGO,2022 JUN 17 16:00:00,-60.5347,-64.6728,380.3498,3.18,87.4109,0.36139,87.7702

MRO,2022 JUN 18 19:51:00,-60.8498,-113.7723,251.47,2.9994,87.9362,1.7201e-14,87.9362
TGO,2022 JUN 18 19:30:00,-62.3722,-111.7558,378.5262,2.7933,87.6834,0.37198,88.0496

MRO,2022 JUN 20 12:00:00,51.8176,-158.4296,302.1156,15.08,85.8646,1.9083e-14,85.8646
TGO,2022 JUN 20 11:51:00,52.2615,-156.2023,424.1789,15.0828,86.211,0.097959,86.1154

MRO,2022 JUN 20 13:51:00,47.9708,175.0187,300.4957,15.1097,83.1988,1.922e-14,83.1988
TGO,2022 JUN 20 13:51:00,46.4048,177.906,420.3966,15.3022,83.3989,0.091703,83.3072

MRO,2022 JUN 21 23:30:00,46.7079,43.8291,298.5541,15.0983,82.3022,4.5981e-14,82.3022
TGO,2022 JUN 21 23:15:00,47.681,45.8341,419.4167,14.9889,82.2992,2.0928,80.6034

MRO,2022 JUN 22 01:21:00,42.9221,17.2543,296.2368,15.1264,79.7113,3.4256e-14,79.7113
TGO,2022 JUN 22 01:15:00,41.5728,19.1687,415.7327,15.1567,78.9521,0.51393,78.6748

MRO,2022 JUN 22 05:06:00,44.6097,-37.6251,296.2223,15.1156,80.8892,5.5546e-14,80.8892
