MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 AUG 05 13:57:00,-6.9396,101.1609,263.5431,14.4644,38.1117,4.2105e-14,38.1117,2024 AUG 05 14:03:00,-8.8102,101.289,385.2978,14.5703,38.8446,5.4165,43.6556
2024 AUG 07 03:24:00,2.1236,-85.9987,267.3974,14.4269,41.9307,1.1167e-14,41.9307,2024 AUG 07 03:27:00,2.2712,-85.8417,391.8803,14.4861,42.7543,1.8472,41.552
2024 AUG 08 13:06:00,8.977,141.7109,273.1772,14.3989,45.5821,1.2821e-14,45.5821,2024 AUG 08 12:54:00,9.9039,143.2484,395.5807,14.3069,45.1442,1.1368,45.9591
2024 AUG 10 19:36:00,59.401,61.8892,306.0425,14.1086,83.0164,4.1743e-14,83.0164,2024 AUG 10 20:06:00,57.4161,61.4045,415.9835,14.5628,83.2923,76.1733,34.5328
2024 AUG 12 01:27:00,45.8313,-11.9305,297.9671,14.2331,71.8716,9.1354e-15,71.8716,2024 AUG 12 01:36:00,44.8382,-11.7634,418.9406,14.39,71.9835,0.13226,71.8577
2024 AUG 13 11:06:00,43.6883,-143.0492,296.6426,14.2353,69.8821,3.1964e-14,69.8821,2024 AUG 13 11:00:00,43.8533,-144.0841,419.1107,14.0689,69.0546,0.16438,68.9124
2024 AUG 13 13:00:00,49.3064,-171.2914,301.8666,14.2014,74.3826,5.3982e-14,74.3826,2024 AUG 13 13:00:00,49.6794,-170.2524,423.2172,14.2706,75.0589,0.14062,74.9294
2024 AUG 14 22:39:00,46.7075,57.6335,299.0063,14.2069,72.004,2.2935e-14,72.004,2024 AUG 14 22:24:00,48.5814,57.2072,421.3992,13.9353,72.2077,0.16305,72.0633
2024 AUG 16 06:27:00,48.0425,-46.6597,299.2427,14.1981,72.8617,8.2019e-14,72.8617,2024 AUG 16 05:51:00,49.6392,-45.2465,422.3474,13.7083,71.916,0.18211,71.764
2024 AUG 17 03:06:00,63.4239,9.558,309.0323,14.04,85.203,1.1495e-14,85.203,2024 AUG 17 03:33:00,63.1516,7.9761,429.0951,14.3725,86.1243,0.11656,86.0475
2024 AUG 19 20:33:00,62.7046,134.2506,310.251,14.0422,84.1111,1.5903e-14,84.1111,2024 AUG 19 20:24:00,62.9353,132.5657,428.3031,13.7839,83.5088,5.015,88.4912
2024 AUG 27 21:12:00,70.3961,-160.5954,312.3105,13.8589,88.8782,5.5415e-14,88.8782,2024 AUG 27 21:03:00,71.8182,-161.422,434.139,13.6578,89.7408,6.3031,96.0422
2024 AUG 30 00:39:00,-74.8278,-13.7977,251.4076,1.7142,87.855,1.7439e-14,87.855,2024 AUG 30 01:09:00,-74.6433,-14.863,379.8402,2.1297,87.2669,0.41667,87.6565
