MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 OCT 28 06:09:00,-75.0551,-46.3805,251.9851,15.0878,76.6613,3.2474e-14,76.6613,2024 OCT 28 05:57:00,-75.7303,-41.7192,378.8959,15.2039,77.4267,0.36016,77.4698
2024 OCT 28 11:45:00,-76.3521,-126.9546,252.2777,15.1672,77.7811,2.9495e-14,77.7811,2024 OCT 28 11:51:00,-75.761,-125.7128,381.9661,15.3475,77.9034,0.36451,77.9515
2024 OCT 31 05:12:00,-74.033,-4.4664,253.1388,15.0431,76.4759,6.472e-15,76.4759,2024 OCT 31 04:42:00,-75.8509,-0.15046,380.0594,14.8442,77.1815,0.3476,77.2142
2024 OCT 31 10:48:00,-75.7788,-84.6425,249.3479,15.1492,77.9873,6.5839e-15,77.9873,2024 OCT 31 10:36:00,-75.852,-82.5001,381.1668,15.0972,77.8934,0.35581,77.9337
2024 OCT 31 16:24:00,-77.3082,-165.4858,251.1865,15.2108,79.1916,1.778e-14,79.1916,2024 OCT 31 16:30:00,-75.9153,-166.554,379.093,15.2369,78.3668,0.35953,78.4119
2024 NOV 03 15:27:00,-75.6388,-123.7573,251.8389,15.1542,78.5861,2.1688e-14,78.5861,2024 NOV 03 15:15:00,-75.8259,-124.4682,381.1546,14.9122,78.0672,0.34979,78.1015
2024 NOV 08 09:30:00,-74.1515,9.953,253.1323,15.0881,78.4125,9.0047e-15,78.4125,2024 NOV 08 09:15:00,-74.9083,14.2529,379.4065,15.1314,79.0401,0.36288,79.0746
2024 NOV 08 15:06:00,-75.9671,-70.2518,250.2925,15.1922,79.956,2.6228e-14,79.956,2024 NOV 08 15:09:00,-74.4663,-69.5453,381.9315,15.2881,79.272,0.37132,79.3092
2024 NOV 11 14:09:00,-74.526,-28.8049,252.5002,15.1183,79.4197,1.1468e-14,79.4197,2024 NOV 11 13:54:00,-73.9946,-27.4839,379.6574,14.9631,78.602,0.36343,78.6246
2024 NOV 13 09:09:00,-73.6181,63.2036,250.0178,15.1103,79.165,2.8135e-14,79.165,2024 NOV 13 09:09:00,-72.4564,64.2922,379.8742,15.1831,78.6361,0.38195,78.6567
2024 NOV 17 21:36:00,-69.8851,-81.8928,249.7958,15.0081,77.2331,2.9066e-14,77.2331,2024 NOV 17 21:15:00,-70.1323,-79.0449,381.1727,14.8572,76.8566,0.38579,76.8501
2024 NOV 21 00:24:00,-65.2453,-95.3928,248.56,14.9228,74.3324,3.5562e-14,74.3324,2024 NOV 20 23:57:00,-66.6582,-90.4287,380.0899,14.8156,74.8604,0.40698,74.8319
2024 NOV 21 06:00:00,-66.8194,-176.991,250.4785,14.9342,75.5158,7.2984e-15,75.5158,2024 NOV 21 05:51:00,-65.7379,-175.453,380.572,14.8906,74.5783,0.4162,74.5485
2024 NOV 21 09:45:00,-64.9332,127.8809,250.7664,14.9094,74.1351,1.8546e-14,74.1351,2024 NOV 21 09:48:00,-62.4384,129.3665,379.9309,15.0572,73.1654,7.3436,80.384
2024 NOV 22 13:48:00,-63.0828,78.124,250.0097,14.8978,73.0343,2.3155e-14,73.0343,2024 NOV 22 13:18:00,-64.7869,83.0259,379.3692,14.7381,73.5021,0.41534,73.4604
2024 NOV 22 23:09:00,-62.7245,-58.5924,250.5991,14.8853,72.8025,1.8062e-14,72.8025,2024 NOV 22 23:09:00,-60.8567,-56.6207,381.0945,15.0167,72.2125,0.45144,72.1689
