MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 MAY 08 04:51:00,-27.6096,-12.5421,254.2387,15.5281,67.8562,3.1365e-14,67.8562,2021 MAY 08 04:54:00,-31.1778,-15.143,383.636,15.4033,68.6254,0.47723,68.5931
2021 MAY 08 08:36:00,-25.5942,-67.3971,252.6398,15.5214,66.6621,4.4754e-14,66.6621,2021 MAY 08 08:51:00,-27.8055,-72.0176,383.3951,15.4569,67.2108,0.58971,66.6288
2021 MAY 09 12:42:00,-14.0782,-118.2109,256.616,15.4886,60.2676,2.0917e-14,60.2676,2021 MAY 09 12:27:00,-12.046,-113.7366,387.1161,15.5433,59.9909,0.36796,60.074
2021 MAY 09 16:27:00,-11.8768,-173.1001,258.2855,15.4797,59.0965,9.5417e-15,59.0965,2021 MAY 09 16:24:00,-8.4061,-171.1386,389.6124,15.5619,58.5847,2.246,60.7341
2021 MAY 09 18:18:00,-15.7636,160.0833,256.4788,15.4928,61.1819,1.6218e-14,61.1819,2021 MAY 09 18:18:00,-20.1496,158.0957,385.294,15.3603,61.8996,4.3776,57.7861
2021 MAY 09 20:12:00,-9.9906,132.0756,258.7856,15.4753,58.1616,4.0762e-14,58.1616,2021 MAY 09 20:21:00,-5.2336,131.7536,389.0071,15.6,57.7634,0.31704,57.8864
2021 MAY 11 04:03:00,3.7622,26.4991,266.904,15.4419,52.2914,1.9232e-14,52.2914,2021 MAY 11 03:51:00,5.2506,30.5692,394.1186,15.5186,52.9154,0.24282,53.082
2021 MAY 11 05:54:00,-0.13545,-0.31541,264.502,15.4553,53.833,6.3801e-15,53.833,2021 MAY 11 05:48:00,2.3504,1.569,393.1957,15.4836,53.3493,4.8059,48.5718
2021 MAY 11 07:48:00,5.5808,-28.327,267.2173,15.4375,51.6611,1.4769e-14,51.6611,2021 MAY 11 07:48:00,8.4668,-26.6395,396.3834,15.55,52.4577,0.79138,51.6664
2021 MAY 11 09:39:00,1.7657,-55.1665,264.3595,15.4489,53.068,4.5923e-14,53.068,2021 MAY 11 09:42:00,-3.0271,-57.8959,390.8764,15.3158,53.0412,0.36338,52.6779
2021 MAY 11 09:39:00,1.7657,-55.1665,264.3595,15.4489,53.068,4.5923e-14,53.068,2021 MAY 11 09:45:00,5.7919,-56.2104,395.0329,15.4767,52.1605,0.18785,51.9756
2021 MAY 11 11:30:00,-1.9263,-82.0031,261.7619,15.4608,54.5987,1.6493e-14,54.5987,2021 MAY 11 11:39:00,-5.7292,-86.8831,389.4848,15.2814,53.743,4.8899,48.9947
2021 MAY 12 17:30:00,15.0718,-160.7678,274.9192,15.4139,49.061,2.1097e-14,49.061,2021 MAY 12 17:15:00,16.2161,-157.3485,401.3848,15.3986,48.6543,0.18529,48.8309
2021 MAY 12 19:24:00,20.7981,171.1992,279.6261,15.3947,48.0513,3.513e-14,48.0513,2021 MAY 12 19:15:00,22.3385,174.4588,404.8828,15.4661,48.9277,5.4199,54.317
2021 MAY 12 21:15:00,16.9199,144.3952,276.4838,15.4086,48.6895,6.526e-14,48.6895,2021 MAY 12 21:12:00,19.4866,145.4358,402.0686,15.4294,48.6592,0.17301,48.8306
2021 MAY 13 01:00:00,18.9562,89.5337,276.4065,15.4017,48.3248,4.5539e-14,48.3248,2021 MAY 13 01:06:00,14.2298,86.3679,397.173,15.2881,47.4098,0.19366,47.5877
2021 MAY 13 01:00:00,18.9562,89.5337,276.4065,15.4017,48.3248,4.5539e-14,48.3248,2021 MAY 13 01:09:00,22.9911,88.3317,402.5702,15.4678,48.9019,0.16268,49.0644
2021 MAY 13 02:54:00,24.9879,61.4492,281.5132,15.3792,47.6162,3.381e-14,47.6162,2021 MAY 13 03:06:00,20.5504,58.7077,401.9693,15.3911,48.0104,1.2424,49.244
2021 MAY 14 08:51:00,32.1813,-16.1361,287.3866,15.3622,47.6235,7.7712e-14,47.6235,2021 MAY 14 08:39:00,33.0388,-12.2956,410.7887,15.4233,48.4788,1.4532,49.8631
2021 MAY 14 10:42:00,28.3609,-42.9248,284.0823,15.3772,47.5562,5.4349e-14,47.5562,2021 MAY 14 10:36:00,30.3536,-41.9342,409.4438,15.3458,47.2553,0.14119,47.3837
2021 MAY 14 14:27:00,30.5833,-97.8835,285.4746,15.3636,47.492,1.3587e-14,47.492,2021 MAY 14 14:33:00,33.9455,-98.7094,411.4694,15.4058,48.3453,0.22668,48.1231
2021 MAY 14 16:18:00,27.019,-124.6467,282.4386,15.3803,47.5557,1.5903e-14,47.5557,2021 MAY 14 16:30:00,31.4937,-128.8252,410.3185,15.2964,46.7062,3.207,49.7935
2021 MAY 14 18:15:00,42.4211,-154.2,295.4384,15.3083,48.8317,5.472e-14,48.8317,2021 MAY 14 18:30:00,37.4236,-155.4062,414.7608,15.4714,49.6014,0.13058,49.6996
2021 MAY 14 20:06:00,38.6635,179.1268,293.5224,15.3311,48.1979,2.6988e-14,48.1979,2021 MAY 14 20:27:00,34.7502,174.7054,412.9142,15.3772,48.076,0.13238,48.183
2021 MAY 15 20:24:00,38.2205,-175.5642,293.1433,15.3403,48.131,7.773e-14,48.131,2021 MAY 15 20:03:00,37.9862,-171.5973,414.9769,15.2642,47.2074,0.11892,47.2905
