Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	55	Nightside	2022 JUN 11 15:02:06	2022 JUN 11 15:31:43	2022 JUN 11 16:01:19	3553.34	-58.70	73.84	106.58	19.08	66.48	-18.39	99.28	15.87	3	-	-	-		
1	55	Dayside	2022 JUN 11 16:01:19	2022 JUN 11 16:30:25	2022 JUN 11 16:59:30	3490.16	106.58	-120.79	-87.91	-18.39	-66.61	17.66	80.75	3.85	3	Nominal 3SUBD 01	Science: orders #167, #169, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
2	55	Nightside	2022 JUN 11 16:59:30	2022 JUN 11 17:29:06	2022 JUN 11 17:58:43	3553.64	-87.91	42.83	77.39	17.66	67.62	-17.01	99.25	15.71	14	-	-	-		
2	55	Dayside	2022 JUN 11 17:58:43	2022 JUN 11 18:27:49	2022 JUN 11 18:56:55	3492.00	77.39	-151.77	-117.06	-17.01	-67.71	16.38	80.79	3.68	14	-		COP row -1: 		
3	55	Nightside	2022 JUN 11 18:56:55	2022 JUN 11 19:26:32	2022 JUN 11 19:56:08	3552.68	-117.06	11.67	48.24	16.38	68.59	-15.71	99.16	15.53	14	-	-	-		
3	55	Dayside	2022 JUN 11 19:56:08	2022 JUN 11 20:25:15	2022 JUN 11 20:54:21	3493.31	48.24	176.90	-146.22	-15.71	-68.73	15.03	80.88	3.50	14	-		COP row -1: 		
4	55	Nightside	2022 JUN 11 20:54:21	2022 JUN 11 21:23:58	2022 JUN 11 21:53:35	3553.96	-146.22	-19.92	19.05	15.03	69.57	-14.31	99.05	15.33	3	-	-	-		
4	55	Dayside	2022 JUN 11 21:53:35	2022 JUN 11 22:22:41	2022 JUN 11 22:51:46	3491.24	19.05	144.99	-175.44	-14.31	-69.78	13.54	81.00	3.28	3	Surface Ice 4SUBD 01	Science: orders #199, #194, #193, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
5	55	Nightside	2022 JUN 11 22:51:46	2022 JUN 11 23:21:25	2022 JUN 11 23:51:03	3556.14	-175.44	-51.96	-10.18	13.54	70.60	-12.82	98.97	15.10	14	-	-	-		
5	55	Dayside	2022 JUN 11 23:51:03	2022 JUN 12 00:20:07	2022 JUN 12 00:49:12	3489.31	-10.18	112.63	155.32	-12.82	-70.88	12.00	81.06	3.02	14	-		COP row -1: 		
6	55	Nightside	2022 JUN 12 00:49:12	2022 JUN 12 01:18:50	2022 JUN 12 01:48:28	3555.68	155.32	-84.43	-39.43	12.00	71.64	-11.24	98.94	14.84	14	-	-	-		
6	55	Dayside	2022 JUN 12 01:48:28	2022 JUN 12 02:17:32	2022 JUN 12 02:46:37	3489.76	-39.43	79.87	126.09	-11.24	-71.97	10.46	81.07	2.74	14	-		COP row -1: 		
7	55	Nightside	2022 JUN 12 02:46:37	2022 JUN 12 03:16:14	2022 JUN 12 03:45:50	3553.14	126.09	-117.23	-68.65	10.46	72.61	-9.68	98.93	14.56	3	-	-	-		
7	55	Dayside	2022 JUN 12 03:45:50	2022 JUN 12 04:14:56	2022 JUN 12 04:44:01	3490.54	-68.65	46.83	96.89	-9.68	-72.96	8.96	81.05	2.44	3	Nominal 6SUBD #2	Science: orders #149, #134, #168, #121, #189, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
8	55	Nightside	2022 JUN 12 04:44:01	2022 JUN 12 05:13:37	2022 JUN 12 05:43:13	3552.19	96.89	-150.28	-97.83	8.96	73.47	-8.21	98.95	14.26	14	-	-	-		
8	55	Dayside	2022 JUN 12 05:43:13	2022 JUN 12 06:12:18	2022 JUN 12 06:41:22	3489.03	-97.83	13.60	67.73	-8.21	-73.78	7.51	81.05	2.13	14	-		COP row -1: 		
9	55	Nightside	2022 JUN 12 06:41:22	2022 JUN 12 07:11:00	2022 JUN 12 07:40:37	3554.72	67.73	176.37	-126.98	7.51	74.20	-6.81	98.93	13.93	14	-	-	-		
9	55	Dayside	2022 JUN 12 07:40:37	2022 JUN 12 08:09:41	2022 JUN 12 08:38:45	3488.24	-126.98	-19.99	38.57	-6.81	-74.41	6.07	81.12	1.80	14	-		COP row -1: 		
10	55	Nightside	2022 JUN 12 08:38:45	2022 JUN 12 09:08:23	2022 JUN 12 09:38:00	3555.11	38.57	142.37	-156.17	6.07	74.77	-5.31	98.86	13.57	14	-	-	-		
10	55	Dayside	2022 JUN 12 09:38:00	2022 JUN 12 10:07:06	2022 JUN 12 10:36:11	3491.16	-156.17	-54.35	9.38	-5.31	-74.97	4.58	81.17	1.41	14	-		COP row -1: 		
11	55	Nightside	2022 JUN 12 10:36:11	2022 JUN 12 11:05:47	2022 JUN 12 11:35:23	3551.64	9.38	107.68	174.60	4.58	75.24	-3.68	98.80	13.16	3	-	-	-		
