Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	100	55	Grazing	2022 JUN 19 17:21:54	-	2022 JUN 19 17:50:46	1732.00	-35.74	-	-35.74	-27.04	-	-27.04	-	5	6SUBD CO2 H2O #13	Science: orders #121, #132, #148, #156, #186, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	101	55	Grazing	2022 JUN 19 19:19:32	-	2022 JUN 19 19:48:50	1758.00	-64.83	-	-64.83	-27.87	-	-27.87	-	14	-	-	-		
NOMAD	102	55	Grazing	2022 JUN 19 21:17:13	-	2022 JUN 19 21:46:55	1782.00	-93.83	-	-93.83	-28.51	-	-28.51	-	5	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	103	55	Grazing	2022 JUN 19 23:14:54	-	2022 JUN 19 23:44:50	1796.00	-122.79	-	-122.79	-29.06	-	-29.06	-	14	-	-	-		
NOMAD	104	55	Grazing	2022 JUN 20 01:12:36	-	2022 JUN 20 01:42:46	1810.00	-151.81	-	-151.81	-29.72	-	-29.72	-	5	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&grazingMatch:OLYMPUS MONS; 	
N/A	105	55	Grazing	2022 JUN 20 03:10:18	-	2022 JUN 20 03:40:48	1830.00	179.07	-	179.07	-30.51	-	-30.51	-	3	-	-	-	&mroOverlap; 	
N/A	106	55	Grazing	2022 JUN 20 05:08:00	-	2022 JUN 20 05:38:54	1854.00	149.96	-	149.96	-31.29	-	-31.29	-	14	-	-	-		
NOMAD	107	55	Grazing	2022 JUN 20 07:05:43	-	2022 JUN 20 07:37:03	1880.00	120.88	-	120.88	-31.98	-	-31.98	-	5	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&grazingMatch:INSIGHT; &grazingMatch:CURIOSITY; 	
N/A	108	55	Grazing	2022 JUN 20 09:03:25	-	2022 JUN 20 09:35:05	1900.00	91.87	-	91.87	-32.57	-	-32.57	-	3	-	-	-	&mroOverlap; 	
N/A	109	55	Grazing	2022 JUN 20 11:01:06	-	2022 JUN 20 11:32:56	1910.00	62.90	-	62.90	-33.10	-	-33.10	-	14	-	-	-	&mroOverlap; 	
NOMAD	110	55	Grazing	2022 JUN 20 12:58:53	-	2022 JUN 20 13:30:55	1922.00	33.94	-	33.94	-33.56	-	-33.56	-	5	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
N/A	111	55	Grazing	2022 JUN 20 14:56:41	-	2022 JUN 20 15:28:57	1936.00	4.95	-	4.95	-34.06	-	-34.06	-	14	-	-	-	&mroOverlap; 	
N/A	112	55	Grazing	2022 JUN 20 16:54:27	-	2022 JUN 20 17:27:01	1954.00	-24.10	-	-24.10	-34.65	-	-34.65	-	14	-	-	-		
NOMAD	113	55	Grazing	2022 JUN 20 18:52:10	-	2022 JUN 20 19:25:04	1974.00	-53.17	-	-53.17	-35.27	-	-35.27	-	5	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	114	55	Grazing	2022 JUN 20 20:49:52	-	2022 JUN 20 21:23:04	1992.00	-82.22	-	-82.22	-35.86	-	-35.86	-	3	-	-	-	&mroOverlap; 	
NOMAD	115	55	Grazing	2022 JUN 20 22:47:36	-	2022 JUN 20 23:21:02	2006.34	-111.19	-	-56.02	-36.33	-	57.50	-	5	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	116	55	Merged	2022 JUN 21 00:45:22	-	2022 JUN 21 01:18:55	2013.55	-140.14	-	-84.80	-36.74	-	57.44	-	5	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mergedMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
ACS	117	55	Merged	2022 JUN 21 02:43:06	-	2022 JUN 21 03:16:53	2027.45	-169.25	-	-113.41	-37.38	-	57.47	-	14	-	-	-		
N/A	118	55	Merged	2022 JUN 21 04:40:51	-	2022 JUN 21 05:14:56	2045.28	161.62	-	-141.69	-38.01	-	57.66	-	3	-	-	-		
ACS	119	55	Merged	2022 JUN 21 06:38:39	-	2022 JUN 21 07:13:02	2063.16	132.57	-	-169.73	-38.52	-	57.95	-	14	-	-	-		
ACS	120	55	Merged	2022 JUN 21 08:36:25	-	2022 JUN 21 09:11:05	2080.59	103.56	-	162.25	-38.98	-	58.25	-	14	-	-	-		
N/A	121	55	Ingress	2022 JUN 21 10:34:07	2022 JUN 21 10:43:07	2022 JUN 21 10:46:00	713.00	74.54	87.06	90.38	-39.47	-14.91	-6.23	5.55	14	-	-	-		
N/A	121	55	Egress	2022 JUN 21 10:57:42	2022 JUN 21 11:00:32	2022 JUN 21 11:08:59	677.00	105.19	110.09	133.73	29.96	38.13	58.30	7.36	14	-	-	-		
NOMAD	122	55	Ingress	2022 JUN 21 12:31:52	2022 JUN 21 12:40:44	2022 JUN 21 12:43:30	698.00	45.57	58.04	61.24	-39.87	-15.76	-7.46	5.52	1	6SUBD CO #4	Science: orders #132, #185, #185, #185, #185, #185, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	122	55	Egress	2022 JUN 21 12:55:49	2022 JUN 21 12:58:32	2022 JUN 21 13:06:51	662.00	76.89	81.63	104.92	30.63	38.43	58.23	7.38	1	6SUBD CO2 #10	Science: orders #156, #116, #118, #169, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	123	55	Ingress	2022 JUN 21 14:29:43	2022 JUN 21 14:38:24	2022 JUN 21 14:41:03	680.00	16.63	28.97	32.07	-40.20	-16.67	-8.74	5.49	14	-	-	-		
N/A	123	55	Egress	2022 JUN 21 14:54:06	2022 JUN 21 14:56:42	2022 JUN 21 15:04:52	646.00	48.71	53.33	76.41	31.55	38.98	58.30	7.41	14	-	-	-		
NOMAD	124	55	Ingress	2022 JUN 21 16:27:33	2022 JUN 21 16:36:04	2022 JUN 21 16:38:36	663.00	-12.40	-0.14	2.85	-40.64	-17.67	-10.12	5.46	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	124	55	Egress	2022 JUN 21 16:52:25	2022 JUN 21 16:54:54	2022 JUN 21 17:02:55	630.00	20.61	25.12	48.09	32.58	39.64	58.46	7.45	1	6SUBD CO #4	Science: orders #132, #185, #185, #185, #185, #185, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	125	55	Ingress	2022 JUN 21 18:25:20	2022 JUN 21 18:33:41	2022 JUN 21 18:36:07	647.00	-41.44	-29.25	-26.36	-41.10	-18.68	-11.46	5.42	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
