Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,23032,0,0,0,1,0,2023 JAN 21 16:42:11,2023 JAN 21 16:59:46,2023 JAN 21 16:42:21,2023 JAN 21 16:59:46,N/A,N/A,2023 JAN 21 16:52:21,2023 JAN 21 16:59:46,2023 JAN 21 16:59:16,-77.712,-60.0544,2023 JAN 21 16:52:51,-81.8132,60.8822,2023 JAN 21 16:54:00,-51.072,1751,15.7092,12.8645,43.605,N/A,80.6081,123.9756,10,640,709,30,30,1045,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,445,300,853,1400002C000A028002C51E1E04150301000D000D00000000000000000000000000000000026201BD012C0355
1,1,2,0,3,23033,0,0,0,1,0,2023 JAN 21 18:40:05,2023 JAN 21 18:57:43,2023 JAN 21 18:40:15,2023 JAN 21 18:57:43,N/A,N/A,2023 JAN 21 18:50:15,2023 JAN 21 18:57:43,2023 JAN 21 18:57:13,-77.6361,-88.8538,2023 JAN 21 18:50:45,-81.7916,33.4221,2023 JAN 21 18:51:55,-51.2857,1742,15.7914,12.9038,43.889,N/A,81.1516,124.8013,10,640,710,30,30,1048,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,448,300,860,1400002C000A028002C61E1E04180301000D000D00000000000000000000000000000000026201C0012C035C
1,1,3,0,4,23034,0,0,0,1,0,2023 JAN 21 20:37:56,2023 JAN 21 20:55:36,2023 JAN 21 20:38:06,2023 JAN 21 20:55:36,N/A,N/A,2023 JAN 21 20:48:06,2023 JAN 21 20:55:36,2023 JAN 21 20:55:06,-77.6286,-117.4757,2023 JAN 21 20:48:36,-81.4179,2.7319,2023 JAN 21 20:49:46,-51.4886,1734,15.6575,12.9431,44.0782,N/A,81.5138,125.3518,10,640,710,30,30,1050,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,450,300,864,1400002C000A028002C61E1E041A0301000D000D00000000000000000000000000000000026201C2012C0360
1,1,4,0,6,23036,0,0,0,1,0,2023 JAN 22 00:33:42,2023 JAN 22 00:51:26,2023 JAN 22 00:33:52,2023 JAN 22 00:51:26,N/A,N/A,2023 JAN 22 00:43:52,2023 JAN 22 00:51:26,2023 JAN 22 00:50:56,-77.519,-174.958,2023 JAN 22 00:44:22,-81.4497,-52.2672,2023 JAN 22 00:45:34,-51.8358,1715,15.8161,13.0216,44.4568,N/A,82.2384,126.4527,10,640,712,30,30,1054,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,454,300,874,1400002C000A028002C81E1E041E0301000D000D00000000000000000000000000000000026201C6012C036A
1,1,5,0,7,23037,0,0,0,1,0,2023 JAN 22 02:31:40,2023 JAN 22 02:49:28,2023 JAN 22 02:31:50,2023 JAN 22 02:49:28,N/A,N/A,2023 JAN 22 02:41:50,2023 JAN 22 02:49:28,2023 JAN 22 02:48:58,-77.3714,156.0601,2023 JAN 22 02:42:20,-81.4351,-80.1612,2023 JAN 22 02:43:32,-52.0287,1704,15.8706,13.061,44.8354,N/A,82.963,127.5537,10,640,712,30,30,1058,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,458,300,882,1400002C000A028002C81E1E04220301000D000D00000000000000000000000000000000026201CA012C0372
1,1,6,0,9,23039,0,0,0,1,0,2023 JAN 22 06:27:28,2023 JAN 22 06:45:23,2023 JAN 22 06:27:38,2023 JAN 22 06:45:23,N/A,N/A,2023 JAN 22 06:37:38,2023 JAN 22 06:45:23,2023 JAN 22 06:44:53,-77.3837,98.8392,2023 JAN 22 06:38:08,-81.0917,-135.3405,2023 JAN 22 06:39:22,-52.4631,1681,16.0175,13.1395,45.4979,N/A,84.231,129.4803,10,640,714,30,30,1065,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,465,300,898,1400002C000A028002CA1E1E04290301000D000D00000000000000000000000000000000026201D1012C0382
1,1,7,0,11,23041,0,0,0,1,0,2023 JAN 22 10:23:13,2023 JAN 22 10:41:13,2023 JAN 22 10:23:23,2023 JAN 22 10:41:13,N/A,N/A,2023 JAN 22 10:33:23,2023 JAN 22 10:41:13,2023 JAN 22 10:40:43,-77.1631,41.1099,2023 JAN 22 10:33:53,-80.8827,166.3082,2023 JAN 22 10:35:08,-52.8374,1664,15.9525,13.218,45.9711,N/A,85.1367,130.8565,10,640,715,30,30,1070,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,470,300,909,1400002C000A028002CB1E1E042E0301000D000D00000000000000000000000000000000026201D6012C038D
1,1,8,0,13,23043,0,0,0,1,0,2023 JAN 22 14:19:01,2023 JAN 22 14:37:05,2023 JAN 22 14:19:11,2023 JAN 22 14:37:05,N/A,N/A,2023 JAN 22 14:29:11,2023 JAN 22 14:37:05,2023 JAN 22 14:36:35,-77.1697,-16.1155,2023 JAN 22 14:29:41,-80.4679,108.3929,2023 JAN 22 14:30:57,-53.2014,1640,15.9172,13.2966,46.3497,N/A,85.8612,131.9575,10,640,716,30,30,1074,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,474,300,918,1400002C000A028002CC1E1E04320301000D000D00000000000000000000000000000000026201DA012C0396
1,1,9,0,14,23044,0,0,0,1,0,2023 JAN 22 16:16:57,2023 JAN 22 16:35:04,2023 JAN 22 16:17:07,2023 JAN 22 16:35:04,N/A,N/A,2023 JAN 22 16:27:07,2023 JAN 22 16:35:04,2023 JAN 22 16:34:34,-77.0886,-44.9291,2023 JAN 22 16:27:37,-80.3437,79.792,2023 JAN 22 16:28:54,-53.4078,1629,15.9239,13.3358,46.6336,N/A,86.4047,132.7832,10,640,717,30,30,1077,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,477,300,925,1400002C000A028002CD1E1E04350301000D000D00000000000000000000000000000000026201DD012C039D
1,1,10,0,16,23046,0,0,0,1,0,2023 JAN 22 20:12:44,2023 JAN 22 20:30:59,2023 JAN 22 20:12:54,2023 JAN 22 20:30:59,N/A,N/A,2023 JAN 22 20:22:54,2023 JAN 22 20:30:59,2023 JAN 22 20:30:29,-76.861,-102.682,2023 JAN 22 20:23:24,-80.1747,23.6207,2023 JAN 22 20:24:42,-53.8252,1609,16.0047,13.4143,47.3907,N/A,87.8538,134.9851,10,640,718,30,30,1085,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,485,300,942,1400002C000A028002CE1E1E043D0301000D000D00000000000000000000000000000000026201E5012C03AE
