Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,15,163,23193,0,0,0,1,0,2023 FEB 03 20:59:13,2023 FEB 03 21:41:03,2023 FEB 03 20:59:23,2023 FEB 03 21:41:03,N/A,N/A,2023 FEB 03 21:09:23,2023 FEB 03 21:41:03,2023 FEB 03 21:09:53,2023 FEB 03 21:25:20,2023 FEB 03 21:40:33,91.5345,-75.0967,5.4227,-67.3214,8.1608,19.1399,181.3093,N/A,344.1695,524.4467,10,640,1567,30,30,2500,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1900,300,796,1400002C000A0280061F1E1E09C40301000D000D000000000000000000000000000000000262076C012C031C
5,5,16,167,23197,0,0,0,1,0,2023 FEB 04 04:51:15,2023 FEB 04 05:33:29,2023 FEB 04 04:51:25,2023 FEB 04 05:33:29,N/A,N/A,2023 FEB 04 05:01:25,2023 FEB 04 05:33:29,2023 FEB 04 05:01:55,2023 FEB 04 05:17:40,2023 FEB 04 05:32:59,84.6846,-72.9747,-113.9366,-67.084,7.8669,19.2945,183.5807,N/A,348.517,531.0524,10,640,1585,30,30,2524,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1924,300,862,1400002C000A028006311E1E09DC0301000D000D0000000000000000000000000000000002620784012C035E
5,5,17,168,23198,0,0,0,1,0,2023 FEB 04 06:49:18,2023 FEB 04 07:31:42,2023 FEB 04 06:49:28,2023 FEB 04 07:31:42,N/A,N/A,2023 FEB 04 06:59:28,2023 FEB 04 07:31:42,2023 FEB 04 06:59:58,2023 FEB 04 07:15:47,2023 FEB 04 07:31:12,81.0189,-72.49,-143.5175,-66.9514,7.8114,19.3332,184.5272,N/A,350.3284,533.8048,10,640,1589,30,30,2534,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1934,300,886,1400002C000A028006351E1E09E60301000D000D000000000000000000000000000000000262078E012C0376
5,5,18,173,23203,0,0,0,1,0,2023 FEB 04 16:39:28,2023 FEB 04 17:22:25,2023 FEB 04 16:39:38,2023 FEB 04 17:22:25,N/A,N/A,2023 FEB 04 16:49:38,2023 FEB 04 17:22:25,2023 FEB 04 16:50:08,2023 FEB 04 17:06:15,2023 FEB 04 17:21:55,70.2369,-69.8881,69.0171,-66.5901,7.5606,19.5265,187.6504,N/A,356.3061,542.8876,10,640,1607,30,30,2567,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1967,300,715,1400002C000A028006471E1E0A070301000D000D00000000000000000000000000000000026207AF012C02CB
5,5,19,175,23205,0,0,0,1,0,2023 FEB 04 20:35:40,2023 FEB 04 21:18:43,2023 FEB 04 20:35:50,2023 FEB 04 21:18:43,N/A,N/A,2023 FEB 04 20:45:50,2023 FEB 04 21:18:43,2023 FEB 04 20:46:20,2023 FEB 04 21:02:27,2023 FEB 04 21:18:13,66.5352,-68.9958,10.4807,-66.367,7.4906,19.6037,188.2182,N/A,357.3929,544.5391,10,640,1607,30,30,2573,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1973,300,727,1400002C000A028006471E1E0A0D0301000D000D00000000000000000000000000000000026207B5012C02D7
5,5,20,179,23209,0,0,0,1,0,2023 FEB 05 04:27:38,2023 FEB 05 05:11:08,2023 FEB 05 04:27:48,2023 FEB 05 05:11:08,N/A,N/A,2023 FEB 05 04:37:48,2023 FEB 05 05:11:08,2023 FEB 05 04:38:18,2023 FEB 05 04:54:35,2023 FEB 05 05:10:38,57.3207,-67.3894,-106.0867,-66.0536,7.3797,19.7581,190.7735,N/A,362.2837,551.9705,10,640,1617,30,30,2600,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2000,300,791,1400002C000A028006511E1E0A280301000D000D00000000000000000000000000000000026207D0012C0317
5,5,21,180,23210,0,0,0,1,0,2023 FEB 05 06:25:39,2023 FEB 05 07:09:17,2023 FEB 05 06:25:49,2023 FEB 05 07:09:17,N/A,N/A,2023 FEB 05 06:35:49,2023 FEB 05 07:09:17,2023 FEB 05 06:36:19,2023 FEB 05 06:52:48,2023 FEB 05 07:08:47,53.5461,-66.4771,-135.7504,-65.8895,7.32,19.7968,191.5307,N/A,363.7329,554.1724,10,640,1629,30,30,2608,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2008,300,819,1400002C000A0280065D1E1E0A300301000D000D00000000000000000000000000000000026207D8012C0333
5,5,22,183,23213,0,0,0,1,0,2023 FEB 05 12:19:54,2023 FEB 05 13:03:55,2023 FEB 05 12:20:04,2023 FEB 05 13:03:55,N/A,N/A,2023 FEB 05 12:30:04,2023 FEB 05 13:03:55,2023 FEB 05 12:30:34,2023 FEB 05 12:47:11,2023 FEB 05 13:03:25,44.7018,-64.9386,136.6919,-65.6098,7.2328,19.9127,193.7075,N/A,367.8991,560.5028,10,640,1637,30,30,2631,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2031,300,873,1400002C000A028006651E1E0A470301000D000D00000000000000000000000000000000026207EF012C0369
5,5,23,186,23216,0,0,0,1,0,2023 FEB 05 18:13:47,2023 FEB 05 18:58:08,2023 FEB 05 18:13:57,2023 FEB 05 18:58:08,N/A,N/A,2023 FEB 05 18:23:57,2023 FEB 05 18:58:08,2023 FEB 05 18:24:27,2023 FEB 05 18:41:18,2023 FEB 05 18:57:38,35.5156,-63.5604,49.4726,-65.2523,7.1636,20.0284,195.6003,N/A,371.522,566.0076,10,640,1651,30,30,2651,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2051,300,672,1400002C000A028006731E1E0A5B0301000D000D0000000000000000000000000000000002620803012C02A0
5,5,24,188,23218,0,0,0,1,0,2023 FEB 05 22:09:54,2023 FEB 05 22:54:28,2023 FEB 05 22:10:04,2023 FEB 05 22:54:28,N/A,N/A,2023 FEB 05 22:20:04,2023 FEB 05 22:54:28,2023 FEB 05 22:20:34,2023 FEB 05 22:37:30,2023 FEB 05 22:53:58,29.3822,-62.6561,-8.6368,-65.007,7.1219,20.1055,196.8306,N/A,373.8768,569.5857,10,640,1656,30,30,2664,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2064,300,703,1400002C000A028006781E1E0A680301000D000D0000000000000000000000000000000002620810012C02BF
5,5,25,191,23221,0,0,0,1,0,2023 FEB 06 04:03:47,2023 FEB 06 04:48:43,2023 FEB 06 04:03:57,2023 FEB 06 04:48:43,N/A,N/A,2023 FEB 06 04:13:57,2023 FEB 06 04:48:43,2023 FEB 06 04:14:27,2023 FEB 06 04:31:30,2023 FEB 06 04:48:13,20.2513,-61.6658,-95.4066,-64.7299,7.0808,20.2212,198.9128,N/A,377.8619,575.6409,10,640,1663,30,30,2686,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2086,300,754,1400002C000A0280067F1E1E0A7E0301000D000D0000000000000000000000000000000002620826012C02F2
5,5,26,195,23225,0,0,0,1,0,2023 FEB 06 11:55:54,2023 FEB 06 12:41:22,2023 FEB 06 11:56:04,2023 FEB 06 12:41:22,N/A,N/A,2023 FEB 06 12:06:04,2023 FEB 06 12:41:22,2023 FEB 06 12:06:34,2023 FEB 06 12:23:59,2023 FEB 06 12:40:52,4.1482,-59.4299,148.2699,-64.1695,6.9919,20.3754,201.9413,N/A,383.6585,584.4485,10,640,1685,30,30,2718,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2118,300,840,1400002C000A028006951E1E0A9E0301000D000D0000000000000000000000000000000002620846012C0348
