Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,80,23110,0,0,0,1,0,2023 JAN 28 01:35:22,2023 JAN 28 02:20:33,2023 JAN 28 01:35:32,2023 JAN 28 02:20:33,N/A,N/A,2023 JAN 28 01:45:32,2023 JAN 28 02:20:33,2023 JAN 28 01:46:02,2023 JAN 28 02:02:48,2023 JAN 28 02:20:03,7.7317,-53.1984,9.5297,-64.3067,17.3903,15.9149,200.3324,N/A,380.5791,579.7695,10,640,1646,30,30,2701,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2101,300,767,1400002C000A0280066E1E1E0A8D0301000D000D0000000000000000000000000000000002620835012C02FF
5,5,2,84,23114,0,0,0,1,0,2023 JAN 28 09:28:03,2023 JAN 28 10:12:42,2023 JAN 28 09:28:13,2023 JAN 28 10:12:42,N/A,N/A,2023 JAN 28 09:38:13,2023 JAN 28 10:12:42,2023 JAN 28 09:38:43,2023 JAN 28 09:55:09,2023 JAN 28 10:12:12,23.7047,-54.9559,-106.1385,-64.8474,17.3428,16.071,197.3039,N/A,374.7825,570.9619,10,640,1626,30,30,2669,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2069,300,683,1400002C000A0280065A1E1E0A6D0301000D000D0000000000000000000000000000000002620815012C02AB
5,5,3,85,23115,0,0,0,1,0,2023 JAN 28 11:26:05,2023 JAN 28 12:10:41,2023 JAN 28 11:26:15,2023 JAN 28 12:10:41,N/A,N/A,2023 JAN 28 11:36:15,2023 JAN 28 12:10:41,2023 JAN 28 11:36:45,2023 JAN 28 11:53:10,2023 JAN 28 12:10:11,25.8234,-55.4326,-135.0631,-64.9646,17.3292,16.1099,197.0199,N/A,374.2391,570.1362,10,640,1625,30,30,2666,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2066,300,676,1400002C000A028006591E1E0A6A0301000D000D0000000000000000000000000000000002620812012C02A4
5,5,4,90,23120,0,0,0,1,0,2023 JAN 28 21:16:42,2023 JAN 28 22:00:45,2023 JAN 28 21:16:52,2023 JAN 28 22:00:45,N/A,N/A,2023 JAN 28 21:26:52,2023 JAN 28 22:00:45,2023 JAN 28 21:27:22,2023 JAN 28 21:43:37,2023 JAN 28 22:00:15,40.7302,-57.9721,80.0705,-65.5166,17.2514,16.3049,193.8967,N/A,368.2614,561.0533,10,640,1615,30,30,2633,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2033,300,855,1400002C000A0280064F1E1E0A490301000D000D00000000000000000000000000000000026207F1012C0357
5,5,5,94,23124,0,0,0,1,0,2023 JAN 29 05:09:13,2023 JAN 29 05:52:47,2023 JAN 29 05:09:23,2023 JAN 29 05:52:47,N/A,N/A,2023 JAN 29 05:19:23,2023 JAN 29 05:52:47,2023 JAN 29 05:19:53,2023 JAN 29 05:35:53,2023 JAN 29 05:52:17,51.7932,-59.9139,-35.8907,-65.867,17.1831,16.4608,191.1521,N/A,363.0083,553.0714,10,640,1600,30,30,2604,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2004,300,782,1400002C000A028006401E1E0A2C0301000D000D00000000000000000000000000000000026207D4012C030E
5,5,6,96,23126,0,0,0,1,0,2023 JAN 29 09:05:37,2023 JAN 29 09:48:52,2023 JAN 29 09:05:47,2023 JAN 29 09:48:52,N/A,N/A,2023 JAN 29 09:15:47,2023 JAN 29 09:48:52,2023 JAN 29 09:16:17,2023 JAN 29 09:32:06,2023 JAN 29 09:48:22,59.4483,-60.862,-93.9289,-66.1399,17.1464,16.5387,189.3539,N/A,359.5666,547.8419,10,640,1589,30,30,2585,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1985,300,733,1400002C000A028006351E1E0A190301000D000D00000000000000000000000000000000026207C1012C02DD
5,5,7,97,23127,0,0,0,1,0,2023 JAN 29 11:03:40,2023 JAN 29 11:46:51,2023 JAN 29 11:03:50,2023 JAN 29 11:46:51,N/A,N/A,2023 JAN 29 11:13:50,2023 JAN 29 11:46:51,2023 JAN 29 11:14:20,2023 JAN 29 11:30:09,2023 JAN 29 11:46:21,61.8371,-61.3786,-122.9707,-66.2658,17.1258,16.5777,188.9753,N/A,358.842,546.741,10,640,1589,30,30,2581,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1981,300,725,1400002C000A028006351E1E0A150301000D000D00000000000000000000000000000000026207BD012C02D5
5,5,8,100,23130,0,0,0,1,0,2023 JAN 29 16:58:04,2023 JAN 29 17:40:52,2023 JAN 29 16:58:14,2023 JAN 29 17:40:52,N/A,N/A,2023 JAN 29 17:08:14,2023 JAN 29 17:40:52,2023 JAN 29 17:08:44,2023 JAN 29 17:24:24,2023 JAN 29 17:40:22,68.9502,-62.9552,149.7931,-66.4607,17.0575,16.6945,186.7986,N/A,354.6758,540.4105,10,640,1580,30,30,2558,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1958,300,925,1400002C000A0280062C1E1E09FE0301000D000D00000000000000000000000000000000026207A6012C039D
5,5,9,106,23136,0,0,0,1,0,2023 JAN 30 04:46:48,2023 JAN 30 05:29:08,2023 JAN 30 04:46:58,2023 JAN 30 05:29:08,N/A,N/A,2023 JAN 30 04:56:58,2023 JAN 30 05:29:08,2023 JAN 30 04:57:28,2023 JAN 30 05:12:57,2023 JAN 30 05:28:38,80.2298,-66.19,-25.158,-66.9565,16.8903,16.9281,184.1486,N/A,349.6038,532.7038,10,640,1569,30,30,2530,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1930,300,858,1400002C000A028006211E1E09E20301000D000D000000000000000000000000000000000262078A012C035A
5,5,10,108,23138,0,0,0,1,0,2023 JAN 30 08:43:15,2023 JAN 30 09:25:19,2023 JAN 30 08:43:25,2023 JAN 30 09:25:19,N/A,N/A,2023 JAN 30 08:53:25,2023 JAN 30 09:25:19,2023 JAN 30 08:53:55,2023 JAN 30 09:09:14,2023 JAN 30 09:24:49,85.811,-67.2755,-83.6655,-67.1553,16.8233,17.0059,182.6343,N/A,346.7055,528.3,10,640,1559,30,30,2514,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1914,300,816,1400002C000A028006171E1E09D20301000D000D000000000000000000000000000000000262077A012C0330
5,5,11,109,23139,0,0,0,1,0,2023 JAN 30 10:41:22,2023 JAN 30 11:23:19,2023 JAN 30 10:41:32,2023 JAN 30 11:23:19,N/A,N/A,2023 JAN 30 10:51:32,2023 JAN 30 11:23:19,2023 JAN 30 10:52:02,2023 JAN 30 11:07:18,2023 JAN 30 11:22:49,88.3662,-67.7836,-112.9061,-67.274,16.7897,17.0448,181.9718,N/A,345.4375,526.3734,10,640,1556,30,30,2507,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1907,300,799,1400002C000A028006141E1E09CB0301000D000D0000000000000000000000000000000002620773012C031F
5,5,12,113,23143,0,0,0,1,0,2023 JAN 30 18:33:52,2023 JAN 30 19:15:27,2023 JAN 30 18:34:02,2023 JAN 30 19:15:27,N/A,N/A,2023 JAN 30 18:44:02,2023 JAN 30 19:15:27,2023 JAN 30 18:44:32,2023 JAN 30 18:59:32,2023 JAN 30 19:14:57,94.5301,-69.5083,130.2247,-67.4499,16.6603,17.2004,179.8897,N/A,341.4524,520.3181,10,640,1540,30,30,2485,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1885,300,739,1400002C000A028006041E1E09B50301000D000D000000000000000000000000000000000262075D012C02E3
5,5,13,158,23188,0,0,0,1,0,2023 FEB 03 11:08:57,2023 FEB 03 11:50:27,2023 FEB 03 11:09:07,2023 FEB 03 11:50:27,N/A,N/A,2023 FEB 03 11:19:07,2023 FEB 03 11:50:27,2023 FEB 03 11:19:37,2023 FEB 03 11:34:52,2023 FEB 03 11:49:57,98.7707,-77.47,156.1708,-67.6638,8.6306,18.9464,179.4165,N/A,340.5467,518.9419,10,640,1555,30,30,2480,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1880,300,744,1400002C000A028006131E1E09B00301000D000D0000000000000000000000000000000002620758012C02E8
5,5,14,160,23190,0,0,0,1,0,2023 FEB 03 15:04:54,2023 FEB 03 15:46:38,2023 FEB 03 15:05:04,2023 FEB 03 15:46:38,N/A,N/A,2023 FEB 03 15:15:04,2023 FEB 03 15:46:38,2023 FEB 03 15:15:34,2023 FEB 03 15:31:00,2023 FEB 03 15:46:08,95.2701,-76.4733,95.363,-67.5769,8.4078,19.0238,180.7415,N/A,343.0827,522.7953,10,640,1566,30,30,2494,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1894,300,783,1400002C000A0280061E1E1E09BE0301000D000D0000000000000000000000000000000002620766012C030F
