S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2026 SEP 01 13:54:00,74.466,-176.9142,316.7199,13.7217,82.3685,2.0374e-14,82.3685
TGO,2026 SEP 01 14:09:00,74.5223,-177.9291,433.0954,13.8975,82.7346,6.5333,79.8941

MRO,2026 SEP 02 21:42:00,74.5997,78.4102,313.8098,13.6964,82.1589,9.031e-15,82.1589
TGO,2026 SEP 02 21:36:00,73.8802,80.34,433.3538,13.7278,81.5735,0.16011,81.5618

MRO,2026 SEP 03 03:18:00,72.6889,-1.8666,314.5208,13.7956,80.5975,1.5918e-14,80.5975
TGO,2026 SEP 03 03:30:00,73.4168,-3.1326,431.8501,13.9058,81.4559,0.15033,81.444

MRO,2026 SEP 04 11:06:00,73.2796,-106.8644,313.5033,13.7492,80.7433,9.5417e-15,80.7433
TGO,2026 SEP 04 10:57:00,72.6685,-102.6379,433.7678,13.8847,80.4805,0.14826,80.4619

MRO,2026 SEP 09 08:54:00,66.6922,-23.4564,311.3788,13.9744,74.509,1.6603e-14,74.509
TGO,2026 SEP 09 08:54:00,67.1965,-22.3928,431.6928,14.0453,75.1504,0.12464,75.0952

MRO,2026 SEP 10 22:18:00,65.4854,150.8146,312.6803,13.9975,73.2241,4.0357e-14,73.2241
TGO,2026 SEP 10 22:15:00,65.4225,150.9958,430.4775,13.9608,73.0546,0.12826,72.9851

MRO,2026 SEP 12 13:33:00,60.0589,-60.9853,309.2037,14.0833,68.6511,1.778e-14,68.6511
TGO,2026 SEP 12 13:36:00,58.2056,-58.9451,428.1436,14.2681,67.9647,0.10751,67.873

MRO,2026 SEP 12 19:09:00,58.234,-142.4442,307.5871,14.1039,67.1881,1.1018e-14,67.1881
TGO,2026 SEP 12 19:30:00,57.3651,-144.8267,426.3004,14.2856,67.3336,0.10672,67.24

MRO,2026 SEP 14 01:03:00,52.8896,141.8729,306.1333,14.1631,62.9038,1.7128e-14,62.9038
TGO,2026 SEP 14 01:00:00,53.5469,143.8252,423.985,14.2444,63.8661,0.11169,63.7613

MRO,2026 SEP 15 14:27:00,51.5895,-43.947,302.9181,14.1806,61.6574,4.0731e-14,61.6574
TGO,2026 SEP 15 14:21:00,51.4443,-44.6043,424.3625,14.0394,60.7603,0.12686,60.642

MRO,2026 SEP 15 21:54:00,45.9605,-152.1557,299.5084,14.2186,57.4725,5.0087e-14,57.4725
TGO,2026 SEP 15 22:15:00,44.7068,-156.3278,419.2674,14.2811,56.9605,3.3359,54.217

MRO,2026 SEP 17 00:00:00,29.9019,-171.9328,288.653,14.3061,46.7229,4.0357e-14,46.7229
TGO,2026 SEP 16 23:54:00,26.659,-167.6827,407.2662,14.4922,46.7695,2.0673,48.7823

MRO,2026 SEP 17 01:57:00,44.9121,158.4974,300.1893,14.2331,56.555,5.5546e-14,56.555
TGO,2026 SEP 17 01:45:00,46.8553,157.9667,420.3197,14.0028,56.5589,5.9021,52.0292

MRO,2026 SEP 17 05:36:00,27.4976,106.4432,285.4834,14.3156,45.3008,3.3358e-14,45.3008
TGO,2026 SEP 17 05:48:00,26.1457,105.7328,405.8243,14.4631,46.1223,0.97099,47.0913

MRO,2026 SEP 17 07:27:00,23.7324,79.6384,282.2466,14.3294,43.2593,2.6228e-14,43.2593
TGO,2026 SEP 17 07:48:00,19.9253,78.035,400.8197,14.5633,44.1413,2.2286,46.3404

MRO,2026 SEP 18 09:39:00,26.6031,57.0004,285.6775,14.3239,44.6797,2.9495e-14,44.6797
TGO,2026 SEP 18 09:18:00,28.1446,60.4386,406.11,14.2122,44.4395,0.87805,43.6482

MRO,2026 SEP 18 11:30:00,22.7871,30.2378,284.0486,14.3406,42.7099,6.7169e-14,42.7099
TGO,2026 SEP 18 11:18:00,21.9011,32.8781,402.1356,14.3217,42.0202,0.78626,41.2906

MRO,2026 SEP 18 15:12:00,14.7027,-23.3405,277.3003,14.3703,39.2533,5.2068e-14,39.2533
TGO,2026 SEP 18 15:18:00,9.7991,-22.5343,396.9582,14.5214,39.6562,2.6977,37.0389

MRO,2026 SEP 18 15:15:00,24.2531,-24.5595,284.1055,14.3375,43.4557,7.7907e-15,43.4557
TGO,2026 SEP 18 15:12:00,27.4124,-26.0472,408.4814,14.1897,43.7087,2.6497,41.4389

MRO,2026 SEP 18 17:06:00,20.2766,-51.3819,280.9471,14.3503,41.4997,3.2435e-14,41.4997
TGO,2026 SEP 18 17:12:00,21.3817,-53.6166,404.4889,14.2986,41.4399,3.0327,38.684

MRO,2026 SEP 18 18:57:00,16.4141,-78.2209,277.9084,14.3619,39.8397,3.1365e-14,39.8397
TGO,2026 SEP 18 19:12:00,15.1079,-82.0667,399.8512,14.3489,39.1172,3.7461,42.7615

MRO,2026 SEP 18 20:48:00,12.6424,-105.0441,275.1686,14.3744,38.5048,2.3372e-14,38.5048
TGO,2026 SEP 18 21:12:00,8.8769,-109.4473,395.4212,14.4703,38.658,0.18169,38.7788

MRO,2026 SEP 19 19:12:00,3.9036,-71.6308,269.387,14.4067,36.6059,3.1335e-14,36.6059
TGO,2026 SEP 19 18:51:00,3.0306,-66.9672,393.335,14.3769,36.0329,1.9188,37.903

