S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
TGO,2024 APR 18 14:48:00,47.6638,108.8793,418.6882,14.8644,79.2704,0.10969,79.1625

MRO,2024 APR 19 03:39:00,-60.2804,106.5678,250.9266,3.2117,89.2867,1.2722e-14,89.2867
TGO,2024 APR 19 03:39:00,-59.6998,109.0982,377.9011,3.3803,88.8072,0.34944,89.1557

MRO,2024 APR 19 04:33:00,54.8085,-85.7411,305.3265,15.2667,87.1309,2.0871e-14,87.1309
TGO,2024 APR 19 04:36:00,55.1668,-89.2038,424.6318,15.0844,86.3179,0.083231,86.2376

MRO,2024 APR 20 16:06:00,58.5428,114.7485,307.1902,15.2181,89.7111,3.1845e-14,89.7111
TGO,2024 APR 20 16:00:00,59.6144,113.7695,425.6016,15.0553,89.6462,0.080122,89.5773

MRO,2024 APR 22 02:45:00,-68.7204,146.5191,253.6073,3.0456,83.4653,3.556e-14,83.4653
TGO,2024 APR 21 02:51:00,-65.8303,142.7346,378.7367,3.5419,83.5979,4.0609,87.5863

MRO,2024 APR 22 15:51:00,-70.7823,-45.5258,251.4367,2.9869,82.0635,4.0638e-14,82.0635
TGO,2024 APR 22 16:12:00,-67.4711,-44.0716,380.1753,3.4242,82.8039,1.492,84.2923

MRO,2024 APR 23 10:30:00,-61.6791,44.7303,251.5165,3.1475,88.0195,3.1806e-14,88.0195
TGO,2024 APR 23 09:51:00,-62.7719,48.1755,380.1537,2.745,88.9977,7.4255,96.3949

MRO,2024 APR 23 14:15:00,-63.5095,-10.2011,251.3452,3.1336,86.7308,6.6183e-14,86.7308
TGO,2024 APR 23 13:48:00,-65.2653,-6.122,380.4713,2.9678,86.1411,4.3682,90.4992

MRO,2024 APR 23 16:09:00,-69.2125,-39.5952,251.0461,3.0225,82.973,4.1378e-14,82.973
TGO,2024 APR 22 16:12:00,-67.4711,-44.0716,380.1753,3.4242,82.8039,1.492,84.2923

MRO,2024 APR 24 05:15:00,-71.2591,128.3,251.8199,2.9597,81.5841,2.4065e-14,81.5841
TGO,2024 APR 24 05:33:00,-69.2352,130.1954,378.2321,3.3781,81.5826,1.0154,82.5973

MRO,2024 APR 25 18:39:00,-71.6697,-57.9496,250.6618,2.9275,81.1719,2.2321e-14,81.1719
TGO,2024 APR 25 18:54:00,-70.8329,-55.0586,379.284,3.3633,80.343,0.30346,80.6346

MRO,2024 APR 27 04:18:00,-70.8332,171.2519,252.7861,2.9436,81.5744,3.5781e-15,81.5744
TGO,2024 APR 27 04:18:00,-69.873,170.3851,380.1184,2.8856,82.4877,0.32919,82.8025

MRO,2024 APR 28 17:42:00,-71.8986,-15.1661,250.768,2.8994,80.7135,1.3587e-14,80.7135
TGO,2024 APR 28 17:39:00,-71.49,-14.308,380.2125,2.9081,80.9978,0.57658,81.5539

MRO,2024 APR 30 07:06:00,-72.776,158.4053,252.1326,2.8544,79.9898,1.7726e-14,79.9898
TGO,2024 APR 30 07:00:00,-72.9968,162.3206,378.6598,3.0183,79.359,0.89375,80.2129

MRO,2024 MAY 01 16:45:00,-72.0883,27.25,250.9981,2.8461,80.3791,2.1097e-14,80.3791
TGO,2024 MAY 01 16:24:00,-72.238,27.3115,379.8194,2.5097,81.1816,1.5669,82.652

MRO,2024 MAY 03 06:09:00,-73.7213,-159.5353,250.5751,2.7772,79.1364,2.624e-14,79.1364
TGO,2024 MAY 03 05:45:00,-73.455,-156.6348,381.0402,2.5814,79.8433,0.32308,80.14

MRO,2024 MAY 05 10:30:00,-73.7352,156.3899,251.9436,2.7653,78.9257,1.0337e-14,78.9257
TGO,2024 MAY 06 10:24:00,-74.4305,160.8868,378.5503,2.315,79.3179,0.32751,79.6127

MRO,2024 MAY 06 10:48:00,-72.828,162.1169,252.3717,2.7861,79.4728,7.1119e-15,79.4728
TGO,2024 MAY 06 10:24:00,-74.4305,160.8868,378.5503,2.315,79.3179,0.32751,79.6127

MRO,2024 MAY 07 03:39:00,-77.3539,-87.5265,250.6549,2.535,76.4009,1.9093e-14,76.4009
TGO,2024 MAY 07 04:06:00,-75.3264,-89.7195,380.3493,2.8267,77.3722,0.30467,77.6474

MRO,2024 MAY 08 00:12:00,-74.7769,-25.0434,250.4103,2.6917,78.0385,3.8929e-14,78.0385
TGO,2024 MAY 07 23:45:00,-75.3159,-20.4522,379.24,2.56,77.9105,0.31419,78.1922

