Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	85	Nightside	2024 SEP 28 14:34:15	2024 SEP 28 15:03:41	2024 SEP 28 15:33:08	3533.41	-12.43	85.25	153.22	-75.42	-2.99	75.43	123.04	3.72	14	-	-	-		
1	85	Dayside	2024 SEP 28 15:33:08	2024 SEP 28 16:02:37	2024 SEP 28 16:32:06	3538.23	153.22	-109.59	-41.18	75.43	4.54	-75.43	56.86	15.68	14	-		COP row -1: 		
2	85	Nightside	2024 SEP 28 16:32:06	2024 SEP 28 17:01:33	2024 SEP 28 17:31:00	3533.88	-41.18	56.36	124.44	-75.43	-2.92	75.43	123.27	3.70	1	-	-	-		
2	85	Dayside	2024 SEP 28 17:31:00	2024 SEP 28 18:00:29	2024 SEP 28 18:29:58	3538.25	124.44	-138.51	-70.17	75.43	4.56	-75.37	56.63	15.67	1	-		COP row -1: 		
3	85	Nightside	2024 SEP 28 18:29:58	2024 SEP 28 18:59:26	2024 SEP 28 19:28:54	3535.23	-70.17	27.42	95.38	-75.37	-2.97	75.35	123.50	3.69	14	-	-	-		
3	85	Dayside	2024 SEP 28 19:28:54	2024 SEP 28 19:58:24	2024 SEP 28 20:27:54	3540.74	95.38	-167.46	-99.06	75.35	4.55	-75.34	56.37	15.65	14	-		COP row -1: 		
4	85	Nightside	2024 SEP 28 20:27:54	2024 SEP 28 20:57:22	2024 SEP 28 21:26:51	3536.36	-99.06	-1.54	66.49	-75.34	-3.00	75.32	123.75	3.67	1	-	-	-		
4	85	Dayside	2024 SEP 28 21:26:51	2024 SEP 28 21:56:21	2024 SEP 28 22:25:52	3541.35	66.49	163.58	-127.80	75.32	4.50	-75.35	56.11	15.63	1	-		COP row -1: 		
5	85	Nightside	2024 SEP 28 22:25:52	2024 SEP 28 22:55:21	2024 SEP 28 23:24:49	3537.41	-127.80	-30.49	37.82	-75.35	-2.93	75.36	124.01	3.65	3	-	-	-		
5	85	Dayside	2024 SEP 28 23:24:49	2024 SEP 28 23:54:19	2024 SEP 29 00:23:49	3540.04	37.82	134.64	-156.44	75.36	4.44	-75.40	55.86	15.62	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
