Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	85	Ingress	2024 SEP 28 14:43:32	2024 SEP 28 14:50:04	2024 SEP 28 14:51:37	485.00	89.68	108.14	110.11	-73.17	-55.78	-51.09	5.02	14	-	-	-		
N/A	1	85	Egress	2024 SEP 28 15:14:43	2024 SEP 28 15:16:12	2024 SEP 28 15:22:14	451.00	122.03	122.73	126.66	27.85	32.42	49.61	6.42	14	-	-	-		
NOMAD	2	85	Ingress	2024 SEP 28 16:41:18	2024 SEP 28 16:47:47	2024 SEP 28 16:49:19	481.00	60.40	79.24	81.24	-73.45	-56.29	-51.67	5.00	1	6SUBD CO #6	Science: orders #148, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	2	85	Egress	2024 SEP 28 17:12:42	2024 SEP 28 17:14:10	2024 SEP 28 17:20:07	445.00	93.42	94.11	98.00	28.32	32.82	49.72	6.42	1	6SUBD CO2 #19	Science: orders #123, #132, #142, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
ACS	3	85	Ingress	2024 SEP 28 18:39:10	2024 SEP 28 18:45:35	2024 SEP 28 18:47:05	475.00	31.36	50.36	52.36	-73.61	-56.71	-52.20	4.99	14	-	-	-		
ACS	3	85	Egress	2024 SEP 28 19:10:44	2024 SEP 28 19:12:11	2024 SEP 28 19:18:04	440.00	64.78	65.47	69.32	28.71	33.15	49.82	6.43	14	-	-	-		
NOMAD	4	85	Ingress	2024 SEP 28 20:37:05	2024 SEP 28 20:43:25	2024 SEP 28 20:44:54	469.00	2.40	21.46	23.48	-73.74	-57.14	-52.70	4.98	1	6SUBD CO2 CO #27	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
NOMAD	4	85	Egress	2024 SEP 28 21:08:51	2024 SEP 28 21:10:16	2024 SEP 28 21:16:06	435.00	36.15	36.83	40.68	29.25	33.57	50.05	6.44	1	6SUBD CO #6	Science: orders #148, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
ACS	5	85	Ingress	2024 SEP 28 22:35:00	2024 SEP 28 22:41:15	2024 SEP 28 22:42:43	463.00	-26.68	-7.48	-5.43	-73.91	-57.62	-53.25	4.96	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
ACS	5	85	Egress	2024 SEP 28 23:06:59	2024 SEP 28 23:08:23	2024 SEP 28 23:14:09	430.00	7.53	8.21	12.06	29.85	34.12	50.35	6.44	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	6	85	Ingress	2024 SEP 29 00:32:51	2024 SEP 29 00:39:04	2024 SEP 29 00:40:30	459.00	-56.00	-36.39	-34.34	-74.17	-58.06	-53.81	4.94	1	6SUBD CO2 CO #29	Science: orders #186, #185, #148, #132, #140, #142, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
