MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2021 FEB 20 23:24:31,2021 FEB 20 23:29:31,5,5
2021 FEB 26 01:24:42,2021 FEB 26 01:29:42,67,67
2021 MAR 07 23:57:55,2021 MAR 08 00:02:55,188,188
2021 MAR 11 00:43:35,2021 MAR 11 00:48:35,225,225
2021 MAR 12 22:07:51,2021 MAR 12 22:09:18,248,248
2021 MAR 14 15:10:34,2021 MAR 14 15:14:43,269,269
2021 MAR 14 17:14:20,2021 MAR 14 17:19:19,270,270
2021 MAR 15 18:39:30,2021 MAR 15 18:44:30,283,283
