MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2021 FEB 20 21:40:11,2021 FEB 20 21:45:11,4,4
2021 FEB 20 23:24:31,2021 FEB 20 23:29:31,5,5
2021 FEB 21 01:25:34,2021 FEB 21 01:30:34,6,6
2021 FEB 21 17:24:44,2021 FEB 21 17:29:44,14,14
2021 FEB 22 02:56:28,2021 FEB 22 03:01:28,19,19
2021 FEB 22 08:57:44,2021 FEB 22 09:02:44,22,22
2021 FEB 23 02:48:54,2021 FEB 23 02:53:54,31,31
2021 FEB 23 22:09:02,2021 FEB 23 22:14:02,41,41
2021 FEB 25 11:38:49,2021 FEB 25 11:43:49,60,60
2021 FEB 26 01:24:42,2021 FEB 26 01:29:42,67,67
2021 FEB 26 11:12:36,2021 FEB 26 11:13:44,72,72
2021 FEB 28 04:44:08,2021 FEB 28 04:49:08,93,93
2021 MAR 03 15:39:35,2021 MAR 03 15:44:35,135,135
2021 MAR 04 01:01:56,2021 MAR 04 01:04:54,140,140
2021 MAR 04 10:52:16,2021 MAR 04 10:57:16,145,145
2021 MAR 04 18:49:15,2021 MAR 04 18:54:15,149,149
2021 MAR 05 04:54:21,2021 MAR 05 04:59:21,154,154
2021 MAR 05 14:46:09,2021 MAR 05 14:51:09,159,159
2021 MAR 05 22:32:08,2021 MAR 05 22:37:08,163,163
2021 MAR 06 20:19:47,2021 MAR 06 20:24:47,174,174
2021 MAR 07 06:07:41,2021 MAR 07 06:12:41,179,179
2021 MAR 07 17:54:15,2021 MAR 07 17:59:15,185,185
2021 MAR 07 23:57:55,2021 MAR 08 00:02:55,188,188
2021 MAR 08 21:39:09,2021 MAR 08 21:44:09,199,199
2021 MAR 09 19:02:29,2021 MAR 09 19:07:29,210,210
2021 MAR 10 02:52:34,2021 MAR 10 02:53:58,214,214
2021 MAR 10 05:13:17,2021 MAR 10 05:18:17,215,215
2021 MAR 10 06:40:32,2021 MAR 10 06:45:32,216,216
2021 MAR 10 12:46:15,2021 MAR 10 12:51:15,219,219
2021 MAR 10 16:41:32,2021 MAR 10 16:45:42,221,221
2021 MAR 10 18:44:21,2021 MAR 10 18:45:37,222,222
2021 MAR 10 20:40:51,2021 MAR 10 20:45:51,223,223
2021 MAR 11 00:43:35,2021 MAR 11 00:48:35,225,225
2021 MAR 12 17:58:49,2021 MAR 12 18:03:49,246,246
2021 MAR 12 19:47:47,2021 MAR 12 19:52:07,247,247
2021 MAR 12 22:04:18,2021 MAR 12 22:09:18,248,248
2021 MAR 13 01:51:12,2021 MAR 13 01:56:12,250,250
2021 MAR 14 15:09:43,2021 MAR 14 15:14:43,269,269
2021 MAR 14 17:14:19,2021 MAR 14 17:19:19,270,270
2021 MAR 15 18:39:30,2021 MAR 15 18:44:30,283,283
2021 MAR 15 20:43:19,2021 MAR 15 20:44:29,284,284
2021 MAR 16 02:25:14,2021 MAR 16 02:30:14,287,287
2021 MAR 16 14:12:43,2021 MAR 16 14:17:43,293,293
2021 MAR 17 00:19:32,2021 MAR 17 00:23:05,298,298
2021 MAR 17 12:01:19,2021 MAR 17 12:06:19,304,304
2021 MAR 18 03:33:25,2021 MAR 18 03:38:25,312,312
2021 MAR 19 07:18:12,2021 MAR 19 07:23:12,326,326
2021 MAR 19 09:04:08,2021 MAR 19 09:09:08,327,327
2021 MAR 19 19:03:32,2021 MAR 19 19:06:22,332,332
