S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 JAN 21 08:42:00,75.5104,70.0564,314.1056,15.1936,82.5516,1.1468e-14,82.5516
TGO,2024 JAN 21 08:39:00,75.1499,69.6648,433.9443,15.1189,82.1035,0.12164,82.14

MRO,2024 JAN 21 14:18:00,73.811,-10.1324,315.3915,15.2981,81.8195,1.9878e-14,81.8195
TGO,2024 JAN 21 14:33:00,74.8782,-13.2623,432.5471,15.3328,82.6034,0.11549,82.6451

MRO,2024 JAN 22 22:06:00,75.9279,-116.3769,314.5003,15.1647,83.1204,1.4683e-14,83.1204
TGO,2024 JAN 22 22:00:00,74.3259,-112.0028,434.5215,15.3589,82.6488,0.10998,82.688

MRO,2024 JAN 26 02:45:00,74.0294,-153.7269,314.1746,15.2744,82.9591,1.8883e-14,82.9591
TGO,2024 JAN 26 02:39:00,73.44,-154.1639,432.3731,15.1481,82.1781,0.10566,82.2038

MRO,2024 JAN 26 08:21:00,71.9383,125.727,314.8657,15.3547,81.9574,2.2264e-14,81.9574
TGO,2024 JAN 26 08:33:00,72.8599,121.4499,433.5997,15.2644,82.232,0.09809,82.2584

MRO,2024 JAN 27 21:45:00,72.3428,-60.4861,314.3621,15.34,82.5275,7.7907e-15,82.5275
TGO,2024 JAN 27 21:54:00,71.5466,-62.6725,434.7195,15.3403,82.0291,0.08508,82.0504

MRO,2024 JAN 29 16:45:00,71.7489,31.8825,313.9216,15.3472,82.6035,2.0116e-14,82.6035
TGO,2024 JAN 29 17:09:00,69.5293,27.5162,431.3701,15.4453,81.6143,0.065502,81.6288

MRO,2024 JAN 30 13:18:00,68.2233,93.2814,310.5629,15.4403,80.9975,2.5457e-14,80.9975
TGO,2024 JAN 30 12:48:00,69.6991,97.32,432.2689,15.2231,81.0248,0.073407,81.0304

MRO,2024 JAN 30 18:54:00,66.7959,12.1518,311.873,15.4817,80.3809,1.4769e-14,80.3809
TGO,2024 JAN 30 18:42:00,68.9786,12.6902,430.5544,15.3231,81.0208,0.064646,81.0268

MRO,2024 JAN 30 22:39:00,68.5197,-43.1063,311.5502,15.4475,81.2993,1.2722e-14,81.2993
TGO,2024 JAN 30 22:39:00,66.1125,-40.151,432.1102,15.6444,80.8051,1.9428,82.7388

MRO,2024 FEB 01 13:54:00,65.4019,104.7454,310.772,15.5036,80.0716,1.2821e-14,80.0716
TGO,2024 FEB 01 13:57:00,66.8196,101.2951,430.9841,15.3222,80.0776,2.1117,77.9973

MRO,2024 FEB 01 15:45:00,61.7434,78.5165,308.0959,15.5556,78.2351,2.3059e-14,78.2351
TGO,2024 FEB 01 15:57:00,61.2229,78.5192,428.7471,15.7503,79.0965,5.2388,84.3351

MRO,2024 FEB 03 01:24:00,60.3878,-52.3533,307.9222,15.5797,77.9184,2.8625e-14,77.9184
TGO,2024 FEB 03 01:21:00,62.4527,-53.5639,430.7247,15.4503,78.3769,0.024389,78.36

MRO,2024 FEB 04 12:54:00,55.8318,150.1347,306.6837,15.6281,76.0125,3.4986e-14,76.0125
TGO,2024 FEB 04 12:45:00,58.0277,150.3846,427.2908,15.4989,76.387,0.57326,75.8373

MRO,2024 FEB 04 18:30:00,54.1735,68.4763,303.0439,15.6342,75.2001,3.9213e-14,75.2001
TGO,2024 FEB 04 18:39:00,57.4213,64.1588,426.3208,15.4925,76.0476,0.031095,76.0184

MRO,2024 FEB 06 00:24:00,51.2723,-7.4586,302.8357,15.6711,74.1837,2.3801e-14,74.1837
TGO,2024 FEB 06 00:09:00,53.4865,-7.0435,425.0319,15.4553,73.7789,0.04558,73.7409

MRO,2024 FEB 06 02:15:00,47.3916,-34.0651,299.7926,15.6978,72.4017,2.7175e-14,72.4017
TGO,2024 FEB 06 02:09:00,47.7653,-32.7272,422.6968,15.6894,72.522,0.056149,72.4984

MRO,2024 FEB 06 06:00:00,49.3849,-89.1536,301.1917,15.6747,73.2679,1.2732e-14,73.2679
TGO,2024 FEB 06 06:03:00,52.9106,-93.421,424.4273,15.4389,73.3775,0.047679,73.3377

MRO,2024 FEB 06 07:51:00,45.7828,-115.7859,298.257,15.6997,71.648,8.996e-15,71.648
TGO,2024 FEB 06 08:03:00,46.9755,-118.9543,420.2166,15.6831,72.109,0.44426,71.7124

MRO,2024 FEB 06 09:42:00,42.1207,-142.4124,296.3215,15.725,70.0894,2.8625e-14,70.0894
TGO,2024 FEB 06 10:03:00,40.8713,-145.6181,417.0239,15.8519,70.759,1.2391,71.9639

MRO,2024 FEB 07 13:42:00,33.0039,169.5192,291.472,15.7703,66.5912,6.3631e-14,66.5912
TGO,2024 FEB 07 13:36:00,34.3155,171.2092,412.583,15.7856,67.3306,2.1746,69.4622

MRO,2024 FEB 07 15:33:00,29.0972,142.7475,288.2751,15.7858,65.1569,6.0011e-14,65.1569
TGO,2024 FEB 07 15:36:00,28.3023,143.6405,408.2802,15.8942,66.1532,4.0286,70.1623

MRO,2024 FEB 07 17:27:00,34.7503,114.6361,291.4244,15.7608,67.2741,3.7767e-14,67.2741
TGO,2024 FEB 07 17:33:00,31.1688,114.4857,409.8032,15.8481,66.7455,0.04684,66.773

MRO,2024 FEB 07 19:21:00,40.549,86.4352,294.5224,15.73,69.6376,4.6257e-14,69.6376
TGO,2024 FEB 07 19:27:00,42.4184,82.0342,417.2633,15.5339,68.6787,0.056856,68.6515

MRO,2024 FEB 07 21:09:00,27.4678,61.0534,285.6872,15.7894,64.5867,5.769e-14,64.5867
TGO,2024 FEB 07 21:30:00,27.3891,56.9642,405.8608,15.8575,65.3922,5.504,70.8359

MRO,2024 FEB 07 23:03:00,33.3124,32.981,291.1171,15.7672,66.7514,1.9083e-14,66.7514
TGO,2024 FEB 07 23:27:00,30.0601,28.0303,407.8812,15.8264,66.0761,0.044891,66.1068

MRO,2024 FEB 08 23:18:00,22.5571,39.5892,282.8281,15.8078,63.1173,8.996e-15,63.1173
TGO,2024 FEB 08 23:03:00,26.7887,41.6172,405.1265,15.6997,63.3674,0.041296,63.4064
TGO,2024 FEB 08 23:06:00,17.9923,43.4831,399.3165,15.8728,62.4486,0.098218,62.5353

MRO,2024 FEB 09 01:09:00,18.7115,12.8154,280.2407,15.8233,62.0189,3.9979e-14,62.0189
TGO,2024 FEB 09 01:03:00,20.684,14.079,402.2461,15.8103,62.5021,0.80034,61.7255

MRO,2024 FEB 09 03:00:00,14.7864,-13.9909,276.8781,15.8367,61.0037,4.3522e-14,61.0037
TGO,2024 FEB 09 03:03:00,14.6132,-14.0583,399.6841,15.8808,61.5684,2.4521,64.0109

MRO,2024 FEB 09 04:54:00,20.4645,-42.031,280.2262,15.8164,62.5264,2.8448e-14,62.5264
TGO,2024 FEB 09 05:00:00,17.4365,-43.2822,402.0335,15.8303,61.7229,0.10215,61.8111

MRO,2024 FEB 09 06:45:00,16.691,-68.8778,277.1904,15.8269,61.4539,5.2165e-14,61.4539
TGO,2024 FEB 09 06:57:00,20.2065,-72.1245,403.4093,15.8053,62.3004,5.4113,57.0211

MRO,2024 FEB 09 06:48:00,26.2423,-70.1234,284.0532,15.7925,64.3388,5.3694e-14,64.3388
TGO,2024 FEB 09 06:54:00,28.9951,-73.984,409.2166,15.6325,63.5305,5.7705,58.001

MRO,2024 FEB 09 08:36:00,13.0313,-95.7173,274.6018,15.8381,60.5499,2.0674e-14,60.5499
TGO,2024 FEB 09 08:57:00,13.8964,-100.4513,398.6985,15.8631,61.1413,0.1339,61.2458

MRO,2024 FEB 10 07:00:00,6.0251,-62.3741,269.8776,15.8606,59.2399,1.3114e-14,59.2399
