Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
ACS	10	Ingress	2020 OCT 04 09:25:30	2020 OCT 04 09:28:34	2020 OCT 04 09:29:13	223.00	-0.42	-8.00	-9.88	57.17	60.05	60.65	14.66	14	-	-	-		
N/A	10	Egress	2020 OCT 04 10:08:51	2020 OCT 04 10:09:31	2020 OCT 04 10:12:49	238.00	-169.72	-170.62	-175.14	-40.28	-41.17	-45.22	4.49	14	-	-	-		
N/A	11	Ingress	2020 OCT 04 11:23:31	2020 OCT 04 11:26:34	2020 OCT 04 11:27:13	222.00	-29.31	-36.82	-38.69	57.27	60.10	60.70	14.65	7	-	-	-		
N/A	11	Egress	2020 OCT 04 12:06:53	2020 OCT 04 12:07:33	2020 OCT 04 12:10:51	238.00	161.34	160.43	155.91	-40.58	-41.47	-45.48	4.47	7	-	-	-		
N/A	12	Ingress	2020 OCT 04 13:21:28	2020 OCT 04 13:24:31	2020 OCT 04 13:25:10	222.00	-58.20	-65.69	-67.56	57.38	60.18	60.77	14.64	1	-	-	-	&mroOverlap; 	
NOMAD	12	Egress	2020 OCT 04 14:04:52	2020 OCT 04 14:05:32	2020 OCT 04 14:08:50	238.00	132.41	131.50	126.98	-40.87	-41.75	-45.73	4.45	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	13	Ingress	2020 OCT 04 15:19:23	2020 OCT 04 15:22:26	2020 OCT 04 15:23:04	221.00	-87.06	-94.54	-96.36	57.48	60.25	60.82	14.63	14	-	-	-	&daysideMatch:ARSIA MONS; &daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	13	Egress	2020 OCT 04 16:02:48	2020 OCT 04 16:03:28	2020 OCT 04 16:06:46	238.00	103.51	102.60	98.08	-41.13	-42.01	-45.95	4.44	14	-	-	-	&daysideMatch:ARSIA MONS; &daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	14	Ingress	2020 OCT 04 17:17:16	2020 OCT 04 17:20:19	2020 OCT 04 17:20:57	221.00	-115.77	-123.20	-125.00	57.50	60.25	60.81	14.63	1	-	-	-	&mroOverlap; 	
NOMAD	14	Egress	2020 OCT 04 18:00:42	2020 OCT 04 18:01:22	2020 OCT 04 18:04:39	237.00	74.66	73.75	69.26	-41.35	-42.22	-46.10	4.43	1	All Fullscan Slow #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (1 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	15	Ingress	2020 OCT 04 19:15:13	2020 OCT 04 19:18:15	2020 OCT 04 19:18:53	220.00	-144.53	-151.86	-153.64	57.55	60.25	60.81	14.63	14	-	-	-		
N/A	15	Egress	2020 OCT 04 19:58:41	2020 OCT 04 19:59:21	2020 OCT 04 20:02:37	236.00	45.78	44.88	40.42	-41.58	-42.43	-46.26	4.42	14	-	-	-		
N/A	16	Ingress	2020 OCT 04 21:13:11	2020 OCT 04 21:16:13	2020 OCT 04 21:16:51	220.00	-173.32	179.40	177.63	57.60	60.28	60.83	14.63	1	-	-	-		
NOMAD	16	Egress	2020 OCT 04 21:56:42	2020 OCT 04 21:57:22	2020 OCT 04 22:00:37	235.00	16.88	15.97	11.55	-41.82	-42.67	-46.43	4.40	1	129 only #2	Science: orders #129, #129, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	17	Ingress	2020 OCT 04 23:11:11	2020 OCT 04 23:14:12	2020 OCT 04 23:14:50	219.00	157.84	150.63	148.87	57.68	60.31	60.86	14.63	1	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	17	Egress	2020 OCT 04 23:54:43	2020 OCT 04 23:55:23	2020 OCT 04 23:58:38	235.00	-12.05	-12.95	-17.38	-42.09	-42.93	-46.66	4.39	1	-	-	-		
N/A	18	Ingress	2020 OCT 05 01:09:08	2020 OCT 05 01:12:09	2020 OCT 05 01:12:47	219.00	129.03	121.85	120.10	57.75	60.36	60.90	14.62	14	-	-	-		
ACS	18	Egress	2020 OCT 05 01:52:42	2020 OCT 05 01:53:21	2020 OCT 05 01:56:36	234.00	-40.98	-41.86	-46.29	-42.37	-43.18	-46.88	4.37	14	-	-	-		
NOMAD	19	Ingress	2020 OCT 05 03:07:03	2020 OCT 05 03:10:04	2020 OCT 05 03:10:42	219.00	100.20	93.05	91.31	57.83	60.41	60.95	14.61	1	CO2 Fullscan Fast #3	Diffraction order stepping (fullscan): 10 orders from 125 to 135 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	19	Egress	2020 OCT 05 03:50:38	2020 OCT 05 03:51:17	2020 OCT 05 03:54:33	235.00	-69.90	-70.78	-75.23	-42.64	-43.45	-47.12	4.36	1	-	-	-	&mroOverlap; 	
N/A	20	Ingress	2020 OCT 05 05:04:58	2020 OCT 05 05:07:58	2020 OCT 05 05:08:36	218.00	71.35	64.26	62.53	57.92	60.46	60.99	14.60	14	-	-	-	&mroOverlap; 	
ACS	20	Egress	2020 OCT 05 05:48:34	2020 OCT 05 05:49:13	2020 OCT 05 05:52:28	234.00	-98.78	-99.66	-104.07	-42.87	-43.67	-47.28	4.34	14	-	-	-	&mroOverlap; 	
NOMAD	21	Ingress	2020 OCT 05 07:02:54	2020 OCT 05 07:05:53	2020 OCT 05 07:06:31	217.00	42.59	35.61	33.89	57.96	60.46	60.98	14.61	1	132 only #2	Science: orders #132, #132, #132, #132, #132, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	21	Egress	2020 OCT 05 07:46:31	2020 OCT 05 07:47:10	2020 OCT 05 07:50:24	233.00	-127.65	-128.53	-132.91	-43.09	-43.87	-47.43	4.33	1	-	-	-	&mroOverlap; 	
N/A	22	Ingress	2020 OCT 05 09:00:51	2020 OCT 05 09:03:50	2020 OCT 05 09:04:28	217.00	13.90	6.98	5.28	57.97	60.45	60.97	14.61	14	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
ACS	22	Egress	2020 OCT 05 09:44:31	2020 OCT 05 09:45:10	2020 OCT 05 09:48:23	232.00	-156.56	-157.44	-161.79	-43.34	-44.11	-47.61	4.32	14	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
NOMAD	23	Ingress	2020 OCT 05 10:58:50	2020 OCT 05 11:01:49	2020 OCT 05 11:02:27	217.00	-14.90	-21.78	-23.46	58.03	60.48	60.99	14.61	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	23	Egress	2020 OCT 05 11:42:32	2020 OCT 05 11:43:11	2020 OCT 05 11:46:24	232.00	174.49	173.61	169.27	-43.61	-44.38	-47.84	4.30	1	-	-	-		
N/A	24	Ingress	2020 OCT 05 12:56:50	2020 OCT 05 12:59:48	2020 OCT 05 13:00:26	216.00	-43.82	-50.63	-52.31	58.14	60.54	61.05	14.59	1	-	-	-		
NOMAD	24	Egress	2020 OCT 05 13:40:32	2020 OCT 05 13:41:11	2020 OCT 05 13:44:25	233.00	145.54	144.66	140.29	-43.90	-44.65	-48.09	4.29	1	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	25	Ingress	2020 OCT 05 14:54:45	2020 OCT 05 14:57:44	2020 OCT 05 14:58:21	216.00	-72.68	-79.51	-81.14	58.23	60.62	61.11	14.58	14	-	-	-	&daysideMatch:ASCRAEUS MONS; 	
N/A	25	Egress	2020 OCT 05 15:38:29	2020 OCT 05 15:39:08	2020 OCT 05 15:42:22	233.00	116.61	115.74	111.36	-44.16	-44.91	-48.32	4.27	14	-	-	-	&daysideMatch:ASCRAEUS MONS; 	
N/A	26	Ingress	2020 OCT 05 16:52:38	2020 OCT 05 16:55:37	2020 OCT 05 16:56:14	216.00	-101.42	-108.21	-109.83	58.27	60.64	61.12	14.58	1	-	-	-	&daysideMatch:OLYMPUS MONS; 	
NOMAD	26	Egress	2020 OCT 05 17:36:23	2020 OCT 05 17:37:02	2020 OCT 05 17:40:15	232.00	87.74	86.86	82.52	-44.38	-45.13	-48.48	4.26	1	HCL #8	Science: orders #121, #136, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:OLYMPUS MONS; 	
ACS	27	Ingress	2020 OCT 05 18:50:32	2020 OCT 05 18:53:30	2020 OCT 05 18:54:07	215.00	-130.15	-136.83	-138.43	58.30	60.63	61.11	14.58	14	-	-	-		
N/A	27	Egress	2020 OCT 05 19:34:18	2020 OCT 05 19:34:57	2020 OCT 05 19:38:09	231.00	58.87	58.00	53.70	-44.59	-45.32	-48.61	4.24	14	-	-	-		
N/A	28	Ingress	2020 OCT 05 20:48:31	2020 OCT 05 20:51:28	2020 OCT 05 20:52:05	214.00	-158.94	-165.53	-167.12	58.35	60.64	61.12	14.58	1	-	-	-		
NOMAD	28	Egress	2020 OCT 05 21:32:18	2020 OCT 05 21:32:57	2020 OCT 05 21:36:08	230.00	29.97	29.10	24.84	-44.81	-45.53	-48.77	4.23	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	29	Ingress	2020 OCT 05 22:46:29	2020 OCT 05 22:49:26	2020 OCT 05 22:50:03	214.00	172.27	165.72	164.15	58.41	60.67	61.14	14.58	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
N/A	29	Egress	2020 OCT 05 23:30:19	2020 OCT 05 23:30:58	2020 OCT 05 23:34:09	230.00	1.04	0.17	-4.08	-45.05	-45.77	-48.96	4.22	1	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
N/A	30	Ingress	2020 OCT 06 00:44:27	2020 OCT 06 00:47:24	2020 OCT 06 00:48:01	214.00	143.47	136.97	135.41	58.46	60.70	61.17	14.57	14	-	-	-		
ACS	30	Egress	2020 OCT 06 01:28:18	2020 OCT 06 01:28:57	2020 OCT 06 01:32:07	229.00	-27.90	-28.77	-33.00	-45.31	-46.02	-49.16	4.20	14	-	-	-		
NOMAD	31	Ingress	2020 OCT 06 02:42:22	2020 OCT 06 02:45:19	2020 OCT 06 02:45:56	214.00	114.65	108.18	106.63	58.53	60.75	61.21	14.57	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	31	Egress	2020 OCT 06 03:26:15	2020 OCT 06 03:26:54	2020 OCT 06 03:30:04	229.00	-56.84	-57.71	-61.94	-45.57	-46.27	-49.38	4.18	1	-	-	-		
N/A	32	Ingress	2020 OCT 06 04:40:16	2020 OCT 06 04:43:13	2020 OCT 06 04:43:50	214.00	85.83	79.40	77.85	58.61	60.79	61.25	14.56	3	-	-	-	&mroOverlap; 	
ACS	32	Egress	2020 OCT 06 05:24:11	2020 OCT 06 05:24:50	2020 OCT 06 05:28:00	229.00	-85.73	-86.60	-90.82	-45.80	-46.49	-49.56	4.17	3	-	-	-	&mroOverlap; 	
NOMAD	33	Ingress	2020 OCT 06 06:38:12	2020 OCT 06 06:41:08	2020 OCT 06 06:41:45	213.00	57.05	50.70	49.18	58.66	60.81	61.26	14.56	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	33	Egress	2020 OCT 06 07:22:07	2020 OCT 06 07:22:45	2020 OCT 06 07:25:55	228.00	-114.60	-115.44	-119.64	-45.99	-46.66	-49.69	4.16	1	-	-	-	&mroOverlap; 	
N/A	34	Ingress	2020 OCT 06 08:36:09	2020 OCT 06 08:39:04	2020 OCT 06 08:39:41	212.00	28.35	22.11	20.60	58.67	60.79	61.23	14.57	1	-	-	-	&mroOverlap; 	
NOMAD	34	Egress	2020 OCT 06 09:20:05	2020 OCT 06 09:20:43	2020 OCT 06 09:23:52	227.00	-143.51	-144.34	-148.50	-46.21	-46.87	-49.84	4.14	1	6SUBD Nom CO #3	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	35	Ingress	2020 OCT 06 10:34:07	2020 OCT 06 10:37:02	2020 OCT 06 10:37:39	212.00	-0.39	-6.57	-8.07	58.71	60.79	61.24	14.57	14	-	-	-		
N/A	35	Egress	2020 OCT 06 11:18:05	2020 OCT 06 11:18:43	2020 OCT 06 11:21:52	227.00	-172.45	-173.29	-177.44	-46.46	-47.11	-50.04	4.13	14	-	-	-		
N/A	36	Ingress	2020 OCT 06 12:32:07	2020 OCT 06 12:35:02	2020 OCT 06 12:35:39	212.00	-29.24	-35.39	-36.87	58.78	60.84	61.28	14.56	14	-	-	-		
N/A	36	Egress	2020 OCT 06 13:16:06	2020 OCT 06 13:16:44	2020 OCT 06 13:19:53	227.00	158.58	157.74	153.60	-46.73	-47.37	-50.26	4.11	14	-	-	-		
N/A	37	Ingress	2020 OCT 06 14:30:04	2020 OCT 06 14:32:58	2020 OCT 06 14:33:35	211.00	-58.15	-64.23	-65.71	58.88	60.91	61.34	14.55	1	-	-	-		
NOMAD	37	Egress	2020 OCT 06 15:14:04	2020 OCT 06 15:14:42	2020 OCT 06 15:17:52	228.00	129.63	128.79	124.63	-46.98	-47.61	-50.49	4.09	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	38	Ingress	2020 OCT 06 16:27:58	2020 OCT 06 16:30:52	2020 OCT 06 16:31:29	211.00	-86.95	-93.00	-94.46	58.95	60.95	61.37	14.54	3	-	-	-	&daysideMatch:ULYSSES FOSSAE; &mroOverlap; 	
N/A	38	Egress	2020 OCT 06 17:11:59	2020 OCT 06 17:12:37	2020 OCT 06 17:15:46	227.00	100.72	99.88	95.75	-47.21	-47.83	-50.66	4.08	3	-	-	-	&daysideMatch:ULYSSES FOSSAE; &mroOverlap; 	
N/A	39	Ingress	2020 OCT 06 18:25:51	2020 OCT 06 18:28:46	2020 OCT 06 18:29:22	211.00	-115.65	-121.66	-123.07	58.97	60.95	61.36	14.54	1	-	-	-	&mroOverlap; 	
NOMAD	39	Egress	2020 OCT 06 19:09:53	2020 OCT 06 19:10:31	2020 OCT 06 19:13:39	226.00	71.85	71.02	66.93	-47.40	-48.01	-50.79	4.06	1	6SUBD Nom CO #2	Science: orders #134, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	40	Ingress	2020 OCT 06 20:23:48	2020 OCT 06 20:26:42	2020 OCT 06 20:27:18	210.00	-144.40	-150.31	-151.70	59.00	60.95	61.36	14.54	3	-	-	-	&mroOverlap; 	
N/A	40	Egress	2020 OCT 06 21:07:51	2020 OCT 06 21:08:29	2020 OCT 06 21:11:37	226.00	42.96	42.13	38.06	-47.59	-48.20	-50.93	4.05	3	-	-	-	&mroOverlap; 	
N/A	41	Ingress	2020 OCT 06 22:21:48	2020 OCT 06 22:24:41	2020 OCT 06 22:25:17	209.00	-173.20	-179.03	179.60	59.06	60.97	61.37	14.54	1	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	41	Egress	2020 OCT 06 23:05:52	2020 OCT 06 23:06:30	2020 OCT 06 23:09:37	225.00	14.02	13.20	9.17	-47.81	-48.41	-51.09	4.04	1	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	42	Ingress	2020 OCT 07 00:19:46	2020 OCT 07 00:22:39	2020 OCT 07 00:23:15	209.00	158.01	152.23	150.86	59.11	61.00	61.39	14.54	1	CO2 Fullscan Fast #3	Diffraction order stepping (fullscan): 10 orders from 125 to 135 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	42	Egress	2020 OCT 07 01:03:52	2020 OCT 07 01:04:30	2020 OCT 07 01:07:37	225.00	-14.93	-15.75	-19.78	-48.06	-48.65	-51.29	4.02	1	-	-	-	&mroOverlap; 	
N/A	43	Ingress	2020 OCT 07 02:17:42	2020 OCT 07 02:20:35	2020 OCT 07 02:21:11	209.00	129.20	123.46	122.11	59.17	61.03	61.42	14.53	14	-	-	-		
ACS	43	Egress	2020 OCT 07 03:01:49	2020 OCT 07 03:02:27	2020 OCT 07 03:05:34	225.00	-43.89	-44.71	-48.73	-48.31	-48.89	-51.50	4.00	14	-	-	-		
NOMAD	44	Ingress	2020 OCT 07 04:15:36	2020 OCT 07 04:18:29	2020 OCT 07 04:19:05	209.00	100.38	94.68	93.33	59.24	61.08	61.46	14.53	1	HCL #4	Science: orders #121, #134, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	44	Egress	2020 OCT 07 04:59:45	2020 OCT 07 05:00:23	2020 OCT 07 05:03:30	225.00	-72.82	-73.64	-77.65	-48.54	-49.11	-51.68	3.99	1	-	-	-		
N/A	45	Ingress	2020 OCT 07 06:13:30	2020 OCT 07 06:16:23	2020 OCT 07 06:16:59	209.00	71.59	65.94	64.60	59.30	61.11	61.49	14.52	14	-	-	-		
ACS	45	Egress	2020 OCT 07 06:57:40	2020 OCT 07 06:58:18	2020 OCT 07 07:01:25	225.00	-101.71	-102.52	-106.51	-48.73	-49.29	-51.83	3.97	14	-	-	-		
NOMAD	46	Ingress	2020 OCT 07 08:11:27	2020 OCT 07 08:14:19	2020 OCT 07 08:14:55	208.00	42.88	37.33	36.02	59.31	61.09	61.47	14.53	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	46	Egress	2020 OCT 07 08:55:37	2020 OCT 07 08:56:15	2020 OCT 07 08:59:21	224.00	-130.60	-131.41	-135.35	-48.92	-49.47	-51.95	3.96	1	-	-	-		
N/A	47	Ingress	2020 OCT 07 10:09:24	2020 OCT 07 10:12:16	2020 OCT 07 10:12:52	208.00	14.19	8.71	7.41	59.33	61.08	61.45	14.53	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
ACS	47	Egress	2020 OCT 07 10:53:36	2020 OCT 07 10:54:13	2020 OCT 07 10:57:19	223.00	-159.54	-160.33	-164.25	-49.14	-49.67	-52.11	3.94	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
NOMAD	48	Ingress	2020 OCT 07 12:07:24	2020 OCT 07 12:10:15	2020 OCT 07 12:10:51	207.00	-14.64	-20.04	-21.32	59.39	61.11	61.48	14.53	1	All Fullscan Slow #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (1 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	48	Egress	2020 OCT 07 12:51:37	2020 OCT 07 12:52:14	2020 OCT 07 12:55:20	223.00	171.48	170.70	166.79	-49.38	-49.91	-52.31	3.93	1	-	-	-		
N/A	49	Ingress	2020 OCT 07 14:05:22	2020 OCT 07 14:08:13	2020 OCT 07 14:08:49	207.00	-43.51	-48.87	-50.14	59.47	61.16	61.52	14.52	1	-	-	-	&daysideMatch:SOUTH THAUMASIA; 	
