MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 APR 12 02:27:00,54.4185,152.7096,306.0435,15.0256,45.8389,3.2591e-14,45.8389,2025 APR 12 02:09:00,58.0266,153.9555,426.6611,14.8167,45.9763,4.1751,48.6815
2025 APR 12 11:51:00,64.223,13.7177,310.4645,14.9094,49.8233,3.4265e-14,49.8233,2025 APR 12 12:00:00,61.7507,14.1435,428.0794,15.0839,49.5332,0.072427,49.5912
2025 APR 14 01:15:00,64.534,-172.3097,311.4918,14.9125,49.9115,4.7708e-15,49.9115,2025 APR 14 01:21:00,63.8026,-173.479,430.7261,14.9319,49.6124,1.5747,50.3936
2025 APR 14 23:39:00,57.0869,-137.9762,305.6535,15.0056,46.6683,2.2264e-14,46.6683,2025 APR 14 22:57:00,61.1523,-134.0786,429.299,14.5839,46.0862,2.2073,45.5334
2025 APR 15 09:03:00,66.3696,82.7521,309.3833,14.8706,50.6624,3.9757e-16,50.6624,2025 APR 15 08:48:00,64.9658,86.0773,429.9773,14.8489,49.7415,1.6764,49.1701
2025 APR 15 14:39:00,64.7423,1.6593,309.9916,14.9153,49.944,5.1397e-14,49.944,2025 APR 15 14:42:00,65.5083,-0.29484,430.3493,14.8339,49.9643,0.36231,50.1867
2025 APR 16 22:27:00,67.0455,-103.5276,309.4836,14.8567,50.8969,4.498e-15,50.8969,2025 APR 16 22:09:00,66.8901,-101.21,430.5003,14.7192,50.1718,1.0567,50.6199
2025 APR 17 04:03:00,65.3973,175.4392,310.9339,14.9056,50.1654,2.5891e-14,50.1654,2025 APR 17 04:03:00,67.2452,173.5591,431.6168,14.7803,50.6518,1.0996,50.4079
2025 APR 18 11:51:00,67.7555,70.2965,309.2724,14.8497,51.1936,2.5044e-14,51.1936,2025 APR 18 11:30:00,68.59,73.2482,432.0606,14.7058,51.0909,0.5101,51.0538
2025 APR 18 17:27:00,66.0245,-10.6224,310.1022,14.9061,50.432,2.299e-14,50.432,2025 APR 18 17:24:00,69.0821,-13.0137,431.9152,14.6981,51.3599,1.0017,51.6174
