S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
TGO,2026 JAN 31 01:54:00,-55.9163,119.027,378.039,15.9106,60.4933,0.53485,60.5421

MRO,2026 JAN 31 04:09:00,-49.5105,86.3761,251.4581,15.9233,58.7631,2.8451e-14,58.7631
TGO,2026 JAN 31 03:51:00,-53.5271,88.3655,377.8519,15.7639,58.5182,0.54204,58.5602

MRO,2026 JAN 31 05:57:00,-62.9454,62.2253,250.488,16.0647,63.8528,3.7934e-14,63.8528
TGO,2026 JAN 31 05:51:00,-59.4463,64.2924,379.392,16.1053,63.0187,0.52046,63.0779

MRO,2026 JAN 31 07:51:00,-57.07,33.2663,251.9032,15.9828,61.3707,5.2165e-14,61.3707
TGO,2026 JAN 31 07:48:00,-56.8721,33.1379,379.6592,15.9256,60.8688,0.53032,60.9177

MRO,2026 JAN 31 09:45:00,-51.3931,4.7152,253.2286,15.9283,59.2611,1.8516e-14,59.2611
TGO,2026 JAN 31 09:45:00,-54.1804,2.1632,379.7796,15.7581,58.6417,0.53903,58.6823

MRO,2026 FEB 09 12:27:00,-71.3811,56.7141,249.9641,16.1936,65.6392,2.7955e-14,65.6392
TGO,2026 FEB 09 12:00:00,-72.4727,60.9217,380.4028,16.0364,65.379,0.41864,65.4494

MRO,2026 FEB 11 07:27:00,-73.5918,149.8777,250.5543,16.2431,66.276,1.1577e-14,66.276
TGO,2026 FEB 11 07:15:00,-74.1398,152.9649,378.5978,16.2542,66.5134,0.40953,66.5981

MRO,2026 FEB 11 13:03:00,-75.2301,69.5571,249.1557,16.3369,67.1472,1.1495e-14,67.1472
TGO,2026 FEB 11 13:09:00,-74.5138,69.6941,380.2554,16.4436,67.3045,0.41081,67.3983

MRO,2026 FEB 11 18:39:00,-77.3616,-10.8064,252.2453,16.4281,68.1149,1.1693e-14,68.1149
TGO,2026 FEB 11 19:03:00,-74.8289,-15.2703,380.0238,16.5197,67.6367,0.40966,67.7344

