MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2022 MAY 17 19:12:00,-72.1965,-55.9393,251.3499,3.0608,83.7973,4.6337e-14,83.7973,2022 MAY 17 18:57:00,-72.2665,-54.8679,379.0809,2.8892,84.2677,0.31434,84.5631
2022 MAY 19 10:27:00,-70.2875,91.7672,251.1894,3.0958,84.7693,1.7994e-14,84.7693,2022 MAY 19 10:15:00,-72.3823,87.2744,380.3051,2.6017,84.6954,4.5631,89.0256
2022 MAY 20 23:51:00,-72.0532,-95.0508,251.6983,3.0289,83.4371,1.1495e-14,83.4371,2022 MAY 20 23:36:00,-73.368,-97.5585,380.4945,2.6183,83.5962,0.32013,83.8912
2022 MAY 24 17:36:00,-74.7916,33.1188,252.9796,2.8925,81.1592,3.0548e-14,81.1592,2022 MAY 25 17:36:00,-75.0731,37.431,380.0012,2.5297,81.6403,0.31509,81.9238
2022 MAY 25 17:54:00,-74.216,38.7573,252.6125,2.91,81.3774,1.4312e-14,81.3774,2022 MAY 25 17:36:00,-75.0731,37.431,380.0012,2.5297,81.6403,0.31509,81.9238
2022 MAY 30 11:57:00,-76.6295,172.298,254.1629,2.7708,79.126,1.9093e-14,79.126,2022 MAY 30 11:36:00,-75.9177,175.8529,378.2367,2.6675,79.9067,0.30624,80.1799
2022 MAY 30 17:33:00,-74.7979,91.6792,251.8458,2.8444,80.3172,6.4383e-15,80.3172,2022 MAY 30 17:30:00,-75.9542,93.1827,379.8619,2.8961,79.3203,1.4594,80.6605
2022 JUN 02 22:12:00,-75.6325,51.9309,251.6211,2.765,79.393,5.0113e-14,79.393,2022 JUN 02 22:09:00,-75.6949,51.0884,380.2086,2.6603,79.5822,0.30789,79.8578
2022 JUN 04 17:12:00,-76.672,143.7632,254.4841,2.7203,78.4312,4.0294e-14,78.4312,2022 JUN 04 17:24:00,-74.747,148.2495,380.3987,3.2139,78.6522,0.29185,78.9206
2022 JUN 04 22:48:00,-75.1948,62.7777,251.5003,2.7692,79.4321,1.4312e-14,79.4321,2022 JUN 04 23:18:00,-74.5355,62.9295,379.9528,3.2658,78.6205,0.29071,78.8889
2022 JUN 06 08:27:00,-75.3422,-68.24,252.0033,2.7711,79.1199,1.8357e-14,79.1199,2022 JUN 06 08:42:00,-74.9253,-72.76,381.54,2.7131,79.5793,0.31004,79.8601
2022 JUN 07 05:00:00,-73.0707,-6.6371,251.6127,2.87,80.4904,7.2876e-15,80.4904,2022 JUN 07 04:21:00,-75.0855,-2.7186,378.1704,2.4989,79.829,0.3168,80.1136
2022 JUN 09 05:36:00,-72.8648,3.8669,252.1728,2.8503,80.437,6.389e-15,80.437,2022 JUN 09 05:30:00,-73.3005,6.9998,377.9904,2.9619,79.7969,0.30847,80.0839
2022 JUN 09 14:57:00,-73.6653,-133.3661,250.3996,2.7975,79.9159,3.2318e-14,79.9159,2022 JUN 10 14:54:00,-73.7903,-130.0613,378.9016,2.3172,80.8499,2.4197,78.4524
2022 JUN 10 20:51:00,-72.0478,151.3393,253.5602,2.8656,80.8117,1.7421e-14,80.8117,2022 JUN 10 20:48:00,-73.5721,147.6285,380.1622,2.5694,80.4107,2.0588,82.4612
2022 JUN 11 06:12:00,-72.9703,14.3254,251.9533,2.8272,80.1662,1.6698e-14,80.1662,2022 JUN 11 06:39:00,-70.7912,13.8925,377.9842,3.2361,80.5106,0.3094,80.8071
