MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2021 OCT 24 17:19:25,2021 OCT 24 17:24:25,125,125
2021 OCT 25 21:03:45,2021 OCT 25 21:08:45,139,139
2021 OCT 26 20:39:56,2021 OCT 26 20:44:56,151,151
2021 OCT 27 18:18:31,2021 OCT 27 18:20:55,162,162
2021 OCT 28 06:04:25,2021 OCT 28 06:07:14,168,168
2021 OCT 30 03:17:13,2021 OCT 30 03:22:13,191,191
2021 OCT 30 05:14:24,2021 OCT 30 05:19:24,192,192
2021 OCT 30 07:08:58,2021 OCT 30 07:12:46,193,193
2021 OCT 30 09:11:29,2021 OCT 30 09:16:29,194,194
