THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
2, H2O 2SUBD 01, 167
4, HDO H2O 2SUBD 02, 168
6, AER H2Oi 3SUBD 01, 169
8, CH4 3SUBD 01, 168
12, HDO H2O 2SUBD 03, 168
14, Nominal 6SUBD 01, 168
16, H2O CO 2SUBD 01, 168
17, CH4 H2O 2SUBD 02, 168
19, CO H2O 3SUBD 01, 168
23, Nominal 4SUBD 01, 168
30, H2O 2SUBD 01, 167
33, HDO H2O 2SUBD 02, 168
34, AER H2Oi 3SUBD 01, 169
37, CH4 3SUBD 01, 168
40, HDO H2O 2SUBD 03, 168
41, Nominal 6SUBD 01, 168
42, CH4 H2O 2SUBD 02, 168
46, H2O CO 2SUBD 01, 168
48, CO H2O 3SUBD 01, 168
54, CH4 H2O 2SUBD 02, 168
56, Nominal 4SUBD 01, 168
59, H2O 2SUBD 01, 167
60, HDO H2O 2SUBD 02, 168
62, AER H2Oi 3SUBD 01, 169
65, CH4 3SUBD 01, 168
66, HDO H2O 2SUBD 03, 168
67, CH4 H2O 2SUBD 02, 168
71, Nominal 6SUBD 01, 168
72, H2O CO 2SUBD 01, 168
73, CO H2O 3SUBD 01, 168
76, Nominal 4SUBD 01, 168
79, CH4 H2O 2SUBD 02, 168
81, H2O 2SUBD 01, 167
82, HDO H2O 2SUBD 02, 168
87, AER H2Oi 3SUBD 01, 169
88, CH4 3SUBD 01, 168
90, HDO H2O 2SUBD 03, 168
92, Nominal 6SUBD 01, 168
93, H2O CO 2SUBD 01, 168
95, CO H2O 3SUBD 01, 168
101, Nominal 4SUBD 01, 168
104, CH4 H2O 2SUBD 02, 168
105, H2O 2SUBD 01, 167
107, HDO H2O 2SUBD 02, 168
111, AER H2Oi 3SUBD 01, 169
112, CH4 3SUBD 01, 168
114, HDO H2O 2SUBD 03, 168
115, Nominal 6SUBD 01, 168
117, H2O CO 2SUBD 01, 168
120, CO H2O 3SUBD 01, 168
124, Nominal Limb 01, 169
126, Nominal 4SUBD 01, 168
129, H2O 2SUBD 01, 167
132, HDO H2O 2SUBD 02, 168
134, AER H2Oi 3SUBD 01, 169
135, CH4 3SUBD 01, 168
137, HDO H2O 2SUBD 03, 168
139, Nominal 6SUBD 01, 168
141, H2O CO 2SUBD 01, 168
142, CO H2O 3SUBD 01, 168
145, Nominal 4SUBD 01, 168
147, H2O 2SUBD 01, 167
149, HDO H2O 2SUBD 02, 168
150, AER H2Oi 3SUBD 01, 169
151, CH4 3SUBD 01, 168
152, HDO H2O 2SUBD 03, 168
154, Nominal 6SUBD 01, 168
156, H2O CO 2SUBD 01, 168
157, CO H2O 3SUBD 01, 168
160, Nominal 4SUBD 01, 168
163, H2O 2SUBD 01, 167
165, HDO H2O 2SUBD 02, 168
166, AER H2Oi 3SUBD 01, 169
168, CH4 3SUBD 01, 168
172, HDO H2O 2SUBD 03, 168
174, Nominal 6SUBD 01, 168
178, H2O CO 2SUBD 01, 168
180, CO H2O 3SUBD 01, 168
186, Nominal 4SUBD 01, 168
192, H2O 2SUBD 01, 167
194, HDO H2O 2SUBD 02, 168
198, AER H2Oi 3SUBD 01, 169
202, CH4 3SUBD 01, 168
204, HDO H2O 2SUBD 03, 168
208, Nominal 6SUBD 01, 168
210, H2O CO 2SUBD 01, 168
212, CO H2O 3SUBD 01, 168
218, Nominal 4SUBD 01, 168
222, H2O 2SUBD 01, 167
224, HDO H2O 2SUBD 02, 168
227, AER H2Oi 3SUBD 01, 169
231, CH4 3SUBD 01, 168
235, HDO H2O 2SUBD 03, 168
237, Nominal 6SUBD 01, 168
239, H2O CO 2SUBD 01, 168
241, CO H2O 3SUBD 01, 168
247, Nominal 4SUBD 01, 168
251, H2O 2SUBD 01, 167
255, HDO H2O 2SUBD 02, 168
258, AER H2Oi 3SUBD 01, 169
260, Nominal Limb 01, 169
264, CH4 3SUBD 01, 168
266, Nominal Limb 01, 169
268, HDO H2O 2SUBD 03, 168
272, Nominal 6SUBD 01, 168
276, CO H2O 3SUBD 01, 168
282, Nominal 4SUBD 01, 168
288, Nominal Limb 01, 169
290, H2O 2SUBD 01, 167
294, HDO H2O 2SUBD 02, 168
296, AER H2Oi 3SUBD 01, 169
300, CH4 3SUBD 01, 168
302, HDO H2O 2SUBD 03, 168
306, Nominal Limb 01, 169
308, Nominal 6SUBD 01, 168
310, H2O CO 2SUBD 01, 168
312, CO H2O 3SUBD 01, 168
320, Nominal 4SUBD 01, 168
324, H2O 2SUBD 01, 167
328, HDO H2O 2SUBD 02, 168
330, AER H2Oi 3SUBD 01, 169
332, CH4 3SUBD 01, 168
334, HDO H2O 2SUBD 03, 168
336, Nominal 6SUBD 01, 168
338, H2O CO 2SUBD 01, 168
340, CO H2O 3SUBD 01, 168
