Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	18	Nightside	2019 AUG 10 14:55:54	2019 AUG 10 15:25:15	2019 AUG 10 15:54:37	3522.37	-102.12	-75.97	63.55	56.97	-27.80	-56.94	163.76	22.87	3	-	-	-		
1	18	Dayside	2019 AUG 10 15:54:37	2019 AUG 10 16:24:13	2019 AUG 10 16:53:48	3551.77	63.55	90.06	-130.93	-56.94	29.20	56.90	16.38	10.90	3	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
2	18	Nightside	2019 AUG 10 16:53:48	2019 AUG 10 17:23:09	2019 AUG 10 17:52:29	3520.93	-130.93	-104.87	34.70	56.90	-27.90	-56.84	163.55	22.86	1	-	-	-		
2	18	Dayside	2019 AUG 10 17:52:29	2019 AUG 10 18:22:06	2019 AUG 10 18:51:43	3553.30	34.70	61.18	-159.80	-56.84	29.32	56.79	16.58	10.88	1	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
3	18	Nightside	2019 AUG 10 18:51:43	2019 AUG 10 19:21:04	2019 AUG 10 19:50:25	3522.72	-159.80	-133.74	5.78	56.79	-28.01	-56.71	163.37	22.84	14	-	-	-		
3	18	Dayside	2019 AUG 10 19:50:25	2019 AUG 10 20:20:03	2019 AUG 10 20:49:40	3554.56	5.78	32.29	171.25	-56.71	29.41	56.64	16.75	10.87	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
4	18	Nightside	2019 AUG 10 20:49:40	2019 AUG 10 21:19:02	2019 AUG 10 21:48:24	3524.29	171.25	-162.65	-23.13	56.64	-28.16	-56.59	163.17	22.83	1	-	-	-		
4	18	Dayside	2019 AUG 10 21:48:24	2019 AUG 10 22:18:02	2019 AUG 10 22:47:39	3554.95	-23.13	3.36	142.34	-56.59	29.49	56.52	16.96	10.86	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MERIDIANI SULPHATES; 	
5	18	Nightside	2019 AUG 10 22:47:39	2019 AUG 10 23:17:01	2019 AUG 10 23:46:23	3523.87	142.34	168.41	-52.01	56.52	-28.28	-56.48	162.94	22.82	3	-	-	-		
5	18	Dayside	2019 AUG 10 23:46:23	2019 AUG 11 00:16:01	2019 AUG 11 00:45:38	3555.39	-52.01	-25.60	113.49	-56.48	29.60	56.43	17.19	10.84	3	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3	&daysideMatch:ACIDALIA MUD VOLCANOES NE; 	
6	18	Nightside	2019 AUG 11 00:45:38	2019 AUG 11 01:14:59	2019 AUG 11 01:44:20	3521.83	113.49	139.45	-80.85	56.43	-28.38	-56.40	162.70	22.80	1	-	-	-		
