Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 OCT 14 12:09:49,2021 OCT 14 14:07:52,7083,2021 OCT 14 12:07:49,2021 OCT 14 13:06:18,3509,2021 OCT 14 13:06:19,2021 OCT 14 14:05:52,3573,51.1998,2021 OCT 14 13:36:01
3,3,2,2021 OCT 14 14:07:53,2021 OCT 14 16:05:55,7082,2021 OCT 14 14:05:53,2021 OCT 14 15:04:22,3509,2021 OCT 14 15:04:23,2021 OCT 14 16:03:55,3572,51.2867,2021 OCT 14 15:34:04
3,3,3,2021 OCT 14 16:05:56,2021 OCT 14 18:03:55,7079,2021 OCT 14 16:03:56,2021 OCT 14 17:02:25,3509,2021 OCT 14 17:02:26,2021 OCT 14 18:01:55,3569,51.3974,2021 OCT 14 17:32:06
3,3,4,2021 OCT 14 18:03:56,2021 OCT 14 20:01:54,7078,2021 OCT 14 18:01:56,2021 OCT 14 19:00:25,3509,2021 OCT 14 19:00:26,2021 OCT 14 19:59:54,3568,51.5107,2021 OCT 14 19:30:05
3,3,5,2021 OCT 14 20:01:55,2021 OCT 14 21:59:52,7077,2021 OCT 14 19:59:55,2021 OCT 14 20:58:22,3507,2021 OCT 14 20:58:23,2021 OCT 14 21:57:52,3569,51.5827,2021 OCT 14 21:28:03
3,3,6,2021 OCT 14 21:59:53,2021 OCT 14 23:57:54,7081,2021 OCT 14 21:57:53,2021 OCT 14 22:56:21,3508,2021 OCT 14 22:56:22,2021 OCT 14 23:55:54,3572,51.5897,2021 OCT 14 23:26:04
3,3,7,2021 OCT 14 23:57:55,2021 OCT 15 01:55:57,7082,2021 OCT 14 23:55:55,2021 OCT 15 00:54:25,3510,2021 OCT 15 00:54:26,2021 OCT 15 01:53:57,3571,51.6189,2021 OCT 15 01:24:08
3,3,8,2021 OCT 15 01:55:58,2021 OCT 15 03:54:01,7083,2021 OCT 15 01:53:58,2021 OCT 15 02:52:29,3511,2021 OCT 15 02:52:30,2021 OCT 15 03:52:01,3571,51.698,2021 OCT 15 03:22:12
3,3,9,2021 OCT 15 03:54:02,2021 OCT 15 05:52:04,7082,2021 OCT 15 03:52:02,2021 OCT 15 04:50:32,3510,2021 OCT 15 04:50:33,2021 OCT 15 05:50:04,3571,51.8131,2021 OCT 15 05:20:14
3,3,10,2021 OCT 15 05:52:05,2021 OCT 15 07:50:03,7078,2021 OCT 15 05:50:05,2021 OCT 15 06:48:31,3506,2021 OCT 15 06:48:32,2021 OCT 15 07:48:03,3571,51.9241,2021 OCT 15 07:18:14
3,3,11,2021 OCT 15 07:50:04,2021 OCT 15 09:48:00,7076,2021 OCT 15 07:48:04,2021 OCT 15 08:46:30,3506,2021 OCT 15 08:46:31,2021 OCT 15 09:46:00,3569,51.9784,2021 OCT 15 09:16:12
3,3,12,2021 OCT 15 09:48:01,2021 OCT 15 11:46:01,7080,2021 OCT 15 09:46:01,2021 OCT 15 10:44:29,3508,2021 OCT 15 10:44:30,2021 OCT 15 11:44:01,3571,51.9854,2021 OCT 15 11:14:13
3,3,13,2021 OCT 15 11:46:02,2021 OCT 15 13:44:05,7083,2021 OCT 15 11:44:02,2021 OCT 15 12:42:31,3509,2021 OCT 15 12:42:32,2021 OCT 15 13:42:05,3573,52.015,2021 OCT 15 13:12:16
3,3,14,2021 OCT 15 13:44:06,2021 OCT 15 15:42:09,7083,2021 OCT 15 13:42:06,2021 OCT 15 14:40:35,3509,2021 OCT 15 14:40:36,2021 OCT 15 15:40:09,3573,52.0739,2021 OCT 15 15:10:19
3,3,15,2021 OCT 15 15:42:10,2021 OCT 15 17:40:12,7082,2021 OCT 15 15:40:10,2021 OCT 15 16:38:40,3510,2021 OCT 15 16:38:41,2021 OCT 15 17:38:12,3571,52.1545,2021 OCT 15 17:08:22
3,3,16,2021 OCT 15 17:40:13,2021 OCT 15 19:38:12,7079,2021 OCT 15 17:38:13,2021 OCT 15 18:36:42,3509,2021 OCT 15 18:36:43,2021 OCT 15 19:36:12,3569,52.2528,2021 OCT 15 19:06:23
3,3,17,2021 OCT 15 19:38:13,2021 OCT 15 21:36:10,7077,2021 OCT 15 19:36:13,2021 OCT 15 20:34:40,3507,2021 OCT 15 20:34:41,2021 OCT 15 21:34:10,3569,52.3345,2021 OCT 15 21:04:22
3,3,18,2021 OCT 15 21:36:11,2021 OCT 15 23:34:11,7080,2021 OCT 15 21:34:11,2021 OCT 15 22:32:38,3507,2021 OCT 15 22:32:39,2021 OCT 15 23:32:11,3572,52.3503,2021 OCT 15 23:02:22
3,3,19,2021 OCT 15 23:34:12,2021 OCT 16 01:32:14,7082,2021 OCT 15 23:32:12,2021 OCT 16 00:30:41,3509,2021 OCT 16 00:30:42,2021 OCT 16 01:30:14,3572,52.3433,2021 OCT 16 01:00:25
3,3,20,2021 OCT 16 01:32:15,2021 OCT 16 03:30:18,7083,2021 OCT 16 01:30:15,2021 OCT 16 02:28:46,3511,2021 OCT 16 02:28:47,2021 OCT 16 03:28:18,3571,52.3826,2021 OCT 16 02:58:30
3,3,21,2021 OCT 16 03:30:19,2021 OCT 16 05:28:22,7083,2021 OCT 16 03:28:19,2021 OCT 16 04:26:49,3510,2021 OCT 16 04:26:50,2021 OCT 16 05:26:22,3572,52.4686,2021 OCT 16 04:56:34
3,3,22,2021 OCT 16 05:28:23,2021 OCT 16 07:26:23,7080,2021 OCT 16 05:26:23,2021 OCT 16 06:24:50,3507,2021 OCT 16 06:24:51,2021 OCT 16 07:24:23,3572,52.5692,2021 OCT 16 06:54:35
