Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
ACS	33	Egress	2019 MAY 21 07:16:10	2019 MAY 21 07:17:09	2019 MAY 21 07:21:39	329.00	92.88	92.04	88.12	15.12	17.80	29.14	5.75	14	-	-	-		
NOMAD	34	Ingress	2019 MAY 21 08:36:27	2019 MAY 21 08:41:15	2019 MAY 21 08:42:17	350.00	-128.13	-149.86	-158.52	-63.55	-73.69	-75.54	14.98	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	34	Egress	2019 MAY 21 09:14:05	2019 MAY 21 09:15:04	2019 MAY 21 09:19:31	326.00	64.09	63.24	59.36	15.52	18.19	29.36	5.74	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	35	Ingress	2019 MAY 21 10:34:24	2019 MAY 21 10:39:10	2019 MAY 21 10:40:11	347.00	-157.04	-178.69	172.80	-63.70	-73.71	-75.52	14.97	17	-	-	-		
ACS	35	Egress	2019 MAY 21 11:12:06	2019 MAY 21 11:13:05	2019 MAY 21 11:17:31	325.00	35.26	34.42	30.54	15.97	18.63	29.71	5.73	17	-	-	-		
NOMAD	36	Ingress	2019 MAY 21 12:32:20	2019 MAY 21 12:37:04	2019 MAY 21 12:38:05	345.00	174.10	152.58	144.12	-63.81	-73.70	-75.50	14.97	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	36	Egress	2019 MAY 21 13:10:08	2019 MAY 21 13:11:06	2019 MAY 21 13:15:31	323.00	6.42	5.58	1.71	16.47	19.07	30.07	5.72	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	37	Ingress	2019 MAY 21 14:30:15	2019 MAY 21 14:34:58	2019 MAY 21 14:35:58	343.00	145.29	123.85	115.56	-63.88	-73.69	-75.46	14.97	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	37	Egress	2019 MAY 21 15:08:09	2019 MAY 21 15:09:07	2019 MAY 21 15:13:30	321.00	-22.42	-23.26	-27.12	16.99	19.58	30.45	5.72	1	Nominal Science 1xCO2 LA02; Nominal Science 1xCO2 HA02	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	38	Ingress	2019 MAY 21 16:28:06	2019 MAY 21 16:32:48	2019 MAY 21 16:33:48	342.00	116.52	95.21	86.98	-63.92	-73.66	-75.42	14.97	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
N/A	38	Egress	2019 MAY 21 17:06:07	2019 MAY 21 17:07:04	2019 MAY 21 17:11:26	319.00	-51.25	-52.08	-55.93	17.48	20.01	30.82	5.71	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
ACS	39	Ingress	2019 MAY 21 18:25:57	2019 MAY 21 18:30:38	2019 MAY 21 18:31:38	341.00	87.72	66.47	58.26	-63.99	-73.65	-75.41	14.97	14	-	-	-		
ACS	39	Egress	2019 MAY 21 19:04:03	2019 MAY 21 19:05:00	2019 MAY 21 19:09:20	317.00	-80.06	-80.89	-84.73	17.93	20.46	31.15	5.70	14	-	-	-		
NOMAD	40	Ingress	2019 MAY 21 20:23:49	2019 MAY 21 20:28:29	2019 MAY 21 20:29:28	339.00	58.84	37.57	29.50	-64.12	-73.69	-75.41	14.95	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	40	Egress	2019 MAY 21 21:01:59	2019 MAY 21 21:02:56	2019 MAY 21 21:07:14	315.00	-108.86	-109.69	-113.51	18.33	20.85	31.41	5.70	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	41	Ingress	2019 MAY 21 22:21:42	2019 MAY 21 22:26:19	2019 MAY 21 22:27:18	336.00	30.02	9.08	1.10	-64.19	-73.62	-75.34	14.97	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
ACS	41	Egress	2019 MAY 21 22:59:58	2019 MAY 21 23:00:54	2019 MAY 21 23:05:11	313.00	-137.69	-138.50	-142.31	18.78	21.24	31.72	5.69	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
NOMAD	42	Ingress	2019 MAY 22 00:19:37	2019 MAY 22 00:24:13	2019 MAY 22 00:25:11	334.00	1.27	-19.48	-27.23	-64.21	-73.57	-75.26	14.98	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
NOMAD	42	Egress	2019 MAY 22 00:57:59	2019 MAY 22 00:58:55	2019 MAY 22 01:03:10	311.00	-166.53	-167.35	-171.14	19.28	21.73	32.08	5.68	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	43	Ingress	2019 MAY 22 02:17:35	2019 MAY 22 02:22:09	2019 MAY 22 02:23:07	332.00	-27.60	-48.20	-55.92	-64.31	-73.56	-75.24	14.97	14	-	-	-		
N/A	43	Egress	2019 MAY 22 02:56:02	2019 MAY 22 02:56:58	2019 MAY 22 03:01:12	310.00	164.61	163.79	159.99	19.81	22.25	32.52	5.67	14	-	-	-		
N/A	44	Ingress	2019 MAY 22 04:15:31	2019 MAY 22 04:20:03	2019 MAY 22 04:21:01	330.00	-56.53	-77.10	-84.83	-64.47	-73.59	-75.26	14.96	3	-	-	-		
N/A	44	Egress	2019 MAY 22 04:54:02	2019 MAY 22 04:54:57	2019 MAY 22 04:59:11	309.00	135.76	134.95	131.14	20.32	22.71	32.94	5.66	3	-	-	-		
ACS	45	Ingress	2019 MAY 22 06:13:22	2019 MAY 22 06:17:54	2019 MAY 22 06:18:51	329.00	-85.35	-105.98	-113.57	-64.55	-73.62	-75.25	14.95	14	-	-	-		
ACS	45	Egress	2019 MAY 22 06:51:59	2019 MAY 22 06:52:54	2019 MAY 22 06:57:06	307.00	106.94	106.13	102.34	20.76	23.15	33.26	5.66	14	-	-	-		
NOMAD	46	Ingress	2019 MAY 22 08:11:10	2019 MAY 22 08:15:41	2019 MAY 22 08:16:38	328.00	-114.03	-134.43	-141.93	-64.53	-73.55	-75.18	14.96	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	egressMatch:NILI FOSSAE FORSTERITE; egressMatch:NILI FOSSAE FAULT; egressMatch:NILI FOSSAE FORSTERITE; egressMatch:NILI FOSSAE FAULT; 	
NOMAD	46	Egress	2019 MAY 22 08:49:52	2019 MAY 22 08:50:47	2019 MAY 22 08:54:57	305.00	78.15	77.34	73.57	21.14	23.51	33.51	5.65	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	egressMatch:NILI FOSSAE FORSTERITE; egressMatch:NILI FOSSAE FAULT; egressMatch:NILI FOSSAE FORSTERITE; egressMatch:NILI FOSSAE FAULT; 	
NOMAD	47	Ingress	2019 MAY 22 10:09:05	2019 MAY 22 10:13:33	2019 MAY 22 10:14:30	325.00	-142.90	-163.04	-170.48	-64.64	-73.51	-75.13	14.97	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	47	Egress	2019 MAY 22 10:47:51	2019 MAY 22 10:48:45	2019 MAY 22 10:52:54	303.00	49.34	48.55	44.78	21.52	23.84	33.75	5.64	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	48	Ingress	2019 MAY 22 12:07:01	2019 MAY 22 12:11:28	2019 MAY 22 12:12:24	323.00	-171.78	168.11	160.82	-64.75	-73.53	-75.12	14.96	14	-	-	-		
ACS	48	Egress	2019 MAY 22 12:45:52	2019 MAY 22 12:46:46	2019 MAY 22 12:50:54	302.00	20.51	19.71	15.94	21.95	24.26	34.09	5.64	14	-	-	-		
NOMAD	49	Ingress	2019 MAY 22 14:04:57	2019 MAY 22 14:09:22	2019 MAY 22 14:10:18	321.00	159.38	139.46	132.21	-64.83	-73.50	-75.08	14.96	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	49	Egress	2019 MAY 22 14:43:52	2019 MAY 22 14:44:46	2019 MAY 22 14:48:52	300.00	-8.33	-9.13	-12.88	22.42	24.72	34.42	5.63	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	50	Ingress	2019 MAY 22 16:02:48	2019 MAY 22 16:07:13	2019 MAY 22 16:08:09	321.00	130.67	110.85	103.66	-64.82	-73.46	-75.04	14.96	14	-	-	-		
N/A	50	Egress	2019 MAY 22 16:41:51	2019 MAY 22 16:42:44	2019 MAY 22 16:46:49	298.00	-37.17	-37.95	-41.70	22.87	25.12	34.75	5.62	14	-	-	-		
ACS	51	Ingress	2019 MAY 22 18:00:39	2019 MAY 22 18:05:04	2019 MAY 22 18:05:59	320.00	101.88	82.06	75.01	-64.87	-73.47	-75.02	14.96	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
ACS	51	Egress	2019 MAY 22 18:39:47	2019 MAY 22 18:40:40	2019 MAY 22 18:44:44	297.00	-65.98	-66.77	-70.52	23.31	25.55	35.10	5.61	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	52	Ingress	2019 MAY 22 19:58:31	2019 MAY 22 20:02:54	2019 MAY 22 20:03:49	318.00	73.00	53.27	46.23	-64.99	-73.48	-75.02	14.95	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	52	Egress	2019 MAY 22 20:37:41	2019 MAY 22 20:38:34	2019 MAY 22 20:42:36	295.00	-94.78	-95.57	-99.30	23.67	25.90	35.34	5.60	1	CO2 Fullscan Fast	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	53	Ingress	2019 MAY 22 21:56:22	2019 MAY 22 22:00:43	2019 MAY 22 22:01:38	316.00	44.20	24.69	17.72	-65.05	-73.43	-74.97	14.96	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	53	Egress	2019 MAY 22 22:35:38	2019 MAY 22 22:36:30	2019 MAY 22 22:40:32	294.00	-123.58	-124.36	-128.10	24.05	26.23	35.62	5.60	1	Nominal Science 1xCO2 LA03; Nominal Science 1xCO2 HA03	Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	54	Ingress	2019 MAY 22 23:54:16	2019 MAY 22 23:58:36	2019 MAY 22 23:59:30	314.00	15.47	-3.82	-10.57	-65.05	-73.37	-74.87	14.97	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
ACS	54	Egress	2019 MAY 23 00:33:37	2019 MAY 23 00:34:29	2019 MAY 23 00:38:29	292.00	-152.42	-153.20	-156.91	24.48	26.65	35.91	5.59	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	55	Ingress	2019 MAY 23 01:52:13	2019 MAY 23 01:56:31	2019 MAY 23 01:57:25	312.00	-13.35	-32.41	-39.10	-65.11	-73.32	-74.82	14.97	14	-	-	-		
N/A	55	Egress	2019 MAY 23 02:31:39	2019 MAY 23 02:32:31	2019 MAY 23 02:36:29	290.00	178.73	177.95	174.25	24.94	27.10	36.25	5.58	14	-	-	-		
N/A	56	Ingress	2019 MAY 23 03:50:10	2019 MAY 23 03:54:26	2019 MAY 23 03:55:20	310.00	-42.28	-61.27	-67.96	-65.25	-73.34	-74.84	14.96	14	-	-	-		
N/A	56	Egress	2019 MAY 23 04:29:40	2019 MAY 23 04:30:31	2019 MAY 23 04:34:30	290.00	149.87	149.10	145.37	25.43	27.54	36.69	5.57	14	-	-	-		
NOMAD	57	Ingress	2019 MAY 23 05:48:03	2019 MAY 23 05:52:19	2019 MAY 23 05:53:12	309.00	-71.16	-90.24	-96.82	-65.36	-73.40	-74.85	14.95	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	57	Egress	2019 MAY 23 06:27:37	2019 MAY 23 06:28:28	2019 MAY 23 06:32:26	289.00	121.04	120.27	116.53	25.87	27.97	37.04	5.57	1	Nominal Science 1xCO2 LA02; Nominal Science 1xCO2 HA02	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	58	Ingress	2019 MAY 23 07:45:50	2019 MAY 23 07:50:06	2019 MAY 23 07:50:59	309.00	-99.83	-118.79	-125.30	-65.33	-73.35	-74.80	14.95	14	-	-	-		
ACS	58	Egress	2019 MAY 23 08:25:30	2019 MAY 23 08:26:21	2019 MAY 23 08:30:17	287.00	92.25	91.48	87.76	26.22	28.31	37.27	5.56	14	-	-	-		
NOMAD	59	Ingress	2019 MAY 23 09:43:41	2019 MAY 23 09:47:55	2019 MAY 23 09:48:48	307.00	-128.57	-147.24	-153.68	-65.35	-73.27	-74.72	14.97	1	Nominal Science 1xCO2 HA04; Nominal Science 1xCO2 LA04	Science: orders #168, #136, #189, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #136, #189, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	egressMatch:NILI FOSSAE COLOE FOSSAE; egressMatch:NILI FOSSAE COLOE FOSSAE; 	
NOMAD	59	Egress	2019 MAY 23 10:23:24	2019 MAY 23 10:24:15	2019 MAY 23 10:28:09	285.00	63.47	62.69	59.00	26.53	28.61	37.45	5.55	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	egressMatch:NILI FOSSAE COLOE FOSSAE; egressMatch:NILI FOSSAE COLOE FOSSAE; 	
ACS	60	Ingress	2019 MAY 23 11:41:37	2019 MAY 23 11:45:49	2019 MAY 23 11:46:42	305.00	-157.44	-175.94	177.66	-65.44	-73.25	-74.70	14.97	17	-	-	-		
ACS	60	Egress	2019 MAY 23 12:21:24	2019 MAY 23 12:22:14	2019 MAY 23 12:26:08	284.00	34.64	33.88	30.18	26.90	28.93	37.72	5.55	17	-	-	-		
NOMAD	61	Ingress	2019 MAY 23 13:39:33	2019 MAY 23 13:43:44	2019 MAY 23 13:44:36	303.00	173.70	155.26	149.01	-65.53	-73.26	-74.67	14.96	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
NOMAD	61	Egress	2019 MAY 23 14:19:24	2019 MAY 23 14:20:14	2019 MAY 23 14:24:06	282.00	5.80	5.04	1.36	27.31	29.33	38.01	5.54	1	LNO Occultation Fullscan 01	Diffraction order stepping (fullscan): 105 orders from 110 to 215 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
N/A	62	Ingress	2019 MAY 23 15:37:27	2019 MAY 23 15:41:37	2019 MAY 23 15:42:29	302.00	144.92	126.63	120.43	-65.56	-73.22	-74.63	14.96	14	-	-	-		
N/A	62	Egress	2019 MAY 23 16:17:23	2019 MAY 23 16:18:13	2019 MAY 23 16:22:04	281.00	-23.04	-23.80	-27.48	27.74	29.75	38.35	5.53	14	-	-	-		
NOMAD	63	Ingress	2019 MAY 23 17:35:17	2019 MAY 23 17:39:27	2019 MAY 23 17:40:19	302.00	116.19	97.97	91.80	-65.57	-73.20	-74.60	14.97	1	136 with 1xDark	Science: orders #136, #136, #136, #136, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	63	Egress	2019 MAY 23 18:15:19	2019 MAY 23 18:16:09	2019 MAY 23 18:19:58	279.00	-51.86	-52.63	-56.29	28.15	30.15	38.64	5.52	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	64	Ingress	2019 MAY 23 19:33:08	2019 MAY 23 19:37:17	2019 MAY 23 19:38:09	301.00	87.36	69.22	63.08	-65.65	-73.20	-74.60	14.96	17	-	-	-		
ACS	64	Egress	2019 MAY 23 20:13:14	2019 MAY 23 20:14:03	2019 MAY 23 20:17:52	278.00	-80.67	-81.42	-85.10	28.51	30.47	38.92	5.51	17	-	-	-		
NOMAD	65	Ingress	2019 MAY 23 21:31:00	2019 MAY 23 21:35:08	2019 MAY 23 21:35:59	299.00	58.50	40.40	34.39	-65.74	-73.22	-74.58	14.95	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	65	Egress	2019 MAY 23 22:11:08	2019 MAY 23 22:11:57	2019 MAY 23 22:15:45	277.00	-109.46	-110.22	-113.88	28.83	30.78	39.15	5.51	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	66	Ingress	2019 MAY 23 23:28:53	2019 MAY 23 23:32:59	2019 MAY 23 23:33:50	297.00	29.75	11.94	6.01	-65.76	-73.14	-74.50	14.97	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MERIDIANI SULPHATES; 	
ACS	66	Egress	2019 MAY 24 00:09:06	2019 MAY 24 00:09:55	2019 MAY 24 00:13:41	275.00	-138.28	-139.04	-142.68	29.20	31.13	39.38	5.50	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MERIDIANI SULPHATES; 	
NOMAD	67	Ingress	2019 MAY 24 01:26:49	2019 MAY 24 01:30:53	2019 MAY 24 01:31:44	295.00	0.98	-16.56	-22.42	-65.78	-73.07	-74.43	14.98	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	67	Egress	2019 MAY 24 02:07:06	2019 MAY 24 02:07:54	2019 MAY 24 02:11:40	274.00	-167.12	-167.87	-171.52	29.60	31.49	39.70	5.49	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	68	Ingress	2019 MAY 24 03:24:45	2019 MAY 24 03:28:49	2019 MAY 24 03:29:39	294.00	-27.87	-45.42	-51.14	-65.85	-73.09	-74.41	14.97	14	-	-	-		
N/A	68	Egress	2019 MAY 24 04:05:07	2019 MAY 24 04:05:55	2019 MAY 24 04:09:40	273.00	164.02	163.27	159.61	30.04	31.92	40.05	5.48	14	-	-	-		
NOMAD	69	Ingress	2019 MAY 24 05:22:40	2019 MAY 24 05:26:43	2019 MAY 24 05:27:33	293.00	-56.75	-74.26	-79.98	-65.95	-73.11	-74.43	14.96	1	Nominal Science 1xCO2 HA02; Nominal Science 1xCO2 LA02	Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	69	Egress	2019 MAY 24 06:03:05	2019 MAY 24 06:03:53	2019 MAY 24 06:07:37	272.00	135.17	134.42	130.76	30.47	32.33	40.39	5.47	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	70	Ingress	2019 MAY 24 07:20:30	2019 MAY 24 07:24:32	2019 MAY 24 07:25:22	292.00	-85.56	-102.98	-108.67	-66.01	-73.10	-74.41	14.96	14	-	-	-		
ACS	70	Egress	2019 MAY 24 08:00:59	2019 MAY 24 08:01:47	2019 MAY 24 08:05:30	271.00	106.36	105.60	101.95	30.83	32.69	40.67	5.47	14	-	-	-		
NOMAD	71	Ingress	2019 MAY 24 09:18:19	2019 MAY 24 09:22:20	2019 MAY 24 09:23:10	291.00	-114.25	-131.44	-137.07	-66.00	-73.03	-74.34	14.97	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	71	Egress	2019 MAY 24 09:58:52	2019 MAY 24 09:59:40	2019 MAY 24 10:03:21	269.00	77.58	76.82	73.19	31.13	32.98	40.85	5.46	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
