Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	15	Nightside	2019 MAY 18 15:37:10	2019 MAY 18 16:06:27	2019 MAY 18 16:35:45	3515.45	116.44	-102.22	-77.88	-38.81	-46.03	38.99	125.49	3.29	17	-	-	COP row -1: UVIS off		
1	15	Dayside	2019 MAY 18 16:35:45	2019 MAY 18 17:05:25	2019 MAY 18 17:35:05	3559.60	-77.88	62.81	87.62	38.99	46.84	-39.14	54.46	15.25	17	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0	&daysideMatch:NILI FOSSAE; 	
2	15	Nightside	2019 MAY 18 17:35:05	2019 MAY 18 18:04:22	2019 MAY 18 18:33:39	3514.55	87.62	-130.96	-106.68	-39.14	-45.74	39.27	125.64	3.29	1	-	-	-		
2	15	Dayside	2019 MAY 18 18:33:39	2019 MAY 18 19:03:18	2019 MAY 18 19:32:58	3558.53	-106.68	34.02	58.83	39.27	46.54	-39.40	54.26	15.24	1	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
3	15	Nightside	2019 MAY 18 19:32:58	2019 MAY 18 20:02:16	2019 MAY 18 20:31:35	3516.87	58.83	-159.79	-135.48	-39.40	-45.47	39.52	125.85	3.28	14	-	-	-		
3	15	Dayside	2019 MAY 18 20:31:35	2019 MAY 18 21:01:15	2019 MAY 18 21:30:55	3560.08	-135.48	5.15	30.03	39.52	46.27	-39.65	54.03	15.23	14	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
4	15	Nightside	2019 MAY 18 21:30:55	2019 MAY 18 22:00:14	2019 MAY 18 22:29:33	3518.01	30.03	171.33	-164.30	-39.65	-45.18	39.80	126.09	3.27	1	-	-	-		
4	15	Dayside	2019 MAY 18 22:29:33	2019 MAY 18 22:59:14	2019 MAY 18 23:28:55	3562.40	-164.30	-23.69	1.20	39.80	45.97	-39.94	53.81	15.22	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
5	15	Nightside	2019 MAY 18 23:28:55	2019 MAY 18 23:58:14	2019 MAY 19 00:27:32	3517.36	1.20	142.49	166.87	-39.94	-44.88	40.12	126.30	3.26	14	-	-	-		
5	15	Dayside	2019 MAY 19 00:27:32	2019 MAY 19 00:57:14	2019 MAY 19 01:26:56	3563.54	166.87	-52.46	-27.65	40.12	45.64	-40.29	53.63	15.22	14	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
6	15	Nightside	2019 MAY 19 01:26:56	2019 MAY 19 01:56:14	2019 MAY 19 02:25:32	3516.28	-27.65	113.70	138.02	-40.29	-44.59	40.46	126.47	3.26	1	-	-	-		
6	15	Dayside	2019 MAY 19 02:25:32	2019 MAY 19 02:55:13	2019 MAY 19 03:24:55	3562.38	138.02	-81.20	-56.50	40.46	45.30	-40.65	53.46	15.22	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
7	15	Nightside	2019 MAY 19 03:24:55	2019 MAY 19 03:54:12	2019 MAY 19 04:23:30	3515.18	-56.50	84.97	109.18	-40.65	-44.28	40.80	126.62	3.25	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
