THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, H2O 2SUBD 01, 167
2, HDO H2O 2SUBD 01, 169
4, HDO CO 3SUBD 01, 167
6, AER H2Oi 3SUBD 01, 169
15, CH4 3SUBD 01, 168
16, CO 2SUBD 02, 167
18, Nominal 6SUBD 01, 168
24, CO 2SUBD 02, 167
27, HDO H2O 2SUBD 01, 169
29, H2O 2SUBD 01, 167
30, HDO H2O 2SUBD 01, 169
33, HDO CO 3SUBD 01, 167
35, AER H2Oi 3SUBD 01, 169
38, CH4 3SUBD 01, 168
40, CO 2SUBD 02, 167
42, Nominal 6SUBD 01, 168
48, CO 2SUBD 02, 167
51, HDO H2O 2SUBD 01, 169
52, H2O 2SUBD 01, 167
54, HDO H2O 2SUBD 01, 169
56, HDO CO 3SUBD 01, 167
62, AER H2Oi 3SUBD 01, 169
68, CH4 3SUBD 01, 168
69, CO 2SUBD 02, 167
73, Nominal 6SUBD 01, 168
77, CO 2SUBD 02, 167
78, HDO H2O 2SUBD 01, 169
81, H2O 2SUBD 01, 167
83, HDO H2O 2SUBD 01, 169
84, HDO CO 3SUBD 01, 167
87, AER H2Oi 3SUBD 01, 169
93, CH4 3SUBD 01, 168
95, CO 2SUBD 02, 167
96, Nominal 6SUBD 01, 168
99, CO 2SUBD 02, 167
102, HDO H2O 2SUBD 01, 169
103, H2O 2SUBD 01, 167
106, HDO H2O 2SUBD 01, 169
108, HDO CO 3SUBD 01, 167
110, AER H2Oi 3SUBD 01, 169
114, CH4 3SUBD 01, 168
117, CO 2SUBD 02, 167
119, Nominal 6SUBD 01, 168
122, CO 2SUBD 02, 167
123, HDO H2O 2SUBD 01, 169
126, H2O 2SUBD 01, 167
129, HDO H2O 2SUBD 01, 169
130, HDO CO 3SUBD 01, 167
132, AER H2Oi 3SUBD 01, 169
136, CH4 3SUBD 01, 168
138, CO 2SUBD 02, 167
140, Nominal 6SUBD 01, 168
144, CO 2SUBD 02, 167
146, HDO H2O 2SUBD 01, 169
148, H2O 2SUBD 01, 167
151, HDO H2O 2SUBD 01, 169
154, HDO CO 3SUBD 01, 167
155, AER H2Oi 3SUBD 01, 169
159, CH4 3SUBD 01, 168
160, CO 2SUBD 02, 167
163, Nominal 6SUBD 01, 168
167, CO 2SUBD 02, 167
169, HDO H2O 2SUBD 01, 169
170, H2O 2SUBD 01, 167
173, HDO H2O 2SUBD 01, 169
174, HDO CO 3SUBD 01, 167
176, AER H2Oi 3SUBD 01, 169
180, CH4 3SUBD 01, 168
182, CO 2SUBD 02, 167
185, Nominal 6SUBD 01, 168
188, CO 2SUBD 02, 167
191, HDO H2O 2SUBD 01, 169
193, H2O 2SUBD 01, 167
194, HDO H2O 2SUBD 01, 169
197, HDO CO 3SUBD 01, 167
199, AER H2Oi 3SUBD 01, 169
203, CH4 3SUBD 01, 168
205, CO 2SUBD 02, 167
207, Nominal 6SUBD 01, 168
211, CO 2SUBD 02, 167
213, HDO H2O 2SUBD 01, 169
215, H2O 2SUBD 01, 167
217, HDO H2O 2SUBD 01, 169
219, HDO CO 3SUBD 01, 167
222, AER H2Oi 3SUBD 01, 169
225, CH4 3SUBD 01, 168
227, CO 2SUBD 02, 167
229, Nominal 6SUBD 01, 168
232, CO 2SUBD 02, 167
236, HDO H2O 2SUBD 01, 169
238, H2O 2SUBD 01, 167
240, HDO H2O 2SUBD 01, 169
242, HDO CO 3SUBD 01, 167
244, AER H2Oi 3SUBD 01, 169
248, CH4 3SUBD 01, 168
250, CO 2SUBD 02, 167
252, Nominal 6SUBD 01, 168
255, CO 2SUBD 02, 167
258, HDO H2O 2SUBD 01, 169
260, H2O 2SUBD 01, 167
262, HDO H2O 2SUBD 01, 169
264, HDO CO 3SUBD 01, 167
266, AER H2Oi 3SUBD 01, 169
270, CH4 3SUBD 01, 168
272, CO 2SUBD 02, 167
274, Nominal 6SUBD 01, 168
278, CO 2SUBD 02, 167
280, HDO H2O 2SUBD 01, 169
282, H2O 2SUBD 01, 167
284, HDO H2O 2SUBD 01, 169
286, HDO CO 3SUBD 01, 167
288, AER H2Oi 3SUBD 01, 169
292, CH4 3SUBD 01, 168
294, CO 2SUBD 02, 167
296, Nominal 6SUBD 01, 168
300, CO 2SUBD 02, 167
302, HDO H2O 2SUBD 01, 169
304, H2O 2SUBD 01, 167
306, HDO H2O 2SUBD 01, 169
308, HDO CO 3SUBD 01, 167
310, AER H2Oi 3SUBD 01, 169
314, CH4 3SUBD 01, 168
316, CO 2SUBD 02, 167
318, Nominal 6SUBD 01, 168
322, CO 2SUBD 02, 167
324, HDO H2O 2SUBD 01, 169
326, H2O 2SUBD 01, 167
328, HDO H2O 2SUBD 01, 169
330, HDO CO 3SUBD 01, 167
332, AER H2Oi 3SUBD 01, 169
336, CH4 3SUBD 01, 168
338, CO 2SUBD 02, 167
340, Nominal 6SUBD 01, 168
