S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2020 SEP 12 12:06:00,-72.7222,112.3367,250.5578,15.5856,55.8298,2.6812e-14,55.8298
TGO,2020 SEP 12 11:54:00,-71.7731,115.9056,380.5084,15.6292,55.5728,0.41941,55.6292

MRO,2020 SEP 12 17:42:00,-73.8536,31.0433,251.2674,15.6136,56.4695,2.4688e-14,56.4695
TGO,2020 SEP 12 17:48:00,-71.4777,31.0699,379.4788,15.7128,55.8049,0.42345,55.8665

MRO,2020 SEP 15 11:09:00,-68.5227,152.9754,249.8967,15.4119,53.2237,4.1378e-14,53.2237
TGO,2020 SEP 15 10:39:00,-71.1586,156.7253,380.8804,15.1753,53.5228,0.4085,53.5569

MRO,2020 SEP 17 06:09:00,-66.8068,-115.0052,249.8558,15.3767,52.3293,2.736e-14,52.3293
TGO,2020 SEP 17 05:54:00,-69.3296,-114.0848,379.8111,15.195,52.6987,1.0287,53.7203

MRO,2020 SEP 17 11:45:00,-68.4106,163.4916,249.9096,15.3908,53.1566,6.853e-14,53.1566
TGO,2020 SEP 17 11:48:00,-68.6166,161.6401,380.8771,15.3161,52.9003,0.43559,52.9349

MRO,2020 SEP 19 01:09:00,-64.9822,-23.444,252.3046,15.3114,51.2257,7.9514e-15,51.2257
TGO,2020 SEP 19 01:09:00,-66.9431,-24.7092,380.828,15.2272,51.7133,0.95046,52.6309

MRO,2020 SEP 23 19:12:00,-58.6955,110.4216,251.2857,15.1856,47.9363,7.9514e-15,47.9363
TGO,2020 SEP 23 19:12:00,-56.0435,111.4808,380.4716,15.2561,47.4212,0.73302,46.9618

MRO,2020 SEP 25 03:00:00,-53.3557,5.2748,252.6238,15.1117,45.3609,9.0747e-15,45.3609
TGO,2020 SEP 25 02:39:00,-54.4101,9.3875,379.9709,15.0453,45.2217,1.0122,46.2166

MRO,2020 SEP 25 12:21:00,-52.3687,-131.2613,251.4412,15.1053,44.9768,1.4918e-14,44.9768
TGO,2020 SEP 25 12:30:00,-50.4973,-132.3457,379.975,15.1789,45.0108,0.55383,45.0585

MRO,2020 SEP 25 16:06:00,-50.2273,173.5904,251.1177,15.0769,44.0136,4.5427e-14,44.0136
TGO,2020 SEP 25 16:27:00,-46.9576,171.3601,381.7274,15.2686,44.9318,2.0791,47.0107

MRO,2020 SEP 26 20:09:00,-47.9551,123.9409,251.6362,15.055,43.1713,3.0005e-14,43.1713
TGO,2020 SEP 26 19:57:00,-49.2443,124.993,380.1881,14.9306,42.4214,0.55056,42.4544

MRO,2020 SEP 26 23:54:00,-45.421,69.0161,250.877,15.0414,42.3532,1.0356e-13,42.3532
TGO,2020 SEP 26 23:54:00,-45.9539,69.4392,379.2232,15.0694,42.773,2.6527,40.1566

MRO,2020 SEP 28 09:36:00,-34.7107,-63.8771,252.9166,14.9667,39.8558,4.5539e-14,39.8558
TGO,2020 SEP 28 09:21:00,-38.4624,-59.872,381.6112,14.9903,40.5069,1.0564,39.5224

MRO,2020 SEP 28 11:27:00,-38.3048,-90.5858,251.7675,14.9858,40.4361,2.6228e-14,40.4361
TGO,2020 SEP 28 11:18:00,-41.0107,-89.9981,380.5016,14.8789,39.6873,0.49494,40.1501

MRO,2020 SEP 28 13:21:00,-32.1297,-118.7608,253.6477,14.9558,39.6368,6.265e-14,39.6368
TGO,2020 SEP 28 13:18:00,-34.7454,-117.0242,380.8397,15.0231,40.5546,3.9091,44.4185

MRO,2020 SEP 28 15:12:00,-35.7287,-145.5473,253.8843,14.9697,39.977,5.3316e-14,39.977
