Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2023 AUG 05 14:53:48,2023 AUG 05 16:51:24,7056,2023 AUG 05 14:51:48,2023 AUG 05 15:50:05,3497,2023 AUG 05 15:50:06,2023 AUG 05 16:49:24,3558,77.8256,2023 AUG 05 16:19:39
3,3,2,2023 AUG 05 16:51:25,2023 AUG 05 18:49:03,7058,2023 AUG 05 16:49:25,2023 AUG 05 17:47:43,3498,2023 AUG 05 17:47:44,2023 AUG 05 18:47:03,3559,77.7069,2023 AUG 05 18:17:17
3,3,3,2023 AUG 05 18:49:04,2023 AUG 05 20:46:41,7057,2023 AUG 05 18:47:04,2023 AUG 05 19:45:24,3500,2023 AUG 05 19:45:25,2023 AUG 05 20:44:41,3556,77.5626,2023 AUG 05 20:14:57
3,3,4,2023 AUG 05 20:46:42,2023 AUG 05 22:44:19,7057,2023 AUG 05 20:44:42,2023 AUG 05 21:43:04,3502,2023 AUG 05 21:43:05,2023 AUG 05 22:42:19,3554,77.4127,2023 AUG 05 22:12:35
3,3,5,2023 AUG 05 22:44:20,2023 AUG 06 00:41:54,7054,2023 AUG 05 22:42:20,2023 AUG 05 23:40:39,3499,2023 AUG 05 23:40:40,2023 AUG 06 00:39:54,3554,77.2978,2023 AUG 06 00:10:09
3,3,6,2023 AUG 06 00:41:55,2023 AUG 06 02:39:28,7053,2023 AUG 06 00:39:55,2023 AUG 06 01:38:12,3497,2023 AUG 06 01:38:13,2023 AUG 06 02:37:28,3555,77.2361,2023 AUG 06 02:07:43
3,3,7,2023 AUG 06 02:39:29,2023 AUG 06 04:37:05,7056,2023 AUG 06 02:37:29,2023 AUG 06 03:35:51,3502,2023 AUG 06 03:35:52,2023 AUG 06 04:35:05,3553,77.147,2023 AUG 06 04:05:21
3,3,8,2023 AUG 06 04:37:06,2023 AUG 06 06:34:46,7060,2023 AUG 06 04:35:06,2023 AUG 06 05:33:30,3504,2023 AUG 06 05:33:31,2023 AUG 06 06:32:46,3555,77.0062,2023 AUG 06 06:03:02
3,3,9,2023 AUG 06 06:34:47,2023 AUG 06 08:32:28,7061,2023 AUG 06 06:32:47,2023 AUG 06 07:31:10,3503,2023 AUG 06 07:31:11,2023 AUG 06 08:30:28,3557,76.8311,2023 AUG 06 08:00:43
3,3,10,2023 AUG 06 08:32:29,2023 AUG 06 10:30:09,7060,2023 AUG 06 08:30:29,2023 AUG 06 09:28:50,3501,2023 AUG 06 09:28:51,2023 AUG 06 10:28:09,3558,76.6623,2023 AUG 06 09:58:23
3,3,11,2023 AUG 06 10:30:10,2023 AUG 06 12:27:44,7054,2023 AUG 06 10:28:10,2023 AUG 06 11:26:29,3499,2023 AUG 06 11:26:30,2023 AUG 06 12:25:44,3554,76.5389,2023 AUG 06 11:56:00
3,3,12,2023 AUG 06 12:27:45,2023 AUG 06 14:25:20,7055,2023 AUG 06 12:25:45,2023 AUG 06 13:24:06,3501,2023 AUG 06 13:24:07,2023 AUG 06 14:23:20,3553,76.4465,2023 AUG 06 13:53:35
3,3,13,2023 AUG 06 14:25:21,2023 AUG 06 16:23:00,7059,2023 AUG 06 14:23:21,2023 AUG 06 15:21:43,3502,2023 AUG 06 15:21:44,2023 AUG 06 16:21:00,3556,76.3298,2023 AUG 06 15:51:14
3,3,14,2023 AUG 06 16:23:01,2023 AUG 06 18:20:42,7061,2023 AUG 06 16:21:01,2023 AUG 06 17:19:24,3503,2023 AUG 06 17:19:25,2023 AUG 06 18:18:42,3557,76.1862,2023 AUG 06 17:48:55
3,3,15,2023 AUG 06 18:20:43,2023 AUG 06 20:18:25,7062,2023 AUG 06 18:18:43,2023 AUG 06 19:17:09,3506,2023 AUG 06 19:17:10,2023 AUG 06 20:16:25,3555,76.0228,2023 AUG 06 19:46:39
3,3,16,2023 AUG 06 20:18:26,2023 AUG 06 22:16:08,7062,2023 AUG 06 20:16:26,2023 AUG 06 21:14:53,3507,2023 AUG 06 21:14:54,2023 AUG 06 22:14:08,3554,75.8439,2023 AUG 06 21:44:22
3,3,17,2023 AUG 06 22:16:09,2023 AUG 07 00:13:48,7059,2023 AUG 06 22:14:09,2023 AUG 06 23:12:35,3506,2023 AUG 06 23:12:36,2023 AUG 07 00:11:48,3552,75.6767,2023 AUG 06 23:42:03
3,3,18,2023 AUG 07 00:13:49,2023 AUG 07 02:11:26,7057,2023 AUG 07 00:11:49,2023 AUG 07 01:10:12,3503,2023 AUG 07 01:10:13,2023 AUG 07 02:09:26,3553,75.5591,2023 AUG 07 01:39:40
3,3,19,2023 AUG 07 02:11:27,2023 AUG 07 04:09:06,7059,2023 AUG 07 02:09:27,2023 AUG 07 03:07:52,3505,2023 AUG 07 03:07:53,2023 AUG 07 04:07:06,3553,75.4529,2023 AUG 07 03:37:21
3,3,20,2023 AUG 07 04:09:07,2023 AUG 07 06:06:49,7062,2023 AUG 07 04:07:07,2023 AUG 07 05:05:36,3509,2023 AUG 07 05:05:37,2023 AUG 07 06:04:49,3552,75.3021,2023 AUG 07 05:35:05
3,3,21,2023 AUG 07 06:06:50,2023 AUG 07 08:04:35,7065,2023 AUG 07 06:04:50,2023 AUG 07 07:03:20,3510,2023 AUG 07 07:03:21,2023 AUG 07 08:02:35,3554,75.1097,2023 AUG 07 07:32:50
3,3,22,2023 AUG 07 08:04:36,2023 AUG 07 10:02:21,7065,2023 AUG 07 08:02:36,2023 AUG 07 09:01:04,3508,2023 AUG 07 09:01:05,2023 AUG 07 10:00:21,3556,74.9101,2023 AUG 07 09:30:34
3,3,23,2023 AUG 07 10:02:22,2023 AUG 07 12:00:03,7061,2023 AUG 07 10:00:22,2023 AUG 07 10:58:47,3505,2023 AUG 07 10:58:48,2023 AUG 07 11:58:03,3555,74.7378,2023 AUG 07 11:28:16
3,3,24,2023 AUG 07 12:00:04,2023 AUG 07 13:57:41,7057,2023 AUG 07 11:58:04,2023 AUG 07 12:56:29,3505,2023 AUG 07 12:56:30,2023 AUG 07 13:55:41,3551,74.6089,2023 AUG 07 13:25:56
3,3,25,2023 AUG 07 13:57:42,2023 AUG 07 15:55:23,7061,2023 AUG 07 13:55:42,2023 AUG 07 14:54:08,3506,2023 AUG 07 14:54:09,2023 AUG 07 15:53:23,3554,74.4743,2023 AUG 07 15:23:36
3,3,26,2023 AUG 07 15:55:24,2023 AUG 07 17:53:08,7064,2023 AUG 07 15:53:24,2023 AUG 07 16:51:51,3507,2023 AUG 07 16:51:52,2023 AUG 07 17:51:08,3556,74.3157,2023 AUG 07 17:21:20
3,3,27,2023 AUG 07 17:53:09,2023 AUG 07 19:50:54,7065,2023 AUG 07 17:51:09,2023 AUG 07 18:49:37,3508,2023 AUG 07 18:49:38,2023 AUG 07 19:48:54,3556,74.137,2023 AUG 07 19:19:06
3,3,28,2023 AUG 07 19:50:55,2023 AUG 07 21:48:40,7065,2023 AUG 07 19:48:55,2023 AUG 07 20:47:26,3511,2023 AUG 07 20:47:27,2023 AUG 07 21:46:40,3553,73.9406,2023 AUG 07 21:16:53
3,3,29,2023 AUG 07 21:48:41,2023 AUG 07 23:46:25,7064,2023 AUG 07 21:46:41,2023 AUG 07 22:45:12,3511,2023 AUG 07 22:45:13,2023 AUG 07 23:44:25,3552,73.7455,2023 AUG 07 23:14:39
3,3,30,2023 AUG 07 23:46:26,2023 AUG 08 01:44:06,7060,2023 AUG 07 23:44:26,2023 AUG 08 00:42:54,3508,2023 AUG 08 00:42:55,2023 AUG 08 01:42:06,3551,73.585,2023 AUG 08 01:12:20
3,3,31,2023 AUG 08 01:44:07,2023 AUG 08 03:41:48,7061,2023 AUG 08 01:42:07,2023 AUG 08 02:40:34,3507,2023 AUG 08 02:40:35,2023 AUG 08 03:39:48,3553,73.4626,2023 AUG 08 03:10:01
3,3,32,2023 AUG 08 03:41:49,2023 AUG 08 05:39:33,7064,2023 AUG 08 03:39:49,2023 AUG 08 04:38:20,3511,2023 AUG 08 04:38:21,2023 AUG 08 05:37:33,3552,73.3098,2023 AUG 08 05:07:47
3,3,33,2023 AUG 08 05:39:34,2023 AUG 08 07:37:21,7067,2023 AUG 08 05:37:34,2023 AUG 08 06:36:07,3513,2023 AUG 08 06:36:08,2023 AUG 08 07:35:21,3553,73.1138,2023 AUG 08 07:05:35
3,3,34,2023 AUG 08 07:37:22,2023 AUG 08 09:35:10,7068,2023 AUG 08 07:35:22,2023 AUG 08 08:33:54,3512,2023 AUG 08 08:33:55,2023 AUG 08 09:33:10,3555,72.896,2023 AUG 08 09:03:23
3,3,35,2023 AUG 08 09:35:11,2023 AUG 08 11:32:56,7065,2023 AUG 08 09:33:11,2023 AUG 08 10:31:41,3510,2023 AUG 08 10:31:42,2023 AUG 08 11:30:56,3554,72.6929,2023 AUG 08 11:01:09
3,3,36,2023 AUG 08 11:32:57,2023 AUG 08 13:30:38,7061,2023 AUG 08 11:30:57,2023 AUG 08 12:29:26,3509,2023 AUG 08 12:29:27,2023 AUG 08 13:28:38,3551,72.5301,2023 AUG 08 12:58:52
3,3,37,2023 AUG 08 13:30:39,2023 AUG 08 15:28:20,7061,2023 AUG 08 13:28:39,2023 AUG 08 14:27:09,3510,2023 AUG 08 14:27:10,2023 AUG 08 15:26:20,3550,72.3838,2023 AUG 08 14:56:34
3,3,38,2023 AUG 08 15:28:21,2023 AUG 08 17:26:07,7066,2023 AUG 08 15:26:21,2023 AUG 08 16:24:52,3511,2023 AUG 08 16:24:53,2023 AUG 08 17:24:07,3554,72.215,2023 AUG 08 16:54:19
3,3,39,2023 AUG 08 17:26:08,2023 AUG 08 19:23:56,7068,2023 AUG 08 17:24:08,2023 AUG 08 18:22:40,3512,2023 AUG 08 18:22:41,2023 AUG 08 19:21:56,3555,72.0259,2023 AUG 08 18:52:08
3,3,40,2023 AUG 08 19:23:57,2023 AUG 08 21:21:45,7068,2023 AUG 08 19:21:57,2023 AUG 08 20:20:31,3514,2023 AUG 08 20:20:32,2023 AUG 08 21:19:45,3553,71.8232,2023 AUG 08 20:49:58
3,3,41,2023 AUG 08 21:21:46,2023 AUG 08 23:19:33,7067,2023 AUG 08 21:19:46,2023 AUG 08 22:18:22,3516,2023 AUG 08 22:18:23,2023 AUG 08 23:17:33,3550,71.6143,2023 AUG 08 22:47:47
3,3,42,2023 AUG 08 23:19:34,2023 AUG 09 01:17:19,7065,2023 AUG 08 23:17:34,2023 AUG 09 00:16:08,3514,2023 AUG 09 00:16:09,2023 AUG 09 01:15:19,3550,71.4189,2023 AUG 09 00:45:32
3,3,43,2023 AUG 09 01:17:20,2023 AUG 09 03:15:02,7062,2023 AUG 09 01:15:20,2023 AUG 09 02:13:50,3510,2023 AUG 09 02:13:51,2023 AUG 09 03:13:02,3551,71.2633,2023 AUG 09 02:43:15
3,3,44,2023 AUG 09 03:15:03,2023 AUG 09 05:12:48,7065,2023 AUG 09 03:13:03,2023 AUG 09 04:11:37,3514,2023 AUG 09 04:11:38,2023 AUG 09 05:10:48,3550,71.1096,2023 AUG 09 04:41:02
3,3,45,2023 AUG 09 05:12:49,2023 AUG 09 07:10:38,7069,2023 AUG 09 05:10:49,2023 AUG 09 06:09:25,3516,2023 AUG 09 06:09:26,2023 AUG 09 07:08:38,3552,70.9166,2023 AUG 09 06:38:51
3,3,46,2023 AUG 09 07:10:39,2023 AUG 09 09:08:29,7070,2023 AUG 09 07:08:39,2023 AUG 09 08:07:15,3516,2023 AUG 09 08:07:16,2023 AUG 09 09:06:29,3553,70.692,2023 AUG 09 08:36:42
3,3,47,2023 AUG 09 09:08:30,2023 AUG 09 11:06:19,7069,2023 AUG 09 09:06:30,2023 AUG 09 10:05:04,3514,2023 AUG 09 10:05:05,2023 AUG 09 11:04:19,3554,70.4689,2023 AUG 09 10:34:31
