Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,89,25513,0,0,0,1,0,2023 AUG 12 20:01:06,2023 AUG 12 20:23:43,2023 AUG 12 20:01:16,2023 AUG 12 20:23:43,N/A,N/A,2023 AUG 12 20:11:16,2023 AUG 12 20:23:43,2023 AUG 12 20:23:13,-61.9207,65.8505,2023 AUG 12 20:11:46,-36.0889,27.9961,2023 AUG 12 20:14:27,62.1269,753,7.2556,103.7556,72.187,N/A,135.313,207.0974,10,640,801,30,30,1347,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,747,300,784,1400002C000A028003211E1E05430301000D000D00000000000000000000000000000000026202EB012C0310
1,1,2,0,90,25514,0,0,0,1,0,2023 AUG 12 21:59:21,2023 AUG 12 22:21:43,2023 AUG 12 21:59:31,2023 AUG 12 22:21:43,N/A,N/A,2023 AUG 12 22:09:31,2023 AUG 12 22:21:43,2023 AUG 12 22:21:13,-61.9747,37.34,2023 AUG 12 22:10:01,-37.0332,-0.35405,2023 AUG 12 22:12:36,61.8922,796,7.2839,103.7926,70.7673,N/A,132.5958,202.9689,10,640,795,30,30,1332,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,732,300,748,1400002C000A0280031B1E1E05340301000D000D00000000000000000000000000000000026202DC012C02EC
1,1,3,0,92,25516,0,0,0,1,0,2023 AUG 13 01:55:47,2023 AUG 13 02:17:41,2023 AUG 13 01:55:57,2023 AUG 13 02:17:41,N/A,N/A,2023 AUG 13 02:05:57,2023 AUG 13 02:17:41,2023 AUG 13 02:17:11,-62.2349,-19.0179,2023 AUG 13 02:06:27,-38.7235,-56.0412,2023 AUG 13 02:08:50,61.4425,882,7.4067,103.8666,68.1173,N/A,127.5239,195.2622,10,640,783,30,30,1304,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,704,300,680,1400002C000A0280030F1E1E05180301000D000D00000000000000000000000000000000026202C0012C02A8
1,1,4,0,94,25518,0,0,0,1,0,2023 AUG 13 05:51:51,2023 AUG 13 06:13:24,2023 AUG 13 05:52:01,2023 AUG 13 06:13:24,N/A,N/A,2023 AUG 13 06:02:01,2023 AUG 13 06:13:24,2023 AUG 13 06:12:54,-62.1035,-76.9753,2023 AUG 13 06:02:31,-39.7208,-113.3231,2023 AUG 13 06:04:47,61.0581,938,7.4175,103.9406,66.1299,N/A,123.7199,189.4822,10,640,776,30,30,1283,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,683,300,631,1400002C000A028003081E1E05030301000D000D00000000000000000000000000000000026202AB012C0277
1,1,5,0,95,25519,0,0,0,1,0,2023 AUG 13 07:49:59,2023 AUG 13 08:11:20,2023 AUG 13 07:50:09,2023 AUG 13 08:11:20,N/A,N/A,2023 AUG 13 08:00:09,2023 AUG 13 08:11:20,2023 AUG 13 08:10:50,-62.0753,-105.8101,2023 AUG 13 08:00:39,-40.0538,-141.223,2023 AUG 13 08:02:50,60.8365,970,7.4739,103.9776,64.9942,N/A,121.5462,186.1793,10,640,771,30,30,1271,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,671,300,857,1400002C000A028003031E1E04F70301000D000D000000000000000000000000000000000262029F012C0359
1,1,6,0,98,25522,0,0,0,1,0,2023 AUG 13 13:44:30,2023 AUG 13 14:05:21,2023 AUG 13 13:44:40,2023 AUG 13 14:05:21,N/A,N/A,2023 AUG 13 13:54:40,2023 AUG 13 14:05:21,2023 AUG 13 14:04:51,-62.4428,169.5797,2023 AUG 13 13:55:10,-42.4191,133.9694,2023 AUG 13 13:57:11,60.1536,1073,7.5711,104.0886,62.1549,N/A,116.1119,177.9222,10,640,761,30,30,1241,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,641,300,1042,1400002C000A028002F91E1E04D90301000D000D0000000000000000000000000000000002620281012C0412
1,1,7,0,100,25524,0,0,0,1,0,2023 AUG 13 17:40:26,2023 AUG 13 18:01:00,2023 AUG 13 17:40:36,2023 AUG 13 18:01:00,N/A,N/A,2023 AUG 13 17:50:36,2023 AUG 13 18:01:00,2023 AUG 13 18:00:30,-62.2761,111.4615,2023 AUG 13 17:51:06,-42.9496,76.9279,2023 AUG 13 17:53:02,59.7614,1115,7.5958,104.1625,60.546,N/A,113.0325,173.2432,10,640,756,30,30,1224,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,624,300,1003,1400002C000A028002F41E1E04C80301000D000D0000000000000000000000000000000002620270012C03EB
1,1,8,0,101,25525,0,0,0,1,0,2023 AUG 13 19:38:32,2023 AUG 13 19:58:59,2023 AUG 13 19:38:42,2023 AUG 13 19:58:59,N/A,N/A,2023 AUG 13 19:48:42,2023 AUG 13 19:58:59,2023 AUG 13 19:58:29,-62.2893,82.7894,2023 AUG 13 19:49:12,-43.1009,48.9789,2023 AUG 13 19:51:06,59.5518,1137,7.6483,104.1995,59.8835,N/A,111.7645,171.3165,10,640,754,30,30,1217,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,617,300,987,1400002C000A028002F21E1E04C10301000D000D0000000000000000000000000000000002620269012C03DB
1,1,9,0,103,25527,0,0,0,1,0,2023 AUG 13 23:34:46,2023 AUG 13 23:54:59,2023 AUG 13 23:34:56,2023 AUG 13 23:54:59,N/A,N/A,2023 AUG 13 23:44:56,2023 AUG 13 23:54:59,2023 AUG 13 23:54:29,-62.4077,25.842,2023 AUG 13 23:45:26,-44.3082,-8.2316,2023 AUG 13 23:47:16,59.085,1186,7.6664,104.2735,58.5585,N/A,109.2285,167.4632,10,640,750,30,30,1203,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,603,300,955,1400002C000A028002EE1E1E04B30301000D000D000000000000000000000000000000000262025B012C03BB
1,1,10,0,105,25529,0,0,0,1,0,2023 AUG 14 03:30:52,2023 AUG 14 03:50:51,2023 AUG 14 03:31:02,2023 AUG 14 03:50:51,N/A,N/A,2023 AUG 14 03:41:02,2023 AUG 14 03:50:51,2023 AUG 14 03:50:21,-62.5527,-30.9403,2023 AUG 14 03:41:32,-45.0762,-64.3785,2023 AUG 14 03:43:17,58.658,1234,7.7533,104.3475,57.2335,N/A,106.6926,163.6098,10,640,745,30,30,1189,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,589,300,922,1400002C000A028002E91E1E04A50301000D000D000000000000000000000000000000000262024D012C039A
