HCL_01, OCCEG, 12, 79, 145, 299
HCL_01, OCCIN, 30, 47, 67, 100, 115, 131, 161, 177, 193, 208, 236, 268, 324
AER_01, OCCEG, 37, 107, 169, 253
AER_01, OCCIN, 7, 74, 140, 199, 312
ICE_01, OCCEG, 49, 117, 180
ICE_01, OCCIN, 18, 82, 149, 214, 274, 330
NOM_01, OCCEG, 3, 7, 16, 19, 23, 30, 47, 57, 69, 81, 90, 92, 100, 122, 135, 140, 148, 153, 155, 161, 177, 183, 195, 199, 211, 213, 227, 255, 271, 283, 291, 327, 341
NOM_01, OCCIN, 16, 42, 49, 61, 81, 111, 117, 128, 148, 171, 180, 188, 222, 240, 272, 306, 316, 328, 336
