Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	63	Nightside	2023 JAN 21 14:10:27	2023 JAN 21 14:39:50	2023 JAN 21 15:09:13	3525.60	143.93	168.90	-50.38	59.24	-26.07	-59.17	129.09	20.75	3	-	-	-		
1	63	Dayside	2023 JAN 21 15:09:13	2023 JAN 21 15:38:51	2023 JAN 21 16:08:28	3555.52	-50.38	-25.12	115.18	-59.17	27.52	59.07	51.02	8.78	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off	&daysideMatch:ARGYRE; 	
2	63	Nightside	2023 JAN 21 16:08:28	2023 JAN 21 16:37:50	2023 JAN 21 17:07:12	3523.61	115.18	139.97	-79.12	59.07	-26.25	-59.00	128.87	20.74	1	-	-	-		
2	63	Dayside	2023 JAN 21 17:07:12	2023 JAN 21 17:36:50	2023 JAN 21 18:06:27	3554.89	-79.12	-54.05	86.45	-59.00	27.72	58.95	51.25	8.76	1	-		COP row -1: UVIS off		
3	63	Nightside	2023 JAN 21 18:06:27	2023 JAN 21 18:35:48	2023 JAN 21 19:05:09	3521.92	86.45	111.06	-107.85	58.95	-26.40	-58.87	128.66	20.72	1	-	-	-		
3	63	Dayside	2023 JAN 21 19:05:09	2023 JAN 21 19:34:46	2023 JAN 21 20:04:23	3553.76	-107.85	-82.95	57.73	-58.87	27.89	58.82	51.46	8.75	1	-		COP row -1: UVIS off	&ingressMatch:PERSEVERANCE; 	
4	63	Nightside	2023 JAN 21 20:04:23	2023 JAN 21 20:33:43	2023 JAN 21 21:03:04	3521.39	57.73	82.17	-136.57	58.82	-26.58	-58.72	128.46	20.71	1	-	-	-		
4	63	Dayside	2023 JAN 21 21:03:04	2023 JAN 21 21:32:41	2023 JAN 21 22:02:18	3554.37	-136.57	-111.81	28.98	-58.72	28.07	58.60	51.64	8.74	1	-		COP row -1: UVIS off		
5	63	Nightside	2023 JAN 21 22:02:18	2023 JAN 21 22:31:40	2023 JAN 21 23:01:01	3522.61	28.98	53.34	-165.33	58.60	-26.85	-58.49	128.28	20.70	3	-	-	-		
5	63	Dayside	2023 JAN 21 23:01:01	2023 JAN 21 23:30:40	2023 JAN 22 00:00:18	3557.30	-165.33	-140.65	0.19	-58.49	28.31	58.32	51.81	8.73	3	Surface Ice 4SUBD 01	Science: orders #199, #194, #193, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
