MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2020 JAN 25 17:31:13,2020 JAN 25 17:36:13,2,2
2020 JAN 26 01:25:56,2020 JAN 26 01:29:03,6,6
2020 JAN 26 03:24:09,2020 JAN 26 03:26:45,7,7
2020 JAN 26 19:05:10,2020 JAN 26 19:10:10,15,15
2020 JAN 27 01:02:40,2020 JAN 27 01:05:26,18,18
2020 JAN 27 04:53:38,2020 JAN 27 04:58:38,20,20
2020 JAN 27 10:48:48,2020 JAN 27 10:53:48,23,23
2020 JAN 27 12:45:50,2020 JAN 27 12:50:50,24,24
2020 JAN 27 14:43:36,2020 JAN 27 14:48:36,25,25
2020 JAN 27 18:40:32,2020 JAN 27 18:45:32,27,27
2020 JAN 28 08:26:19,2020 JAN 28 08:31:19,34,34
2020 JAN 28 18:15:02,2020 JAN 28 18:20:02,39,39
2020 JAN 29 06:02:39,2020 JAN 29 06:07:39,45,45
2020 JAN 29 09:57:57,2020 JAN 29 10:02:57,47,47
2020 JAN 29 21:46:42,2020 JAN 29 21:51:42,53,53
2020 JAN 30 15:34:41,2020 JAN 30 15:36:36,62,62
2020 JAN 30 21:21:11,2020 JAN 30 21:26:11,65,65
2020 JAN 31 03:17:14,2020 JAN 31 03:20:14,68,68
2020 JAN 31 15:01:10,2020 JAN 31 15:06:10,74,74
2020 JAN 31 19:02:01,2020 JAN 31 19:02:56,76,76
2020 JAN 31 23:01:00,2020 JAN 31 23:06:00,78,78
2020 FEB 01 04:46:58,2020 FEB 01 04:51:58,81,81
2020 FEB 01 10:43:55,2020 FEB 01 10:48:55,84,84
2020 FEB 01 16:42:31,2020 FEB 01 16:47:31,87,87
2020 FEB 01 20:32:29,2020 FEB 01 20:37:29,89,89
2020 FEB 02 06:22:30,2020 FEB 02 06:27:29,94,94
2020 FEB 02 20:08:16,2020 FEB 02 20:13:16,101,101
2020 FEB 02 22:04:04,2020 FEB 02 22:09:04,102,102
2020 FEB 03 21:40:07,2020 FEB 03 21:45:07,114,114
2020 FEB 04 09:24:51,2020 FEB 04 09:29:51,120,120
2020 FEB 04 11:24:24,2020 FEB 04 11:29:24,121,121
2020 FEB 04 13:23:17,2020 FEB 04 13:28:17,122,122
2020 FEB 05 14:55:36,2020 FEB 05 15:00:36,135,135
2020 FEB 05 18:51:25,2020 FEB 05 18:54:23,137,137
2020 FEB 06 02:49:37,2020 FEB 06 02:54:37,141,141
2020 FEB 06 06:38:13,2020 FEB 06 06:43:13,143,143
2020 FEB 06 16:27:22,2020 FEB 06 16:32:22,148,148
2020 FEB 06 18:29:42,2020 FEB 06 18:34:42,149,149
2020 FEB 08 19:40:39,2020 FEB 08 19:45:39,174,174
2020 FEB 09 01:32:14,2020 FEB 09 01:37:14,177,177
2020 FEB 11 00:41:17,2020 FEB 11 00:46:17,201,201
2020 FEB 12 02:13:27,2020 FEB 12 02:18:27,214,214
2020 FEB 12 04:13:24,2020 FEB 12 04:18:24,215,215
2020 FEB 12 17:53:58,2020 FEB 12 17:58:58,222,222
2020 FEB 13 17:28:14,2020 FEB 13 17:33:14,234,234
2020 FEB 13 19:25:10,2020 FEB 13 19:30:10,235,235
2020 FEB 14 03:21:30,2020 FEB 14 03:26:30,239,239
2020 FEB 15 19:32:16,2020 FEB 15 19:37:16,259,259
2020 FEB 16 05:30:47,2020 FEB 16 05:35:47,264,264
2020 FEB 16 23:09:07,2020 FEB 16 23:14:07,273,273
2020 FEB 17 01:05:59,2020 FEB 17 01:10:59,274,274
2020 FEB 17 08:58:32,2020 FEB 17 09:03:32,278,278
2020 FEB 17 20:41:52,2020 FEB 17 20:46:52,284,284
2020 FEB 18 00:42:00,2020 FEB 18 00:47:00,286,286
2020 FEB 18 06:34:20,2020 FEB 18 06:39:20,289,289
2020 FEB 18 08:31:21,2020 FEB 18 08:33:57,290,290
2020 FEB 19 02:14:19,2020 FEB 19 02:19:19,299,299
2020 FEB 21 05:18:56,2020 FEB 21 05:23:56,325,325
