Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 JUL 10 15:23:28,2021 JUL 10 17:21:21,7073,2021 JUL 10 15:21:28,2021 JUL 10 16:20:05,3517,2021 JUL 10 16:20:06,2021 JUL 10 17:19:21,3555,26.477,2021 JUL 10 16:49:58
1,1,2,2021 JUL 10 17:21:22,2021 JUL 10 19:19:20,7078,2021 JUL 10 17:19:22,2021 JUL 10 18:18:02,3520,2021 JUL 10 18:18:03,2021 JUL 10 19:17:20,3557,26.237,2021 JUL 10 18:47:56
3,3,3,2021 JUL 10 19:19:21,2021 JUL 10 21:17:21,7080,2021 JUL 10 19:17:21,2021 JUL 10 20:16:00,3519,2021 JUL 10 20:16:01,2021 JUL 10 21:15:21,3560,26.0187,2021 JUL 10 20:45:55
1,1,4,2021 JUL 10 21:17:22,2021 JUL 10 23:15:20,7078,2021 JUL 10 21:15:22,2021 JUL 10 22:14:00,3518,2021 JUL 10 22:14:01,2021 JUL 10 23:13:20,3559,25.8201,2021 JUL 10 22:43:54
3,3,5,2021 JUL 10 23:15:21,2021 JUL 11 01:13:17,7076,2021 JUL 10 23:13:21,2021 JUL 11 00:11:58,3517,2021 JUL 11 00:11:59,2021 JUL 11 01:11:17,3558,25.6411,2021 JUL 11 00:41:52
1,1,6,2021 JUL 11 01:13:18,2021 JUL 11 03:11:11,7073,2021 JUL 11 01:11:18,2021 JUL 11 02:09:54,3516,2021 JUL 11 02:09:55,2021 JUL 11 03:09:11,3556,25.4636,2021 JUL 11 02:39:47
3,3,7,2021 JUL 11 03:11:12,2021 JUL 11 05:09:05,7073,2021 JUL 11 03:09:12,2021 JUL 11 04:07:48,3516,2021 JUL 11 04:07:49,2021 JUL 11 05:07:05,3556,25.256,2021 JUL 11 04:37:41
1,1,8,2021 JUL 11 05:09:06,2021 JUL 11 07:07:03,7077,2021 JUL 11 05:07:06,2021 JUL 11 06:05:44,3518,2021 JUL 11 06:05:45,2021 JUL 11 07:05:03,3558,25.0086,2021 JUL 11 06:35:38
3,3,9,2021 JUL 11 07:07:04,2021 JUL 11 09:05:02,7078,2021 JUL 11 07:05:04,2021 JUL 11 08:03:43,3519,2021 JUL 11 08:03:44,2021 JUL 11 09:03:02,3558,24.7725,2021 JUL 11 08:33:37
1,1,10,2021 JUL 11 09:05:03,2021 JUL 11 11:03:01,7078,2021 JUL 11 09:03:03,2021 JUL 11 10:01:43,3520,2021 JUL 11 10:01:44,2021 JUL 11 11:01:01,3557,24.5644,2021 JUL 11 10:31:37
3,3,11,2021 JUL 11 11:03:02,2021 JUL 11 13:00:58,7076,2021 JUL 11 11:01:02,2021 JUL 11 11:59:42,3520,2021 JUL 11 11:59:43,2021 JUL 11 12:58:58,3555,24.3851,2021 JUL 11 12:29:35
1,1,12,2021 JUL 11 13:00:59,2021 JUL 11 14:58:53,7074,2021 JUL 11 12:58:59,2021 JUL 11 13:57:37,3518,2021 JUL 11 13:57:38,2021 JUL 11 14:56:53,3555,24.2146,2021 JUL 11 14:27:30
3,3,13,2021 JUL 11 14:58:54,2021 JUL 11 16:56:46,7072,2021 JUL 11 14:56:54,2021 JUL 11 15:55:31,3517,2021 JUL 11 15:55:32,2021 JUL 11 16:54:46,3554,24.0027,2021 JUL 11 16:25:24
1,1,14,2021 JUL 11 16:56:47,2021 JUL 11 18:54:43,7076,2021 JUL 11 16:54:47,2021 JUL 11 17:53:27,3520,2021 JUL 11 17:53:28,2021 JUL 11 18:52:43,3555,23.7535,2021 JUL 11 18:23:20
1,1,15,2021 JUL 11 18:54:44,2021 JUL 11 20:52:43,7079,2021 JUL 11 18:52:44,2021 JUL 11 19:51:25,3521,2021 JUL 11 19:51:26,2021 JUL 11 20:50:43,3557,23.5217,2021 JUL 11 20:21:19
