Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,8,16199,0,0,0,1,0,2021 JUL 11 05:45:11,2021 JUL 11 06:00:02,2021 JUL 11 05:45:21,2021 JUL 11 06:00:02,N/A,N/A,2021 JUL 11 05:55:21,2021 JUL 11 06:00:02,2021 JUL 11 05:59:32,44.6059,54.0008,2021 JUL 11 05:55:51,39.1864,57.2781,2021 JUL 11 05:56:30,-25.0244,2360,4.4319,70.3986,28.0837,N/A,50.9009,78.8366,10,640,679,30,30,881,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,281,300,750,1400002C000A028002A71E1E03710301000D000D0000000000000000000000000000000002620119012C02EE
1,1,2,0,10,16201,0,0,0,1,0,2021 JUL 11 09:41:13,2021 JUL 11 09:56:03,2021 JUL 11 09:41:23,2021 JUL 11 09:56:03,N/A,N/A,2021 JUL 11 09:51:23,2021 JUL 11 09:56:03,2021 JUL 11 09:55:33,44.997,-3.8316,2021 JUL 11 09:51:53,40.0715,0.18543,2021 JUL 11 09:52:31,-24.5793,2365,4.455,70.4701,27.9891,N/A,50.7197,78.5613,10,640,678,30,30,880,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,280,300,747,1400002C000A028002A61E1E03700301000D000D0000000000000000000000000000000002620118012C02EB
1,1,3,0,12,16203,0,0,0,1,0,2021 JUL 11 13:37:08,2021 JUL 11 13:51:58,2021 JUL 11 13:37:18,2021 JUL 11 13:51:58,N/A,N/A,2021 JUL 11 13:47:18,2021 JUL 11 13:51:58,2021 JUL 11 13:51:28,45.4325,-61.6913,2021 JUL 11 13:47:48,40.2423,-58.3539,2021 JUL 11 13:48:27,-24.2056,2369,4.3794,70.5416,27.9891,N/A,50.7197,78.5613,10,640,679,30,30,880,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,280,300,748,1400002C000A028002A71E1E03700301000D000D0000000000000000000000000000000002620118012C02EC
1,1,4,0,14,16205,0,0,0,1,0,2021 JUL 11 17:32:59,2021 JUL 11 17:47:48,2021 JUL 11 17:33:09,2021 JUL 11 17:47:48,N/A,N/A,2021 JUL 11 17:43:09,2021 JUL 11 17:47:48,2021 JUL 11 17:47:18,45.7471,-119.4157,2021 JUL 11 17:43:39,40.5601,-116.3143,2021 JUL 11 17:44:18,-23.7774,2373,4.3417,70.6131,27.8944,N/A,50.5386,78.2861,10,640,679,30,30,879,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,279,300,746,1400002C000A028002A71E1E036F0301000D000D0000000000000000000000000000000002620117012C02EA
1,1,5,0,22,16213,0,0,0,1,0,2021 JUL 12 09:16:48,2021 JUL 12 09:31:33,2021 JUL 12 09:16:58,2021 JUL 12 09:31:33,N/A,N/A,2021 JUL 12 09:26:58,2021 JUL 12 09:31:33,2021 JUL 12 09:31:03,47.2021,9.3196,2021 JUL 12 09:27:28,43.1339,13.6833,2021 JUL 12 09:28:05,-22.0582,2388,4.32,70.8992,27.5159,N/A,49.814,77.1852,10,640,677,30,30,875,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,275,300,736,1400002C000A028002A51E1E036B0301000D000D0000000000000000000000000000000002620113012C02E0
1,1,6,0,24,16215,0,0,0,1,0,2021 JUL 12 13:12:44,2021 JUL 12 13:27:28,2021 JUL 12 13:12:54,2021 JUL 12 13:27:28,N/A,N/A,2021 JUL 12 13:22:54,2021 JUL 12 13:27:28,2021 JUL 12 13:26:58,47.6007,-48.5485,2021 JUL 12 13:23:24,43.3142,-44.8402,2021 JUL 12 13:24:01,-21.663,2392,4.2461,70.9707,27.4212,N/A,49.6329,76.9099,10,640,677,30,30,874,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,274,300,734,1400002C000A028002A51E1E036A0301000D000D0000000000000000000000000000000002620112012C02DE
1,1,7,0,26,16217,0,0,0,1,0,2021 JUL 12 17:08:34,2021 JUL 12 17:23:17,2021 JUL 12 17:08:44,2021 JUL 12 17:23:17,N/A,N/A,2021 JUL 12 17:18:44,2021 JUL 12 17:23:17,2021 JUL 12 17:22:47,47.9165,-106.3071,2021 JUL 12 17:19:14,43.6146,-102.8533,2021 JUL 12 17:19:51,-21.2588,2395,4.2044,71.0422,27.3266,N/A,49.4517,76.6347,10,640,677,30,30,873,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,273,300,732,1400002C000A028002A51E1E03690301000D000D0000000000000000000000000000000002620111012C02DC
1,1,8,0,32,16223,0,0,0,1,0,2021 JUL 13 04:56:19,2021 JUL 13 05:11:00,2021 JUL 13 04:56:29,2021 JUL 13 05:11:00,N/A,N/A,2021 JUL 13 05:06:29,2021 JUL 13 05:11:00,2021 JUL 13 05:10:30,48.9721,80.1849,2021 JUL 13 05:06:59,45.0029,83.6474,2021 JUL 13 05:07:36,-19.9847,2404,4.1197,71.2567,27.1373,N/A,49.0894,76.0842,10,640,677,30,30,871,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,271,300,728,1400002C000A028002A51E1E03670301000D000D000000000000000000000000000000000262010F012C02D8
1,1,9,0,34,16225,0,0,0,1,0,2021 JUL 13 08:52:16,2021 JUL 13 09:06:57,2021 JUL 13 08:52:26,2021 JUL 13 09:06:57,N/A,N/A,2021 JUL 13 09:02:26,2021 JUL 13 09:06:57,2021 JUL 13 09:06:27,49.2545,22.4069,2021 JUL 13 09:02:56,45.2605,25.6133,2021 JUL 13 09:03:33,-19.5067,2408,4.0786,71.3282,27.1373,N/A,49.0894,76.0842,10,640,677,30,30,871,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,271,300,728,1400002C000A028002A51E1E03670301000D000D000000000000000000000000000000000262010F012C02D8
1,1,10,0,36,16227,0,0,0,1,0,2021 JUL 13 12:48:14,2021 JUL 13 13:02:53,2021 JUL 13 12:48:24,2021 JUL 13 13:02:53,N/A,N/A,2021 JUL 13 12:58:24,2021 JUL 13 13:02:53,2021 JUL 13 13:02:23,49.6224,-35.4792,2021 JUL 13 12:58:54,46.2834,-31.2801,2021 JUL 13 12:59:30,-19.0877,2412,4.1139,71.3997,26.948,N/A,48.7272,75.5337,10,640,676,30,30,869,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,269,300,723,1400002C000A028002A41E1E03650301000D000D000000000000000000000000000000000262010D012C02D3
