S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 SEP 30 01:33:00,72.321,168.5339,314.5273,15.1197,58.5723,4.0671e-14,58.5723
TGO,2023 SEP 30 00:57:00,73.5916,172.6403,433.5126,14.8094,58.3268,2.996,55.4219

MRO,2023 SEP 30 07:09:00,70.4875,87.3981,310.6992,15.1614,57.6957,2.5647e-14,57.6957
TGO,2023 SEP 30 06:51:00,72.9156,86.6257,433.0741,14.8181,57.9358,0.10034,57.9595

MRO,2023 SEP 30 12:45:00,69.0837,6.4359,311.9163,15.2147,57.1652,4.3443e-14,57.1652
TGO,2023 SEP 30 12:45:00,72.3744,2.791,431.4938,14.9717,58.1363,0.091622,58.1636

MRO,2023 SEP 30 16:30:00,70.8488,-49.0258,311.8462,15.1672,57.9729,4.7629e-14,57.9729
TGO,2023 SEP 30 16:42:00,70.0357,-47.2407,433.2415,15.4808,58.855,0.06618,58.8973

MRO,2023 OCT 01 20:33:00,71.9638,-99.3289,312.1956,15.1161,58.5694,7.5538e-15,58.5694
TGO,2023 OCT 01 20:12:00,71.8914,-96.1969,433.5282,14.9842,58.0432,4.0063,54.074

MRO,2023 OCT 02 05:54:00,72.1924,124.3474,313.7457,15.1286,58.7991,3.0257e-14,58.7991
TGO,2023 OCT 02 06:03:00,68.3814,127.2402,431.2351,15.4675,58.1741,0.05231,58.2112

MRO,2023 OCT 02 11:30:00,70.7605,43.0687,312.7134,15.1608,58.1183,8.1089e-15,58.1183
TGO,2023 OCT 02 11:57:00,67.8523,41.9972,430.5858,15.5272,58.2434,0.049698,58.2826

MRO,2023 OCT 05 03:03:00,66.998,-163.1538,311.2654,15.2686,56.8698,1.1046e-14,56.8698
TGO,2023 OCT 05 02:51:00,65.3733,-159.3374,430.5045,15.3283,56.3497,0.028129,56.3722

MRO,2023 OCT 05 04:54:00,63.2145,170.8828,310.6883,15.3383,55.3705,1.1927e-14,55.3705
TGO,2023 OCT 05 04:48:00,67.4064,167.5362,432.1019,15.0181,55.9079,0.86392,56.7611

MRO,2023 OCT 05 08:39:00,65.0339,115.6147,309.8851,15.3039,56.0793,2.2264e-14,56.0793
TGO,2023 OCT 05 08:45:00,64.798,114.4817,430.2912,15.3258,56.0822,0.024756,56.1036

MRO,2023 OCT 05 14:15:00,63.7212,34.1515,309.8732,15.3239,55.5755,2.0674e-14,55.5755
TGO,2023 OCT 05 14:39:00,64.0399,29.2844,428.4654,15.3886,56.1016,0.71152,55.398

MRO,2023 OCT 05 18:00:00,65.5554,-20.8669,309.5439,15.3061,56.3997,1.5003e-14,56.3997
TGO,2023 OCT 05 18:36:00,60.9427,-25.1342,429.1522,15.6056,56.1318,0.045587,56.1696

MRO,2023 OCT 06 10:48:00,60.4611,94.8313,306.0974,15.3714,54.4663,1.2821e-14,54.4663
TGO,2023 OCT 06 10:18:00,64.3682,99.0157,430.0114,15.1636,55.1095,0.018436,55.1199

MRO,2023 OCT 06 12:42:00,66.3485,65.5989,308.9214,15.2719,56.7261,6.3611e-15,56.7261
TGO,2023 OCT 05 12:42:00,61.8466,60.8059,428.5797,15.5922,56.372,0.15783,56.5298

MRO,2023 OCT 06 16:24:00,59.1092,13.4577,307.2297,15.3972,54.0843,1.4067e-14,54.0843
TGO,2023 OCT 06 16:12:00,63.3921,13.4243,428.5217,15.2003,54.839,1.066,55.8923

MRO,2023 OCT 06 20:09:00,60.8917,-41.5977,307.0864,15.3769,54.7404,3.3053e-14,54.7404
TGO,2023 OCT 06 20:09:00,60.3996,-41.1168,429.8775,15.4089,54.7341,1.5682,56.2793

MRO,2023 OCT 07 01:45:00,59.415,-123.2419,305.3632,15.3847,54.1752,2.2036e-14,54.1752
TGO,2023 OCT 07 02:03:00,59.6882,-127.0849,427.1756,15.4206,54.5369,2.0173,56.5344

MRO,2023 OCT 07 05:30:00,61.4576,-178.2221,309.1655,15.3694,54.9942,2.3162e-14,54.9942
TGO,2023 OCT 07 06:00:00,56.5483,178.6262,426.7789,15.6461,54.9984,1.7363,53.2623

MRO,2023 OCT 08 03:54:00,54.7324,-144.1423,304.1964,15.4444,52.8808,4.0357e-14,52.8808
TGO,2023 OCT 08 03:36:00,59.1896,-142.5495,427.3333,15.2586,53.3488,1.1695,54.5182

MRO,2023 OCT 08 07:39:00,56.5686,160.9178,307.4486,15.4317,53.4958,5.7448e-14,53.4958
TGO,2023 OCT 08 07:33:00,56.1486,163.0826,426.1215,15.4789,53.6925,3.4276,50.2687

MRO,2023 OCT 08 13:15:00,54.7372,79.3002,303.3967,15.4414,52.9031,5.4772e-14,52.9031
TGO,2023 OCT 08 13:27:00,55.5053,76.1251,425.599,15.4244,53.0575,0.061206,53.0871

MRO,2023 OCT 09 15:24:00,49.9938,58.1359,301.3459,15.4833,51.7884,3.4403e-14,51.7884
TGO,2023 OCT 09 15:00:00,54.8976,60.6867,424.3861,15.2642,51.6936,1.0559,50.6377

MRO,2023 OCT 09 17:15:00,46.3513,31.5762,299.9515,15.5136,51.0698,6.3691e-14,51.0698
TGO,2023 OCT 09 17:00:00,48.8743,35.3267,419.9649,15.5203,51.8074,0.76242,51.0725

MRO,2023 OCT 09 21:00:00,48.1384,-23.2688,299.8883,15.5072,51.4963,4.631e-14,51.4963
TGO,2023 OCT 09 20:57:00,45.6009,-21.1898,420.6357,15.5972,51.7486,0.18925,51.5772

