Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	95	Ingress	2025 JUL 05 15:19:11	2025 JUL 05 15:24:54	2025 JUL 05 15:26:11	420.00	33.02	56.45	60.35	-62.88	-53.25	-50.35	15.51	14	-	-	-		
N/A	1	95	Egress	2025 JUL 05 15:53:12	2025 JUL 05 15:54:26	2025 JUL 05 15:59:43	391.00	104.43	106.45	116.83	33.65	36.87	49.11	19.32	14	-	-	-		
NOMAD	2	95	Ingress	2025 JUL 05 17:17:06	2025 JUL 05 17:22:51	2025 JUL 05 17:24:09	423.00	4.15	27.81	31.75	-62.93	-53.22	-50.28	15.52	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	2	95	Egress	2025 JUL 05 17:50:59	2025 JUL 05 17:52:14	2025 JUL 05 17:57:33	394.00	75.46	77.48	87.83	33.20	36.48	48.86	19.30	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	3	95	Ingress	2025 JUL 05 19:14:56	2025 JUL 05 19:20:45	2025 JUL 05 19:22:03	427.00	-24.75	-0.74	3.20	-62.98	-53.14	-50.18	15.52	3	-	-	-		
N/A	3	95	Egress	2025 JUL 05 19:48:42	2025 JUL 05 19:49:57	2025 JUL 05 19:55:19	397.00	46.47	48.47	58.80	32.69	35.98	48.55	19.28	3	-	-	-		
NOMAD	4	95	Ingress	2025 JUL 05 21:12:50	2025 JUL 05 21:18:42	2025 JUL 05 21:20:01	431.00	-53.20	-29.08	-25.13	-62.93	-52.92	-49.90	15.55	1	CO2 Fullscan Fast #5	Diffraction order stepping (fullscan): 10 orders from 140 to 150 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	4	95	Egress	2025 JUL 05 21:46:25	2025 JUL 05 21:47:41	2025 JUL 05 21:53:05	400.00	17.47	19.47	29.76	32.17	35.52	48.24	19.26	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	5	95	Ingress	2025 JUL 05 23:10:52	2025 JUL 05 23:16:47	2025 JUL 05 23:18:07	435.00	-81.38	-57.29	-53.35	-62.82	-52.58	-49.50	15.58	47	-	-	-	&trueNightLimb; 	
N/A	5	95	Egress	2025 JUL 05 23:44:14	2025 JUL 05 23:45:31	2025 JUL 05 23:50:59	405.00	-11.52	-9.51	0.82	31.67	35.09	48.03	19.24	47	-	-	-	&trueNightLimb; 	
ACS	6	95	Ingress	2025 JUL 06 01:08:53	2025 JUL 06 01:14:50	2025 JUL 06 01:16:11	438.00	-109.73	-85.65	-81.69	-62.75	-52.34	-49.20	15.61	14	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
ACS	6	95	Egress	2025 JUL 06 01:42:02	2025 JUL 06 01:43:20	2025 JUL 06 01:48:51	409.00	-40.55	-38.53	-28.22	31.12	34.60	47.73	19.21	14	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	7	95	Ingress	2025 JUL 06 03:06:49	2025 JUL 06 03:12:50	2025 JUL 06 03:14:12	443.00	-138.56	-114.17	-110.18	-62.78	-52.22	-49.02	15.62	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	7	95	Egress	2025 JUL 06 03:39:48	2025 JUL 06 03:41:07	2025 JUL 06 03:46:41	413.00	-69.59	-67.58	-57.30	30.52	34.05	47.38	19.19	1	6SUBD CO2 H2O CO #15	Science: orders #121, #132, #148, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	8	95	Ingress	2025 JUL 06 05:04:41	2025 JUL 06 05:10:46	2025 JUL 06 05:12:09	448.00	-167.58	-142.80	-138.76	-62.86	-52.18	-48.93	15.63	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	8	95	Egress	2025 JUL 06 05:37:32	2025 JUL 06 05:38:52	2025 JUL 06 05:44:28	416.00	-98.61	-96.59	-86.37	29.94	33.54	47.02	19.16	1	6SUBD CO2 H2O #13	Science: orders #121, #132, #148, #156, #186, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	9	95	Ingress	2025 JUL 06 07:02:32	2025 JUL 06 07:08:40	2025 JUL 06 07:10:04	452.00	163.56	-171.38	-167.30	-62.91	-52.11	-48.81	15.63	14	-	-	-		
ACS	9	95	Egress	2025 JUL 06 07:35:16	2025 JUL 06 07:36:37	2025 JUL 06 07:42:16	420.00	-127.57	-125.55	-115.33	29.43	33.09	46.75	19.14	14	-	-	-		
NOMAD	10	95	Ingress	2025 JUL 06 09:00:28	2025 JUL 06 09:06:38	2025 JUL 06 09:08:04	456.00	135.21	160.26	164.39	-62.84	-51.88	-48.48	15.66	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	10	95	Egress	2025 JUL 06 09:32:59	2025 JUL 06 09:34:21	2025 JUL 06 09:40:04	425.00	-156.55	-154.52	-144.29	28.89	32.60	46.50	19.12	1	6SUBD CO2 #19	Science: orders #123, #132, #142, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	11	95	Ingress	2025 JUL 06 10:58:27	2025 JUL 06 11:04:41	2025 JUL 06 11:06:08	461.00	106.99	132.07	136.18	-62.74	-51.52	-48.04	15.69	14	-	-	-		
ACS	11	95	Egress	2025 JUL 06 11:30:44	2025 JUL 06 11:32:07	2025 JUL 06 11:37:53	429.00	174.44	176.47	-173.32	28.30	32.08	46.17	19.10	14	-	-	-		
NOMAD	12	95	Ingress	2025 JUL 06 12:56:26	2025 JUL 06 13:02:44	2025 JUL 06 13:04:12	466.00	78.46	103.70	107.83	-62.70	-51.27	-47.73	15.72	1	6SUBD CO2 CO #25	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	12	95	Egress	2025 JUL 06 13:28:30	2025 JUL 06 13:29:55	2025 JUL 06 13:35:43	433.00	145.43	147.49	157.67	27.72	31.61	45.85	19.08	1	6SUBD CO2 CO #28	Science: orders #186, #185, #148, #132, #190, #155, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	13	95	Ingress	2025 JUL 06 14:54:26	2025 JUL 06 15:00:47	2025 JUL 06 15:02:16	470.00	49.82	75.23	79.37	-62.69	-51.10	-47.50	15.73	14	-	-	-		
N/A	13	95	Egress	2025 JUL 06 15:26:19	2025 JUL 06 15:27:45	2025 JUL 06 15:33:37	438.00	116.44	118.51	128.72	27.19	31.14	45.61	19.06	14	-	-	-		
NOMAD	14	95	Ingress	2025 JUL 06 16:52:22	2025 JUL 06 16:58:46	2025 JUL 06 17:00:16	474.00	21.03	46.67	50.84	-62.71	-50.99	-47.34	15.74	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&egressMatch:UTOPIA; 	
NOMAD	14	95	Egress	2025 JUL 06 17:24:06	2025 JUL 06 17:25:33	2025 JUL 06 17:31:29	443.00	87.47	89.55	99.78	26.66	30.67	45.37	19.04	1	6SUBD Nominal #53	Science: orders #121, #136, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&egressMatch:UTOPIA; 	
NOMAD	15	95	Ingress	2025 JUL 06 18:50:13	2025 JUL 06 18:56:41	2025 JUL 06 18:58:12	479.00	-7.89	18.09	22.30	-62.77	-50.91	-47.20	15.75	1	6SUBD CO #6	Science: orders #148, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	15	95	Egress	2025 JUL 06 19:21:49	2025 JUL 06 19:23:17	2025 JUL 06 19:29:16	447.00	58.49	60.57	70.78	26.07	30.14	45.03	19.01	1	-	-	-		
ACS	16	95	Ingress	2025 JUL 06 20:48:05	2025 JUL 06 20:54:37	2025 JUL 06 20:56:10	485.00	-36.55	-10.34	-6.07	-62.78	-50.73	-46.91	15.77	3	-	-	-		
ACS	16	95	Egress	2025 JUL 06 21:19:29	2025 JUL 06 21:20:58	2025 JUL 06 21:27:00	451.00	29.48	31.56	41.74	25.43	29.56	44.65	18.99	3	-	-	-		
NOMAD	17	95	Ingress	2025 JUL 06 22:46:07	2025 JUL 06 22:52:43	2025 JUL 06 22:54:17	490.00	-64.57	-38.45	-34.22	-62.62	-50.26	-46.38	15.81	1	HCL #10	Science: orders #121, #134, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	17	95	Egress	2025 JUL 06 23:17:13	2025 JUL 06 23:18:44	2025 JUL 06 23:24:51	458.00	0.47	2.58	12.80	24.78	29.03	44.40	18.97	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
