Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	9	13	Grazing	2019 MAR 24 07:12:26	-	2019 MAR 24 07:41:42	1756.00	-100.11	-	-103.84	86.99	-	-6.71	-	5	Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	10	13	Grazing	2019 MAR 24 09:10:17	-	2019 MAR 24 09:39:47	1770.00	-129.12	-	-132.57	86.99	-	-7.47	-	14	-	-	-		
NOMAD	11	13	Grazing	2019 MAR 24 11:08:03	-	2019 MAR 24 11:37:57	1794.00	-158.74	-	-161.32	87.39	-	-8.40	-	5	All Fullscan Fast	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	12	13	Grazing	2019 MAR 24 13:05:55	-	2019 MAR 24 13:36:11	1816.00	171.78	-	169.91	87.59	-	-9.44	-	14	-	-	-		
N/A	13	13	Grazing	2019 MAR 24 15:03:53	-	2019 MAR 24 15:34:25	1832.00	143.05	-	141.15	87.41	-	-10.51	-	17	-	-	-		
N/A	14	13	Grazing	2019 MAR 24 17:01:47	-	2019 MAR 24 17:32:35	1848.00	114.15	-	112.40	87.33	-	-11.49	-	14	-	-	-		
NOMAD	15	13	Grazing	2019 MAR 24 18:59:33	-	2019 MAR 24 19:30:39	1866.00	84.71	-	83.68	87.50	-	-12.34	-	5	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	grazingMatch:UTOPIA; 	
NOMAD	16	13	Grazing	2019 MAR 24 20:57:19	-	2019 MAR 24 21:28:41	1882.00	54.99	-	54.96	87.71	-	-13.02	-	5	Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	17	13	Grazing	2019 MAR 24 22:55:13	-	2019 MAR 24 23:26:47	1894.00	26.04	-	26.22	87.66	-	-13.71	-	14	-	-	-		
NOMAD	18	13	Grazing	2019 MAR 25 00:53:08	-	2019 MAR 25 01:24:54	1906.00	-3.01	-	-2.51	87.63	-	-14.38	-	5	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	19	13	Grazing	2019 MAR 25 02:51:01	-	2019 MAR 25 03:23:03	1922.00	-32.48	-	-31.25	87.73	-	-15.18	-	14	-	-	-		
N/A	20	13	Grazing	2019 MAR 25 04:48:50	-	2019 MAR 25 05:21:08	1938.00	-62.19	-	-59.98	87.86	-	-15.97	-	17	-	-	-		
N/A	21	13	Grazing	2019 MAR 25 06:46:39	-	2019 MAR 25 07:19:15	1956.00	-91.68	-	-88.72	87.93	-	-16.92	-	14	-	-	-		
NOMAD	22	13	Grazing	2019 MAR 25 08:44:30	-	2019 MAR 25 09:17:16	1966.00	-120.46	-	-117.43	87.85	-	-17.54	-	5	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	grazingMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	23	13	Grazing	2019 MAR 25 10:42:19	-	2019 MAR 25 11:15:19	1980.00	-150.88	-	-146.14	88.07	-	-18.12	-	14	-	-	-		
NOMAD	24	13	Grazing	2019 MAR 25 12:40:10	-	2019 MAR 25 13:13:28	1998.00	178.23	-	-174.88	88.28	-	-18.93	-	5	Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
