NOM_02, OCCEG, 20, 32, 94
NOM_02, OCCIN, 43, 63
NOM_02, OCCME, 97
NOM_03, OCCEG, 5, 7, 8, 10, 23, 30, 34, 45, 51, 60, 66, 68, 70, 73, 82, 88, 90, 92, 123, 125, 127, 133, 135, 143, 145
NOM_03, OCCIN, 12, 30, 34, 37, 42, 56, 66, 70, 82, 94, 123, 129, 131, 133, 135, 142, 143
NOM_03, OCCME, 95, 96, 98, 122
CO_002, OCCEG, 63, 126
CO_002, OCCIN, 16, 20, 27, 50, 85, 90
CO2_01, OCCIN, 8
CO2_02, OCCEG, 42, 54, 57, 91, 142
CO2_02, OCCIN, 25, 45, 54, 68, 78, 91, 125
HCL_01, OCCEG, 80, 129
HCL_01, OCCIN, 60, 126, 140
FUL_01, OCCEG, 140
FUL_01, OCCIN, 93, 128
