Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2025 JAN 18 14:28:09,2025 JAN 18 16:26:10,7081,2025 JAN 18 14:26:09,2025 JAN 18 15:24:38,3509,2025 JAN 18 15:24:39,2025 JAN 18 16:24:10,3571,62.6552,2025 JAN 18 15:54:28
1,1,2,2025 JAN 18 16:26:11,2025 JAN 18 18:24:11,7080,2025 JAN 18 16:24:11,2025 JAN 18 17:22:39,3508,2025 JAN 18 17:22:40,2025 JAN 18 18:22:11,3571,62.6278,2025 JAN 18 17:52:30
1,1,3,2025 JAN 18 18:24:12,2025 JAN 18 20:22:14,7082,2025 JAN 18 18:22:12,2025 JAN 18 19:20:40,3508,2025 JAN 18 19:20:41,2025 JAN 18 20:20:14,3573,62.533,2025 JAN 18 19:50:32
1,1,4,2025 JAN 18 20:22:15,2025 JAN 18 22:20:20,7085,2025 JAN 18 20:20:15,2025 JAN 18 21:18:45,3510,2025 JAN 18 21:18:46,2025 JAN 18 22:18:20,3574,62.4205,2025 JAN 18 21:48:37
1,1,5,2025 JAN 18 22:20:21,2025 JAN 19 00:18:27,7086,2025 JAN 18 22:18:21,2025 JAN 18 23:16:53,3512,2025 JAN 18 23:16:54,2025 JAN 19 00:16:27,3573,62.352,2025 JAN 18 23:46:44
1,1,6,2025 JAN 19 00:18:28,2025 JAN 19 02:16:33,7085,2025 JAN 19 00:16:28,2025 JAN 19 01:14:59,3511,2025 JAN 19 01:15:00,2025 JAN 19 02:14:33,3573,62.3273,2025 JAN 19 01:44:51
3,3,7,2025 JAN 19 02:16:34,2025 JAN 19 04:14:36,7082,2025 JAN 19 02:14:34,2025 JAN 19 03:13:03,3509,2025 JAN 19 03:13:04,2025 JAN 19 04:12:36,3572,62.3183,2025 JAN 19 03:42:55
1,1,8,2025 JAN 19 04:14:37,2025 JAN 19 06:12:36,7079,2025 JAN 19 04:12:37,2025 JAN 19 05:11:05,3508,2025 JAN 19 05:11:06,2025 JAN 19 06:10:36,3570,62.2772,2025 JAN 19 05:40:56
1,1,9,2025 JAN 19 06:12:37,2025 JAN 19 08:10:37,7080,2025 JAN 19 06:10:37,2025 JAN 19 07:09:05,3508,2025 JAN 19 07:09:06,2025 JAN 19 08:08:37,3571,62.1689,2025 JAN 19 07:38:57
1,1,10,2025 JAN 19 08:10:38,2025 JAN 19 10:08:43,7085,2025 JAN 19 08:08:38,2025 JAN 19 09:07:08,3510,2025 JAN 19 09:07:09,2025 JAN 19 10:06:43,3574,62.0561,2025 JAN 19 09:37:02
1,1,11,2025 JAN 19 10:08:44,2025 JAN 19 12:06:50,7086,2025 JAN 19 10:06:44,2025 JAN 19 11:05:14,3510,2025 JAN 19 11:05:15,2025 JAN 19 12:04:50,3575,61.974,2025 JAN 19 11:35:08
1,1,12,2025 JAN 19 12:06:51,2025 JAN 19 14:04:56,7085,2025 JAN 19 12:04:51,2025 JAN 19 13:03:21,3510,2025 JAN 19 13:03:22,2025 JAN 19 14:02:56,3574,61.9184,2025 JAN 19 13:33:13
