Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	101	Nightside	2025 DEC 20 14:43:45	2025 DEC 20 15:13:15	2025 DEC 20 15:42:45	3540.32	-103.80	-16.80	61.81	75.80	1.93	-75.79	163.16	22.90	14	-	-	-		
1	101	Dayside	2025 DEC 20 15:42:45	2025 DEC 20 16:12:13	2025 DEC 20 16:41:42	3536.81	61.81	149.13	-132.61	-75.79	-0.28	75.81	16.97	10.91	14	-		COP row -1: 		
2	101	Nightside	2025 DEC 20 16:41:42	2025 DEC 20 17:11:12	2025 DEC 20 17:40:43	3540.77	-132.61	-45.75	32.96	75.81	1.88	-75.83	162.91	22.88	1	-	-	-		
2	101	Dayside	2025 DEC 20 17:40:43	2025 DEC 20 18:10:10	2025 DEC 20 18:39:38	3534.94	32.96	120.18	-161.45	-75.83	-0.28	75.85	17.22	10.90	1	H2O CO 3SUBD #2	Science: orders #168, #189, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&ingressMatch:PHOENIX; 	
3	101	Nightside	2025 DEC 20 18:39:38	2025 DEC 20 19:09:07	2025 DEC 20 19:38:37	3539.46	-161.45	-74.67	4.09	75.85	1.84	-75.89	162.67	22.86	14	-	-	-		
3	101	Dayside	2025 DEC 20 19:38:37	2025 DEC 20 20:08:04	2025 DEC 20 20:37:31	3533.99	4.09	91.26	169.71	-75.89	-0.27	75.90	17.45	10.88	14	-		COP row -1: 		
4	101	Nightside	2025 DEC 20 20:37:31	2025 DEC 20 21:07:00	2025 DEC 20 21:36:29	3537.54	169.71	-103.58	-24.70	75.90	1.83	-75.91	162.44	22.85	1	-	-	-		
4	101	Dayside	2025 DEC 20 21:36:29	2025 DEC 20 22:05:56	2025 DEC 20 22:35:23	3534.53	-24.70	62.37	140.93	-75.91	-0.20	75.90	17.68	10.87	1	-		COP row -1: 		
5	101	Nightside	2025 DEC 20 22:35:23	2025 DEC 20 23:04:52	2025 DEC 20 23:34:22	3538.46	140.93	-132.49	-53.39	75.90	1.81	-75.86	162.21	22.83	14	-	-	-		
5	101	Dayside	2025 DEC 20 23:34:22	2025 DEC 21 00:03:50	2025 DEC 21 00:33:18	3536.32	-53.39	33.46	112.25	-75.86	-0.14	75.84	17.92	10.85	14	-		COP row -1: 		
