Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	101	Ingress	2025 DEC 20 14:49:56	2025 DEC 20 14:52:45	2025 DEC 20 14:53:20	204.00	-99.40	-98.06	-97.81	70.49	67.75	67.13	17.15	14	-	-	-		
N/A	1	101	Egress	2025 DEC 20 15:33:53	2025 DEC 20 15:34:30	2025 DEC 20 15:37:36	223.00	37.07	40.78	52.77	-83.00	-82.52	-80.01	3.08	14	-	-	-		
NOMAD	2	101	Ingress	2025 DEC 20 16:47:54	2025 DEC 20 16:50:42	2025 DEC 20 16:51:18	204.00	-128.11	-126.75	-126.50	70.42	67.66	67.02	17.15	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&ingressMatch:PHOENIX; 	
N/A	2	101	Egress	2025 DEC 20 17:31:50	2025 DEC 20 17:32:28	2025 DEC 20 17:35:34	224.00	7.05	11.06	23.60	-83.11	-82.63	-80.11	3.01	1	-	-	-	&ingressMatch:PHOENIX; 	
N/A	3	101	Ingress	2025 DEC 20 18:45:49	2025 DEC 20 18:48:38	2025 DEC 20 18:49:14	205.00	-156.84	-155.45	-155.19	70.41	67.59	66.94	17.15	14	-	-	-		
ACS	3	101	Egress	2025 DEC 20 19:29:43	2025 DEC 20 19:30:21	2025 DEC 20 19:33:27	224.00	-23.03	-18.81	-5.64	-83.22	-82.75	-80.22	2.93	14	-	-	-		
NOMAD	4	101	Ingress	2025 DEC 20 20:43:42	2025 DEC 20 20:46:31	2025 DEC 20 20:47:07	205.00	174.44	175.86	176.12	70.38	67.52	66.86	17.15	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	4	101	Egress	2025 DEC 20 21:27:35	2025 DEC 20 21:28:13	2025 DEC 20 21:31:20	225.00	-52.72	-48.33	-34.64	-83.29	-82.82	-80.27	2.88	1	-	-	-		
N/A	5	101	Ingress	2025 DEC 20 22:41:36	2025 DEC 20 22:44:25	2025 DEC 20 22:45:01	205.00	145.77	147.20	147.47	70.29	67.39	66.73	17.15	14	-	-	-		
ACS	5	101	Egress	2025 DEC 20 23:25:28	2025 DEC 20 23:26:06	2025 DEC 20 23:29:13	225.00	-82.09	-77.57	-63.52	-83.33	-82.86	-80.29	2.84	14	-	-	-		
NOMAD	6	101	Ingress	2025 DEC 21 00:39:32	2025 DEC 21 00:42:21	2025 DEC 21 00:42:57	205.00	117.15	118.58	118.85	70.14	67.20	66.52	17.15	1	6SUBD CO2 H2O #13	Science: orders #121, #132, #148, #156, #186, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	6	101	Egress	2025 DEC 21 01:23:22	2025 DEC 21 01:24:00	2025 DEC 21 01:27:07	225.00	-111.76	-107.08	-92.55	-83.39	-82.92	-80.34	2.78	1	-	-	-		
N/A	7	101	Ingress	2025 DEC 21 02:37:29	2025 DEC 21 02:40:19	2025 DEC 21 02:40:55	206.00	88.48	89.94	90.21	70.03	67.04	66.35	17.16	47	-	-	-	&trueNightLimb; 	
