Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	60	Ingress	2022 OCT 29 14:55:39	2022 OCT 29 14:58:44	2022 OCT 29 14:59:21	222.00	100.25	111.21	113.82	-75.73	-76.89	-77.06	22.85	3	-	-	-		
N/A	1	60	Egress	2022 OCT 29 15:40:01	2022 OCT 29 15:40:36	2022 OCT 29 15:43:24	203.00	-120.73	-120.03	-116.46	66.57	67.07	69.26	8.12	3	-	-	-		
NOMAD	2	60	Ingress	2022 OCT 29 16:53:35	2022 OCT 29 16:56:40	2022 OCT 29 16:57:17	222.00	71.26	81.99	84.55	-75.71	-76.87	-77.04	22.82	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	2	60	Egress	2022 OCT 29 17:37:58	2022 OCT 29 17:38:33	2022 OCT 29 17:41:21	203.00	-149.25	-148.55	-145.02	66.70	67.20	69.35	8.13	1	-	-	-	&mroOverlap; 	
N/A	3	60	Ingress	2022 OCT 29 18:51:27	2022 OCT 29 18:54:32	2022 OCT 29 18:55:09	222.00	42.28	52.79	55.30	-75.69	-76.85	-77.03	22.78	14	-	-	-	&mroOverlap; 	
N/A	3	60	Egress	2022 OCT 29 19:35:51	2022 OCT 29 19:36:26	2022 OCT 29 19:39:14	203.00	-177.79	-177.10	-173.60	66.82	67.31	69.42	8.14	14	-	-	-	&mroOverlap; 	
N/A	4	60	Ingress	2022 OCT 29 20:49:18	2022 OCT 29 20:52:23	2022 OCT 29 20:53:00	222.00	13.09	23.36	25.81	-75.64	-76.81	-76.99	22.73	14	-	-	-		
ACS	4	60	Egress	2022 OCT 29 21:33:43	2022 OCT 29 21:34:18	2022 OCT 29 21:37:06	203.00	153.56	154.24	157.68	66.87	67.35	69.43	8.14	14	-	-	-		
NOMAD	5	60	Ingress	2022 OCT 29 22:47:14	2022 OCT 29 22:50:18	2022 OCT 29 22:50:55	221.00	-16.12	-6.16	-3.77	-75.59	-76.76	-76.95	22.68	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	5	60	Egress	2022 OCT 29 23:31:40	2022 OCT 29 23:32:15	2022 OCT 29 23:35:02	202.00	124.85	125.53	128.88	66.89	67.36	69.41	8.14	1	-	-	-		
