Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	19	Ingress	2019 SEP 14 16:41:49	2019 SEP 14 16:45:14	2019 SEP 14 16:45:56	247.00	128.54	120.13	118.08	-53.49	-57.31	-58.09	14.89	3	-	-	-	&daysideMatch:UTOPIA; 	
N/A	1	19	Egress	2019 SEP 14 17:24:45	2019 SEP 14 17:25:25	2019 SEP 14 17:28:35	230.00	-41.21	-42.12	-46.44	34.08	35.11	39.58	4.72	3	-	-	-	&daysideMatch:UTOPIA; 	
N/A	2	19	Ingress	2019 SEP 14 18:39:43	2019 SEP 14 18:43:09	2019 SEP 14 18:43:51	248.00	99.74	91.31	89.27	-53.56	-57.36	-58.13	14.88	1	-	-	-		
NOMAD	2	19	Egress	2019 SEP 14 19:22:42	2019 SEP 14 19:23:22	2019 SEP 14 19:26:32	230.00	-70.11	-71.02	-75.34	34.35	35.37	39.82	4.71	1	136 with 1xDark	Science: orders #136, #136, #136, #136, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	3	19	Ingress	2019 SEP 14 20:37:37	2019 SEP 14 20:41:02	2019 SEP 14 20:41:44	247.00	70.86	62.48	60.44	-53.66	-57.42	-58.18	14.87	14	-	-	-		
N/A	3	19	Egress	2019 SEP 14 21:20:37	2019 SEP 14 21:21:17	2019 SEP 14 21:24:26	229.00	-98.98	-99.89	-104.18	34.58	35.60	39.99	4.70	14	-	-	-		
N/A	4	19	Ingress	2019 SEP 14 22:35:33	2019 SEP 14 22:38:57	2019 SEP 14 22:39:39	246.00	42.04	33.75	31.72	-53.73	-57.43	-58.19	14.87	1	-	-	-		
NOMAD	4	19	Egress	2019 SEP 14 23:18:35	2019 SEP 14 23:19:15	2019 SEP 14 23:22:24	229.00	-127.86	-128.77	-133.06	34.83	35.83	40.18	4.69	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	5	19	Ingress	2019 SEP 15 00:33:32	2019 SEP 15 00:36:56	2019 SEP 15 00:37:37	245.00	13.25	5.00	3.03	-53.77	-57.45	-58.18	14.86	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	5	19	Egress	2019 SEP 15 01:16:35	2019 SEP 15 01:17:15	2019 SEP 15 01:20:23	228.00	-156.78	-157.69	-161.95	35.10	36.09	40.38	4.67	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	6	19	Ingress	2019 SEP 15 02:31:32	2019 SEP 15 02:34:55	2019 SEP 15 02:35:36	244.00	-15.62	-23.80	-25.76	-53.85	-57.48	-58.21	14.86	14	-	-	-		
N/A	6	19	Egress	2019 SEP 15 03:14:36	2019 SEP 15 03:15:16	2019 SEP 15 03:18:24	228.00	174.28	173.37	169.11	35.39	36.38	40.63	4.66	14	-	-	-		
NOMAD	7	19	Ingress	2019 SEP 15 04:29:32	2019 SEP 15 04:32:55	2019 SEP 15 04:33:36	244.00	-44.52	-52.70	-54.65	-53.96	-57.56	-58.28	14.85	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	7	19	Egress	2019 SEP 15 05:12:38	2019 SEP 15 05:13:17	2019 SEP 15 05:16:26	228.00	145.33	144.45	140.15	35.69	36.65	40.89	4.64	1	-	-	-		
N/A	8	19	Ingress	2019 SEP 15 06:27:28	2019 SEP 15 06:30:50	2019 SEP 15 06:31:31	243.00	-73.45	-81.58	-83.53	-54.08	-57.63	-58.34	14.83	1	-	-	-		
NOMAD	8	19	Egress	2019 SEP 15 07:10:35	2019 SEP 15 07:11:14	2019 SEP 15 07:14:22	227.00	116.42	115.53	111.25	35.97	36.92	41.11	4.63	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	9	19	Ingress	2019 SEP 15 08:25:20	2019 SEP 15 08:28:42	2019 SEP 15 08:29:23	243.00	-102.22	-110.32	-112.26	-54.13	-57.65	-58.36	14.83	14	-	-	-		
N/A	9	19	Egress	2019 SEP 15 09:08:29	2019 SEP 15 09:09:08	2019 SEP 15 09:12:15	226.00	87.55	86.66	82.41	36.20	37.14	41.28	4.62	14	-	-	-		
N/A	10	19	Ingress	2019 SEP 15 10:23:14	2019 SEP 15 10:26:36	2019 SEP 15 10:27:17	243.00	-130.97	-139.01	-140.94	-54.16	-57.65	-58.35	14.83	1	-	-	-		
NOMAD	10	19	Egress	2019 SEP 15 11:06:26	2019 SEP 15 11:07:05	2019 SEP 15 11:10:12	226.00	58.69	57.80	53.56	36.40	37.34	41.44	4.61	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	11	19	Ingress	2019 SEP 15 12:21:13	2019 SEP 15 12:24:34	2019 SEP 15 12:25:15	242.00	-159.83	-167.81	-169.73	-54.24	-57.68	-58.38	14.82	14	-	-	-		
N/A	11	19	Egress	2019 SEP 15 13:04:26	2019 SEP 15 13:05:05	2019 SEP 15 13:08:11	225.00	29.78	28.89	24.68	36.65	37.57	41.62	4.59	14	-	-	-		
N/A	12	19	Ingress	2019 SEP 15 14:19:13	2019 SEP 15 14:22:33	2019 SEP 15 14:23:14	241.00	171.29	163.38	161.47	-54.33	-57.72	-58.41	14.82	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
N/A	12	19	Egress	2019 SEP 15 15:02:28	2019 SEP 15 15:03:07	2019 SEP 15 15:06:13	225.00	0.85	-0.04	-4.25	36.92	37.84	41.85	4.58	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	13	19	Ingress	2019 SEP 15 16:17:10	2019 SEP 15 16:20:30	2019 SEP 15 16:21:11	241.00	142.46	134.59	132.68	-54.40	-57.75	-58.44	14.81	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	13	19	Egress	2019 SEP 15 17:00:27	2019 SEP 15 17:01:06	2019 SEP 15 17:04:11	224.00	-28.09	-28.98	-33.17	37.20	38.11	42.07	4.57	1	-	-	-		
N/A	14	19	Ingress	2019 SEP 15 18:15:05	2019 SEP 15 18:18:25	2019 SEP 15 18:19:06	241.00	113.63	105.77	103.88	-54.47	-57.80	-58.48	14.80	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
ACS	14	19	Egress	2019 SEP 15 18:58:24	2019 SEP 15 18:59:03	2019 SEP 15 19:02:08	224.00	-57.01	-57.90	-62.09	37.47	38.38	42.30	4.55	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
