MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 OCT 27 06:36:00,73.3549,31.6381,312.5313,4.3489,89.4342,1.8271e-14,89.4342,2025 OCT 27 05:54:00,75.9214,35.0295,434.0833,3.8936,89.7559,0.48247,90.0622
2025 OCT 27 12:12:00,75.4311,-48.6704,312.5785,4.4458,88.2611,3.8497e-14,88.2611,2025 OCT 27 11:48:00,75.863,-47.1369,432.9974,4.1586,89.012,0.44073,89.2376
2025 OCT 29 07:12:00,76.4382,44.2909,313.0301,4.4967,88.0697,2.4275e-14,88.0697,2025 OCT 29 07:03:00,75.3046,47.45,433.9281,4.5614,88.2931,0.44533,88.5062
2025 OCT 29 12:48:00,78.5899,-35.3374,314.7956,4.6389,86.8855,1.8426e-14,86.8855,2025 OCT 29 12:57:00,74.9313,-35.1833,432.7459,4.795,87.6456,0.44783,87.8508
2025 OCT 31 02:12:00,78.5681,138.6874,314.4173,4.6433,87.2182,1.2006e-14,87.2182,2025 OCT 31 02:18:00,73.9751,142.6182,433.909,5.0025,87.479,0.45601,87.6784
2025 NOV 02 00:03:00,-70.6616,3.6755,255.4963,16.2697,87.8531,2.8532e-14,87.8531,2025 NOV 03 00:03:00,-74.9368,7.915,379.2864,15.9122,88.333,0.4585,88.5914
2025 NOV 03 00:21:00,-72.1887,9.6349,255.1692,16.3189,88.5145,5.1286e-14,88.5145,2025 NOV 03 00:03:00,-74.9368,7.915,379.2864,15.9122,88.333,0.4585,88.5914
2025 NOV 03 18:06:00,75.5924,-67.1919,311.6684,4.4739,89.6575,1.2821e-14,89.6575,2025 NOV 03 18:45:00,72.1596,-70.2317,434.1513,4.9039,89.1951,0.47419,89.4035
2025 NOV 04 13:45:00,-71.9349,-176.6254,253.0085,16.3042,88.0085,2.8465e-14,88.0085,2025 NOV 04 13:24:00,-73.8715,-173.3829,379.3698,16.1797,88.3951,0.39925,88.457
2025 NOV 06 08:45:00,-73.7828,-82.9627,251.9205,16.4014,88.7849,1.2821e-14,88.7849,2025 NOV 06 08:39:00,-72.0807,-81.4932,381.8761,16.4019,88.0894,0.41998,88.1553
