S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 AUG 05 10:45:00,61.0443,47.8299,307.3677,3.8636,82.1774,2.5642e-14,82.1774
TGO,2023 AUG 05 10:45:00,57.3402,51.5075,425.1581,4.1086,82.9513,0.58706,83.2824

MRO,2023 AUG 08 06:06:00,54.7298,143.4949,304.8069,3.7953,86.7049,4.1469e-14,86.7049
TGO,2023 AUG 08 05:33:00,59.5512,145.438,427.4854,3.3894,85.865,0.57208,86.2228

MRO,2023 AUG 08 11:42:00,56.3265,62.0923,304.2174,3.8189,85.5363,2.3801e-14,85.5363
TGO,2023 AUG 08 11:27:00,58.9501,59.4203,426.4988,3.3975,86.2534,0.57545,86.6133

MRO,2023 AUG 08 15:27:00,54.4897,6.9412,306.0632,3.7922,86.8934,1.2747e-14,86.8934
TGO,2023 AUG 08 15:24:00,55.544,4.3005,424.6112,3.5675,87.6283,0.59307,87.9922

MRO,2023 AUG 08 19:12:00,52.7911,-47.9835,304.1413,3.7806,88.0747,3.3358e-14,88.0747
TGO,2023 AUG 08 19:21:00,52.4879,-51.5226,424.8866,3.6908,88.8863,0.60504,89.2519

MRO,2023 AUG 08 20:09:00,-48.6719,117.7019,252.2645,15.7511,89.0338,4.5981e-14,89.0338
TGO,2023 AUG 08 20:21:00,-48.68,116.216,379.7107,15.8467,89.7558,0.49733,89.6887

MRO,2023 AUG 08 23:54:00,-46.3808,62.7736,251.3099,15.7392,87.4388,9.5417e-14,87.4388
TGO,2023 AUG 09 00:18:00,-45.1844,60.1367,378.4668,15.9528,88.3806,0.50363,88.3171

MRO,2023 AUG 09 03:39:00,-44.4433,7.7544,253.7783,15.7211,86.0204,3.1964e-14,86.0204
TGO,2023 AUG 09 04:15:00,-41.6287,3.6452,380.4575,16.0311,86.8508,0.50489,86.7932

MRO,2023 AUG 09 17:39:00,50.7193,-16.0227,304.317,3.7628,89.5807,4.7602e-14,89.5807
TGO,2023 AUG 09 16:57:00,55.0566,-11.5304,425.5885,3.3808,89.1435,0.59395,89.5178

MRO,2023 AUG 10 00:12:00,-48.3022,68.222,251.3263,15.7544,88.7739,3.3697e-14,88.7739
TGO,2023 AUG 09 23:51:00,-50.6571,70.1738,378.4791,15.5439,88.8345,0.48295,88.7547

MRO,2023 AUG 10 03:57:00,-46.3274,13.1831,253.6737,15.735,87.3295,1.9347e-14,87.3295
TGO,2023 AUG 10 03:48:00,-47.013,14.1546,379.6549,15.6539,87.1602,0.49243,87.0823

MRO,2023 AUG 10 07:42:00,-44.6444,-41.7224,252.8921,15.7247,86.1384,2.2036e-14,86.1384
TGO,2023 AUG 10 07:45:00,-43.7917,-42.348,381.2486,15.7317,85.6356,0.49643,85.5618

MRO,2023 AUG 10 11:27:00,-42.5513,-96.5827,251.181,15.7175,84.6993,6.8183e-14,84.6993
TGO,2023 AUG 10 11:42:00,-40.3185,-98.8214,379.7264,15.8114,84.0528,0.49645,83.9865

MRO,2023 AUG 10 15:12:00,-40.3596,-151.5616,253.8213,15.7022,83.1262,4.9784e-14,83.1262
TGO,2023 AUG 10 15:39:00,-36.62,-155.4239,381.6742,15.8825,82.3456,0.49172,82.2902

MRO,2023 AUG 10 17:06:00,-34.6126,-179.7628,254.3253,15.6714,79.0826,2.8449e-14,79.0826
TGO,2023 AUG 10 17:39:00,-30.5037,177.3248,382.3646,16.0125,79.8651,0.4743,79.8354

MRO,2023 AUG 11 13:39:00,-38.2822,-119.4001,253.3097,15.6975,81.6907,4.5092e-14,81.6907
TGO,2023 AUG 11 13:15:00,-39.6359,-114.7156,379.3661,15.6206,81.913,0.48926,81.8391

MRO,2023 AUG 11 17:24:00,-36.2689,-174.3836,254.1374,15.6819,80.2277,1.4575e-14,80.2277
TGO,2023 AUG 11 17:12:00,-35.9793,-171.4192,381.7537,15.685,80.0659,0.48411,80.0038

MRO,2023 AUG 11 21:09:00,-34.5333,130.7821,254.3556,15.6764,79.0371,5.472e-14,79.0371
TGO,2023 AUG 11 21:09:00,-32.7288,131.5782,380.7018,15.7294,78.3757,0.54533,78.4792

MRO,2023 AUG 11 23:03:00,-28.6782,102.7088,255.4285,15.6542,75.0277,8.6286e-14,75.0277
TGO,2023 AUG 11 23:09:00,-26.6289,104.2439,380.962,15.8539,75.8137,0.45183,75.796

MRO,2023 AUG 12 02:48:00,-26.3022,47.8214,255.9897,15.645,73.4095,5.8733e-14,73.4095
TGO,2023 AUG 12 03:06:00,-22.8814,47.682,381.4896,15.9278,74.3586,3.4878,71.1349

MRO,2023 AUG 13 06:51:00,-25.9857,-1.7117,257.2315,15.6447,73.1683,2.3005e-14,73.1683
TGO,2023 AUG 13 06:36:00,-24.9235,1.5759,382.8098,15.6206,72.2408,1.2511,73.0996

MRO,2023 AUG 13 08:45:00,-20.2974,-29.7626,258.1728,15.6242,69.377,6.9682e-14,69.377
TGO,2023 AUG 13 08:36:00,-18.8683,-25.9885,384.5528,15.7297,69.6965,0.40362,69.7207

MRO,2023 AUG 13 12:30:00,-18.2851,-84.6049,257.2404,15.6178,68.0684,5.8301e-14,68.0684
TGO,2023 AUG 13 12:33:00,-15.3525,-83.1759,384.8865,15.7619,67.9911,0.38066,68.0391

MRO,2023 AUG 13 16:15:00,-16.0375,-139.4655,259.3494,15.6106,66.6197,4.8025e-14,66.6197
TGO,2023 AUG 13 16:30:00,-11.6032,-140.3135,386.9835,15.7972,66.28,0.37821,66.3841

MRO,2023 AUG 15 00:06:00,-4.5091,115.01,264.1351,15.5761,59.6155,2.6812e-14,59.6155
TGO,2023 AUG 15 00:00:00,-1.5831,118.3892,389.0001,15.7042,59.757,0.28753,59.8957

MRO,2023 AUG 15 01:54:00,-17.9354,89.4065,257.8365,15.6214,67.8491,2.4865e-14,67.8491
TGO,2023 AUG 15 01:51:00,-22.038,85.7326,381.419,15.3278,67.2304,0.4142,67.2235

MRO,2023 AUG 15 03:48:00,-11.9099,61.3651,260.1888,15.6011,64.0375,5.334e-14,64.0375
TGO,2023 AUG 15 03:51:00,-15.6263,58.1017,383.1839,15.4322,64.2769,0.37719,64.3168

MRO,2023 AUG 15 03:51:00,-2.2731,60.17,265.027,15.5703,58.3657,1.7439e-14,58.3657
TGO,2023 AUG 15 03:57:00,2.1167,61.4452,390.7179,15.7525,58.6088,2.2985,56.3435

MRO,2023 AUG 16 13:33:00,5.3864,-72.1832,269.3358,15.5481,54.3705,2.3814e-14,54.3705
TGO,2023 AUG 16 13:21:00,0.68349,-71.0946,391.5695,15.4258,54.9696,0.96804,55.8389

MRO,2023 AUG 16 15:24:00,1.688,-99.0187,267.0534,15.5597,56.2331,9.5933e-15,56.2331
TGO,2023 AUG 16 15:18:00,-2.0026,-99.8453,390.0227,15.4072,56.1005,4.9105,51.5096

MRO,2023 AUG 16 15:27:00,11.2863,-100.2138,273.1361,15.5286,51.6774,1.7421e-14,51.6774
TGO,2023 AUG 16 15:24:00,15.7592,-96.9818,399.886,15.6956,52.3939,2.6319,49.7912

MRO,2023 AUG 16 17:18:00,7.6165,-127.0304,271.0773,15.5414,53.3179,3.6124e-14,53.3179
TGO,2023 AUG 16 17:18:00,4.3161,-127.8596,393.799,15.4861,54.0251,3.2432,50.8484

MRO,2023 AUG 16 19:09:00,3.8602,-153.8578,269.5636,15.5536,55.1328,8.5639e-15,55.1328
