THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
3, H2O 2SUBD 01, 167
5, HDO H2O 2SUBD 01, 169
7, HDO CO 3SUBD 01, 167
9, AER H2Oi 3SUBD 01, 169
15, CH4 3SUBD 01, 168
16, CO 2SUBD 02, 167
18, Nominal 6SUBD 01, 168
22, CO 2SUBD 02, 167
24, HDO H2O 2SUBD 01, 169
28, H2O 2SUBD 01, 167
30, HDO H2O 2SUBD 01, 169
32, HDO CO 3SUBD 01, 167
34, AER H2Oi 3SUBD 01, 169
40, CH4 3SUBD 01, 168
42, CO 2SUBD 02, 167
45, Nominal 6SUBD 01, 168
48, CO 2SUBD 02, 167
50, HDO H2O 2SUBD 01, 169
53, H2O 2SUBD 01, 167
54, HDO H2O 2SUBD 01, 169
57, HDO CO 3SUBD 01, 167
59, AER H2Oi 3SUBD 01, 169
63, CH4 3SUBD 01, 168
65, CO 2SUBD 02, 167
68, H2O 2SUBD 01, 167
69, Nominal 6SUBD 01, 168
74, CO 2SUBD 02, 167
76, HDO H2O 2SUBD 01, 169
81, H2O 2SUBD 01, 167
83, HDO H2O 2SUBD 01, 169
84, HDO CO 3SUBD 01, 167
87, AER H2Oi 3SUBD 01, 169
94, CH4 3SUBD 01, 168
96, CO 2SUBD 02, 167
100, Nominal 6SUBD 01, 168
103, CO 2SUBD 02, 167
106, HDO H2O 2SUBD 01, 169
113, H2O 2SUBD 01, 167
115, HDO H2O 2SUBD 01, 169
118, H2O 2SUBD 01, 167
119, HDO CO 3SUBD 01, 167
121, AER H2Oi 3SUBD 01, 169
128, CH4 3SUBD 01, 168
131, CO 2SUBD 02, 167
133, Nominal 6SUBD 01, 168
140, CO 2SUBD 02, 167
142, HDO H2O 2SUBD 01, 169
150, H2O 2SUBD 01, 167
151, HDO H2O 2SUBD 01, 169
154, HDO CO 3SUBD 01, 167
156, AER H2Oi 3SUBD 01, 169
162, CH4 3SUBD 01, 168
163, CO 2SUBD 02, 167
166, Nominal 6SUBD 01, 168
169, CO 2SUBD 02, 167
175, HDO H2O 2SUBD 01, 169
180, H2O 2SUBD 01, 167
186, H2O 2SUBD 01, 167
188, HDO H2O 2SUBD 01, 169
189, HDO CO 3SUBD 01, 167
191, AER H2Oi 3SUBD 01, 169
202, CH4 3SUBD 01, 168
205, H2O 2SUBD 01, 167
206, CO 2SUBD 02, 167
208, Nominal 6SUBD 01, 168
213, CO 2SUBD 02, 167
216, HDO H2O 2SUBD 01, 169
226, H2O 2SUBD 01, 167
228, HDO H2O 2SUBD 01, 169
229, HDO CO 3SUBD 01, 167
231, AER H2Oi 3SUBD 01, 169
242, H2O 2SUBD 01, 167
244, CH4 3SUBD 01, 168
247, CO 2SUBD 02, 167
252, Nominal 6SUBD 01, 168
255, CO 2SUBD 02, 167
258, HDO H2O 2SUBD 01, 169
264, H2O 2SUBD 01, 167
266, HDO H2O 2SUBD 01, 169
267, H2O 2SUBD 01, 167
270, HDO CO 3SUBD 01, 167
273, AER H2Oi 3SUBD 01, 169
279, CH4 3SUBD 01, 168
287, CO 2SUBD 02, 167
289, Nominal 6SUBD 01, 168
292, H2O 2SUBD 01, 167
298, CO 2SUBD 02, 167
301, HDO H2O 2SUBD 01, 169
307, H2O 2SUBD 01, 167
311, HDO H2O 2SUBD 01, 169
313, HDO CO 3SUBD 01, 167
314, AER H2Oi 3SUBD 01, 169
324, CH4 3SUBD 01, 168
326, CO 2SUBD 02, 167
328, Nominal 6SUBD 01, 168
329, H2O 2SUBD 01, 167
340, CO 2SUBD 02, 167
