Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	84	Ingress	2024 AUG 31 15:35:12	2024 AUG 31 15:38:56	2024 AUG 31 15:39:44	272.00	-12.43	-3.91	-2.44	63.79	56.68	54.96	16.33	3	-	-	-		
N/A	1	84	Egress	2024 AUG 31 16:14:53	2024 AUG 31 16:15:44	2024 AUG 31 16:19:50	297.00	49.66	52.85	73.48	-65.23	-66.80	-72.50	20.71	3	-	-	-		
NOMAD	2	84	Ingress	2024 AUG 31 17:33:06	2024 AUG 31 17:36:51	2024 AUG 31 17:37:40	274.00	-40.90	-32.40	-30.90	63.70	56.50	54.73	16.34	1	6SUBD CH4 H2O #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	2	84	Egress	2024 AUG 31 18:12:43	2024 AUG 31 18:13:34	2024 AUG 31 18:17:41	298.00	20.61	23.77	44.39	-65.06	-66.65	-72.46	20.68	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 		
ACS	3	84	Ingress	2024 AUG 31 19:31:08	2024 AUG 31 19:34:53	2024 AUG 31 19:35:42	274.00	-69.21	-60.80	-59.33	63.48	56.22	54.44	16.36	28	-	-	-	&trueDayLimb; 	
N/A	3	84	Egress	2024 AUG 31 20:10:38	2024 AUG 31 20:11:30	2024 AUG 31 20:15:37	299.00	-8.44	-5.24	15.30	-64.90	-66.53	-72.41	20.66	28	-	-	-	&trueDayLimb; 	
N/A	4	84	Ingress	2024 AUG 31 21:29:08	2024 AUG 31 21:32:55	2024 AUG 31 21:33:44	276.00	-97.70	-89.27	-87.81	63.37	56.00	54.20	16.38	1	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	4	84	Egress	2024 AUG 31 22:08:34	2024 AUG 31 22:09:26	2024 AUG 31 22:13:35	301.00	-37.57	-34.41	-13.84	-64.69	-66.34	-72.36	20.63	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:AEOLIS MENSAE MFF; 	
ACS	5	84	Ingress	2024 AUG 31 23:27:07	2024 AUG 31 23:30:54	2024 AUG 31 23:31:44	277.00	-126.26	-117.84	-116.35	63.31	55.89	54.05	16.39	3	-	-	-		
ACS	5	84	Egress	2024 SEP 01 00:06:27	2024 SEP 01 00:07:19	2024 SEP 01 00:11:29	302.00	-66.78	-63.67	-43.27	-64.43	-66.10	-72.26	20.59	3	-	-	-		
NOMAD	6	84	Ingress	2024 SEP 01 01:25:02	2024 SEP 01 01:28:51	2024 SEP 01 01:29:41	279.00	-154.95	-146.43	-144.95	63.34	55.81	53.96	16.39	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	6	84	Egress	2024 SEP 01 02:04:18	2024 SEP 01 02:05:10	2024 SEP 01 02:09:22	304.00	-95.93	-92.86	-72.51	-64.20	-65.88	-72.18	20.55	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	7	84	Ingress	2024 SEP 01 03:22:55	2024 SEP 01 03:26:46	2024 SEP 01 03:27:36	281.00	176.40	-175.00	-173.52	63.35	55.72	53.86	16.40	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	7	84	Egress	2024 SEP 01 04:02:09	2024 SEP 01 04:03:02	2024 SEP 01 04:07:15	306.00	-124.92	-121.82	-101.44	-64.04	-65.77	-72.16	20.53	1	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	8	84	Ingress	2024 SEP 01 05:20:51	2024 SEP 01 05:24:43	2024 SEP 01 05:25:33	282.00	147.96	156.53	158.00	63.22	55.50	53.63	16.42	28	-	-	-	&trueDayLimb; 	
N/A	8	84	Egress	2024 SEP 01 06:00:00	2024 SEP 01 06:00:53	2024 SEP 01 06:05:07	307.00	-153.90	-150.82	-130.44	-63.89	-65.63	-72.12	20.51	28	-	-	-	&trueDayLimb; 	
N/A	9	84	Ingress	2024 SEP 01 07:18:50	2024 SEP 01 07:22:42	2024 SEP 01 07:23:33	283.00	119.59	128.08	129.56	63.04	55.26	53.34	16.43	1	-	-	-		
NOMAD	9	84	Egress	2024 SEP 01 07:57:52	2024 SEP 01 07:58:45	2024 SEP 01 08:03:00	308.00	177.00	-179.96	-159.69	-63.66	-65.43	-72.04	20.48	1	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	10	84	Ingress	2024 SEP 01 09:16:50	2024 SEP 01 09:20:43	2024 SEP 01 09:21:34	284.00	91.12	99.59	101.06	62.91	55.05	53.11	16.45	14	-	-	-		
ACS	10	84	Egress	2024 SEP 01 09:55:46	2024 SEP 01 09:56:39	2024 SEP 01 10:00:55	309.00	147.89	150.89	171.04	-63.43	-65.22	-71.95	20.45	14	-	-	-		
NOMAD	11	84	Ingress	2024 SEP 01 11:14:50	2024 SEP 01 11:18:45	2024 SEP 01 11:19:36	286.00	62.54	71.06	72.53	62.85	54.87	52.93	16.46	1	6SUBD Nominal #52	Science: orders #121, #134, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
N/A	11	84	Egress	2024 SEP 01 11:53:40	2024 SEP 01 11:54:34	2024 SEP 01 11:58:51	311.00	118.82	121.85	141.97	-63.23	-65.06	-71.90	20.43	1	-	-	-	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
ACS	12	84	Ingress	2024 SEP 01 13:12:48	2024 SEP 01 13:16:43	2024 SEP 01 13:17:35	287.00	33.95	42.46	43.96	62.81	54.79	52.79	16.47	14	-	-	-		
ACS	12	84	Egress	2024 SEP 01 13:51:33	2024 SEP 01 13:52:27	2024 SEP 01 13:56:47	314.00	89.77	92.77	113.00	-63.02	-64.88	-71.86	20.40	14	-	-	-		
N/A	13	84	Ingress	2024 SEP 01 15:10:41	2024 SEP 01 15:14:38	2024 SEP 01 15:15:30	289.00	5.29	13.89	15.38	62.82	54.69	52.69	16.47	1	-	-	-	&daysideMatch:PAVONIS MONS; 	
NOMAD	13	84	Egress	2024 SEP 01 15:49:23	2024 SEP 01 15:50:18	2024 SEP 01 15:54:38	315.00	60.72	63.73	83.79	-62.80	-64.71	-71.78	20.38	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 	&daysideMatch:PAVONIS MONS; 	
N/A	14	84	Ingress	2024 SEP 01 17:08:34	2024 SEP 01 17:12:33	2024 SEP 01 17:13:25	291.00	-23.26	-14.62	-13.14	62.76	54.52	52.50	16.49	14	-	-	-		
N/A	14	84	Egress	2024 SEP 01 17:47:11	2024 SEP 01 17:48:06	2024 SEP 01 17:52:27	316.00	31.67	34.65	54.59	-62.58	-64.50	-71.69	20.35	14	-	-	-		
NOMAD	15	84	Ingress	2024 SEP 01 19:06:34	2024 SEP 01 19:10:33	2024 SEP 01 19:11:26	292.00	-51.60	-43.06	-41.57	62.55	54.24	52.18	16.50	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	15	84	Egress	2024 SEP 01 19:45:04	2024 SEP 01 19:45:59	2024 SEP 01 19:50:21	317.00	2.66	5.60	25.49	-62.39	-64.32	-71.63	20.32	1	6SUBD CO #6	Science: orders #148, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	16	84	Ingress	2024 SEP 01 21:04:36	2024 SEP 01 21:08:36	2024 SEP 01 21:09:29	293.00	-79.97	-71.50	-70.02	62.35	53.94	51.86	16.52	14	-	-	-		
ACS	16	84	Egress	2024 SEP 01 21:42:59	2024 SEP 01 21:43:54	2024 SEP 01 21:48:19	320.00	-26.40	-23.49	-3.50	-62.16	-64.12	-71.59	20.30	14	-	-	-		
NOMAD	17	84	Ingress	2024 SEP 01 23:02:36	2024 SEP 01 23:06:38	2024 SEP 01 23:07:31	295.00	-108.50	-100.00	-98.54	62.25	53.72	51.63	16.54	1	6SUBD CO2 CO #34	Science: orders #121, #140, #146, #148, #169, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	17	84	Egress	2024 SEP 01 23:40:53	2024 SEP 01 23:41:49	2024 SEP 01 23:46:14	321.00	-55.53	-52.62	-32.88	-61.88	-63.89	-71.46	20.27	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 		
