Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	84	Nightside	2024 AUG 31 15:27:22	2024 AUG 31 15:56:52	2024 AUG 31 16:26:22	3540.23	-46.18	65.70	119.45	73.66	8.96	-73.67	139.36	21.26	3	-	-	-		
1	84	Dayside	2024 AUG 31 16:26:22	2024 AUG 31 16:55:49	2024 AUG 31 17:25:15	3533.46	119.45	-128.35	-74.78	-73.67	-7.32	73.67	40.76	9.28	3	Surface Ice 3SUBD #2	Science: orders #189, #132, #133, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
2	84	Nightside	2024 AUG 31 17:25:15	2024 AUG 31 17:54:46	2024 AUG 31 18:24:16	3541.05	-74.78	36.79	90.89	73.67	8.85	-73.68	139.12	21.24	1	-	-	-		
2	84	Dayside	2024 AUG 31 18:24:16	2024 AUG 31 18:53:44	2024 AUG 31 19:23:12	3535.35	90.89	-157.27	-103.35	-73.68	-7.23	73.67	41.01	9.26	1	-		COP row -1: 		
3	84	Nightside	2024 AUG 31 19:23:12	2024 AUG 31 19:52:43	2024 AUG 31 20:22:15	3542.98	-103.35	7.84	62.32	73.67	8.78	-73.68	138.86	21.23	28	-	-	-		
3	84	Dayside	2024 AUG 31 20:22:15	2024 AUG 31 20:51:42	2024 AUG 31 21:21:09	3534.53	62.32	173.78	-132.07	-73.68	-7.13	73.69	41.27	9.24	28	-		COP row -1: 	&trueDayLimb; 	
4	84	Nightside	2024 AUG 31 21:21:09	2024 AUG 31 21:50:42	2024 AUG 31 22:20:14	3544.43	-132.07	-21.11	33.55	73.69	8.73	-73.70	138.62	21.21	1	-	-	-		
4	84	Dayside	2024 AUG 31 22:20:14	2024 AUG 31 22:49:40	2024 AUG 31 23:19:06	3532.72	33.55	144.83	-160.92	-73.70	-7.08	73.73	41.52	9.23	1	-		COP row -1: 	&daysideMatch:AEOLIS MENSAE MFF; 	
5	84	Nightside	2024 AUG 31 23:19:06	2024 AUG 31 23:48:39	2024 SEP 01 00:18:11	3544.23	-160.92	-50.05	4.56	73.73	8.69	-73.75	138.37	21.19	3	-	-	-		
5	84	Dayside	2024 SEP 01 00:18:11	2024 SEP 01 00:47:36	2024 SEP 01 01:17:02	3531.12	4.56	115.89	170.12	-73.75	-7.10	73.77	41.75	9.21	3	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
6	84	Nightside	2024 SEP 01 01:17:02	2024 SEP 01 01:46:33	2024 SEP 01 02:16:04	3542.48	170.12	-78.97	-24.47	73.77	8.67	-73.80	138.14	21.18	1	-	-	-		
6	84	Dayside	2024 SEP 01 02:16:04	2024 SEP 01 02:45:30	2024 SEP 01 03:14:55	3530.47	-24.47	86.98	141.16	-73.80	-7.10	73.81	41.97	9.20	1	-		COP row -1: 		
7	84	Nightside	2024 SEP 01 03:14:55	2024 SEP 01 03:44:25	2024 SEP 01 04:13:56	3541.29	141.16	-107.87	-53.24	73.81	8.65	-73.82	137.92	21.16	1	-	-	-		
7	84	Dayside	2024 SEP 01 04:13:56	2024 SEP 01 04:43:22	2024 SEP 01 05:12:47	3531.14	-53.24	58.09	112.42	-73.82	-7.02	73.83	42.20	9.18	1	-		COP row -1: 		
8	84	Nightside	2024 SEP 01 05:12:47	2024 SEP 01 05:42:19	2024 SEP 01 06:11:50	3543.24	112.42	-136.78	-81.76	73.83	8.59	-73.82	137.69	21.15	28	-	-	-		
8	84	Dayside	2024 SEP 01 06:11:50	2024 SEP 01 06:41:17	2024 SEP 01 07:10:44	3533.16	-81.76	29.18	83.95	-73.82	-6.91	73.83	42.43	9.17	28	-		COP row -1: 	&trueDayLimb; 	
9	84	Nightside	2024 SEP 01 07:10:44	2024 SEP 01 07:40:16	2024 SEP 01 08:09:48	3544.04	83.95	-165.71	-110.39	73.83	8.47	-73.83	137.44	21.13	1	-	-	-		
9	84	Dayside	2024 SEP 01 08:09:48	2024 SEP 01 08:39:15	2024 SEP 01 09:08:42	3534.61	-110.39	0.23	55.33	-73.83	-6.87	73.84	42.68	9.15	1	-		COP row -1: 		
10	84	Nightside	2024 SEP 01 09:08:42	2024 SEP 01 09:38:14	2024 SEP 01 10:07:45	3543.09	55.33	165.34	-139.16	73.84	8.38	-73.86	137.18	21.12	14	-	-	-		
10	84	Dayside	2024 SEP 01 10:07:45	2024 SEP 01 10:37:13	2024 SEP 01 11:06:40	3534.88	-139.16	-28.72	26.48	-73.86	-6.82	73.87	42.93	9.13	14	-		COP row -1: 		
11	84	Nightside	2024 SEP 01 11:06:40	2024 SEP 01 11:36:11	2024 SEP 01 12:05:42	3541.70	26.48	136.39	-168.04	73.87	8.36	-73.89	136.94	21.10	1	-	-	-		
