MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2026 MAY 23 07:51:00,1.8702,27.8727,269.9861,14.6314,46.2337,5.9759e-14,46.2337,2026 MAY 23 07:45:00,1.401,30.7061,390.0645,14.7231,47.0689,1.425,48.3952
2026 MAY 23 09:42:00,-2.1795,1.056,267.6759,14.6433,44.0434,6.7382e-15,44.0434,2026 MAY 23 09:45:00,-4.6742,3.0142,388.3724,14.8225,45.0282,0.81542,44.4105
2026 MAY 23 09:51:00,26.5219,-2.5321,286.6885,14.55,62.758,8.5639e-15,62.758,2026 MAY 23 09:33:00,30.6332,-3.8584,409.5194,14.1697,63.1119,0.30081,62.8809
2026 MAY 23 11:39:00,12.947,-28.1142,276.2744,14.5958,53.0907,9.1354e-15,53.0907,2026 MAY 23 11:36:00,15.8507,-29.5993,400.5477,14.4481,53.6929,0.11636,53.7101
2026 MAY 23 11:42:00,22.501,-29.3244,283.037,14.5636,59.7831,3.2591e-14,59.7831,2026 MAY 23 11:33:00,24.6466,-31.3975,406.3911,14.2794,59.0117,0.10042,58.9543
2026 MAY 23 13:30:00,8.9887,-54.9535,273.2146,14.6061,50.4761,6.5569e-15,50.4761,2026 MAY 23 13:36:00,9.7408,-57.4299,396.9098,14.5383,50.2445,0.16858,50.3157
2026 MAY 23 15:21:00,5.1513,-81.7955,270.3598,14.6167,48.0765,1.7583e-14,48.0765,2026 MAY 23 15:36:00,3.5005,-85.2808,392.8152,14.6275,47.1672,0.23716,47.29
2026 MAY 23 17:12:00,1.3895,-108.6204,268.2124,14.6281,45.8895,1.4292e-14,45.8895,2026 MAY 23 17:36:00,-2.755,-112.6218,389.196,14.7503,45.0767,4.9196,40.7429
2026 MAY 24 17:27:00,-11.1253,-102.0464,261.5314,14.6581,39.875,4.9885e-14,39.875,2026 MAY 24 17:12:00,-6.1626,-100.2883,388.0396,14.5319,40.4766,4.6968,45.0287
2026 MAY 24 17:27:00,-11.1253,-102.0464,261.5314,14.6581,39.875,4.9885e-14,39.875,2026 MAY 24 17:15:00,-15.0403,-98.5768,384.6781,14.6947,38.9197,3.3459,42.2654
2026 MAY 24 17:30:00,-1.494,-103.2387,266.6242,14.6272,44.1739,2.714e-14,44.1739,2026 MAY 24 17:09:00,2.7048,-101.9201,392.2291,14.3747,43.6561,5.9575,49.0503
2026 MAY 24 19:18:00,-14.9119,-128.8638,260.7204,14.67,38.6236,1.9347e-14,38.6236,2026 MAY 24 19:12:00,-12.4011,-127.622,385.2467,14.6556,39.333,0.41921,39.5355
2026 MAY 24 19:21:00,-5.2741,-130.0627,265.2648,14.6386,42.3023,4.5898e-14,42.3023,2026 MAY 24 19:09:00,-3.4993,-129.1635,388.9525,14.5042,41.5174,0.31957,41.6879
2026 MAY 24 21:12:00,-9.154,-156.8996,264.1665,14.6494,40.5962,5.7338e-15,40.5962,2026 MAY 24 21:09:00,-9.5972,-156.4168,386.9162,14.6331,40.182,5.8874,34.5786
2026 MAY 24 23:03:00,-13.1648,176.2682,262.2055,14.6603,39.108,8.8899e-15,39.108,2026 MAY 24 23:09:00,-15.9126,174.864,385.1971,14.6642,38.2144,2.8082,41.0213
2026 MAY 25 00:51:00,-26.9017,150.7046,256.9956,14.7072,36.6535,4.4641e-14,36.6535,2026 MAY 25 01:09:00,-22.0434,146.7249,382.8432,14.7339,37.6342,6.32,43.9522
2026 MAY 25 00:54:00,-17.2317,149.4613,260.3374,14.6731,37.9389,4.9682e-14,37.9389,2026 MAY 25 01:06:00,-13.1246,145.1631,385.3718,14.5811,38.0456,4.8572,42.8389
2026 MAY 25 00:54:00,-17.2317,149.4613,260.3374,14.6731,37.9389,4.9682e-14,37.9389,2026 MAY 25 01:09:00,-22.0434,146.7249,382.8432,14.7339,37.6342,6.32,43.9522
2026 MAY 25 00:57:00,-7.5905,148.2706,264.7343,14.6422,41.2123,3.4256e-14,41.2123,2026 MAY 25 01:03:00,-4.2054,143.7816,388.8079,14.4403,40.3194,3.1468,43.2944
2026 MAY 26 03:00:00,-33.559,129.3954,255.5621,14.7269,36.9997,7.4455e-14,36.9997,2026 MAY 26 02:45:00,-31.3912,133.5922,380.5033,14.7636,37.3324,1.1415,36.2031
2026 MAY 26 04:54:00,-27.7758,101.3336,256.7606,14.7047,36.5958,5.4558e-14,36.5958,2026 MAY 26 04:42:00,-28.7223,103.9614,379.7781,14.6853,36.3082,1.1526,35.1583
2026 MAY 26 08:33:00,-44.9594,49.3187,253.4105,14.7881,40.0443,4.9784e-14,40.0443,2026 MAY 26 08:42:00,-41.3824,49.5851,379.2004,14.9517,40.8253,1.87,42.3379
2026 MAY 26 08:36:00,-35.2461,47.8012,255.0332,14.7356,37.2915,8.996e-15,37.2915,2026 MAY 26 08:39:00,-32.5773,46.7569,379.864,14.7144,36.777,2.1924,38.7967
2026 MAY 26 10:30:00,-29.5331,19.6612,257.6587,14.7078,36.6003,3.4841e-14,36.6003,2026 MAY 26 10:36:00,-29.7891,17.3376,380.9421,14.6503,35.8522,0.5478,35.9983
2026 MAY 26 12:21:00,-33.6172,-7.1004,257.014,14.7236,36.9783,2.1351e-14,36.9783,2026 MAY 26 12:36:00,-35.8883,-10.4698,380.7077,14.7422,37.4646,4.655,41.6559
2026 MAY 27 16:18:00,-53.7655,-53.2594,253.0338,14.8381,43.979,4.43e-14,43.979,2026 MAY 27 16:12:00,-51.0867,-48.9534,380.2181,15.0278,44.4675,1.7208,45.5235
2026 MAY 27 18:15:00,-38.1701,-83.235,253.4711,14.7367,37.8404,6.3052e-14,37.8404,2026 MAY 27 18:06:00,-39.8071,-82.4693,379.9343,14.6419,37.1271,1.8962,35.2752
2026 MAY 27 21:54:00,-55.4638,-134.7198,253.4877,14.8556,44.9091,2.4841e-14,44.9091,2026 MAY 27 22:06:00,-52.091,-135.0235,379.9739,15.0297,44.8736,1.4288,45.7391
2026 MAY 27 23:51:00,-39.9817,-164.9153,254.6669,14.7394,38.2684,5.9694e-14,38.2684,2026 MAY 28 00:00:00,-40.5992,-168.6271,381.4085,14.6381,37.3031,3.7226,34.0607
2026 MAY 28 01:42:00,-44.0404,168.3894,253.6364,14.7597,39.5842,3.3092e-14,39.5842,2026 MAY 28 02:00:00,-46.7849,163.8994,380.7252,14.7522,40.4283,3.6075,43.1298
2026 MAY 29 05:42:00,-54.65,120.8742,252.8177,14.8325,44.4687,1.1018e-14,44.4687,2026 MAY 29 05:33:00,-53.2607,122.7361,378.1305,14.8108,43.6635,0.96563,43.9911
2026 MAY 29 07:39:00,-39.0614,90.8632,253.8741,14.7289,38.0204,4.5028e-14,38.0204,2026 MAY 29 07:27:00,-40.2449,92.293,377.863,14.6297,37.1974,31.7148,27.2455
2026 MAY 29 11:15:00,-66.0797,42.1046,251.7692,14.9808,51.302,6.1427e-14,51.302,2026 MAY 29 11:30:00,-62.3859,44.7036,379.9878,15.3972,51.8372,0.96147,51.0182
2026 MAY 29 13:12:00,-50.6813,10.8406,254.1364,14.7936,42.4297,1.4575e-14,42.4297,2026 MAY 29 13:24:00,-51.5726,5.8837,379.8312,14.6578,41.6837,1.9711,42.8169
2026 MAY 30 13:30:00,-53.3318,16.4214,254.3813,14.8067,43.7768,8.996e-15,43.7768,2026 MAY 30 13:00:00,-54.7218,20.9836,379.3411,14.6244,43.0607,0.54763,42.9699
2026 MAY 30 15:24:00,-47.7118,-11.9714,255.0554,14.7625,41.0573,1.4312e-14,41.0573,2026 MAY 30 14:57:00,-52.0139,-9.7767,379.6521,14.4708,40.4959,0.55904,40.3936
2026 MAY 30 19:03:00,-65.4497,-62.2997,251.6913,14.9583,50.9658,3.4986e-14,50.9658,2026 MAY 30 18:57:00,-63.4888,-57.3434,379.4897,15.1914,51.2167,0.35309,50.9879
2026 MAY 31 00:39:00,-67.1413,-143.5643,253.1837,14.9886,52.0895,1.0183e-14,52.0895,2026 MAY 31 00:51:00,-64.3813,-142.9736,381.149,15.2228,51.8505,1.4089,52.2981
2026 MAY 31 02:33:00,-61.4428,-172.8355,252.7077,14.8858,48.4046,1.1577e-14,48.4046,2026 MAY 31 02:48:00,-61.7039,-174.3515,381.2138,15.0281,49.3986,3.0267,47.74
2026 JUN 01 08:27:00,-66.056,111.9765,253.242,14.9628,51.4853,1.3114e-14,51.4853,2026 JUN 01 08:18:00,-65.5219,115.9023,377.7084,15.0786,51.7809,0.31819,51.6937
2026 JUN 01 14:03:00,-67.7048,30.6055,253.6731,14.9864,52.558,2.8845e-14,52.558,2026 JUN 01 14:12:00,-66.3264,30.4261,379.7899,15.1203,52.4458,1.3968,52.8145
2026 JUN 01 15:57:00,-62.0512,1.3463,254.9187,14.8842,48.8761,6.3805e-15,48.8761,2026 JUN 01 16:09:00,-63.8235,-2.0797,379.9132,14.8503,49.6733,0.32925,49.3527
2026 JUN 02 21:51:00,-66.4707,-73.9217,251.6673,14.9561,51.8502,7.8554e-14,51.8502,2026 JUN 02 21:39:00,-67.5057,-70.499,378.8176,14.9897,52.599,1.0178,52.7262
2026 JUN 03 01:33:00,-73.9695,-124.6847,253.1961,15.1717,57.0654,1.4312e-14,57.0654,2026 JUN 03 01:36:00,-70.1367,-121.1221,380.5233,15.4578,56.1274,0.36259,55.9607
2026 JUN 03 03:27:00,-68.219,-155.2861,253.3016,14.98,52.9913,4.7708e-15,52.9913,2026 JUN 03 03:33:00,-68.0333,-155.4743,381.206,15.0647,53.2702,0.22971,53.1068
2026 JUN 04 14:57:00,-74.7483,49.694,251.9191,15.1836,57.7336,1.9412e-14,57.7336,2026 JUN 04 14:57:00,-71.7057,54.4531,380.0714,15.5008,57.2441,0.36718,57.039
2026 JUN 04 16:51:00,-69.0701,19.0117,253.7732,14.9867,53.6883,3.7767e-14,53.6883,2026 JUN 04 16:54:00,-69.8801,18.4139,379.9193,14.9956,54.2015,2.2845,54.6291
2026 JUN 04 22:27:00,-71.4236,-61.6645,251.4344,15.0567,55.3788,1.4224e-14,55.3788,2026 JUN 04 22:48:00,-70.5382,-66.3754,378.6252,15.0831,54.9689,1.006,55.035
2026 JUN 06 11:51:00,-71.8537,112.6892,253.3117,15.0675,55.8537,1.3886e-14,55.8537,2026 JUN 06 12:09:00,-72.0602,109.4473,378.9611,15.1431,56.2571,0.41233,56.2608
