S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 MAY 15 14:21:00,35.0952,-87.0365,288.7008,15.3528,47.7727,1.8614e-14,47.7727
TGO,2021 MAY 15 14:09:00,37.1192,-85.1458,413.3454,15.2842,47.2899,0.12219,47.3789

MRO,2021 MAY 15 19:57:00,33.6565,-168.6226,289.0415,15.365,47.7197,3.2591e-14,47.7197
TGO,2021 MAY 15 20:03:00,37.9296,-171.4694,414.9769,15.2725,47.2943,0.94074,46.5798

MRO,2021 MAY 15 23:45:00,44.9635,135.0025,297.3465,15.3058,49.3978,4.0855e-14,49.3978
TGO,2021 MAY 16 00:00:00,41.1837,131.6848,414.7799,15.3281,48.619,0.11337,48.689

MRO,2021 MAY 16 03:30:00,47.0546,79.9734,296.6632,15.2878,49.8559,4.991e-14,49.8559
TGO,2021 MAY 16 03:57:00,44.7537,75.3479,417.3598,15.4175,50.453,0.10681,50.5121

MRO,2021 MAY 17 03:48:00,46.134,85.3417,296.2061,15.3008,49.5868,9.8963e-14,49.5868
TGO,2021 MAY 17 03:33:00,47.7891,89.4419,418.7486,15.3308,50.403,0.090609,50.4434

MRO,2021 MAY 17 05:39:00,42.613,58.6626,294.6074,15.3231,48.8079,1.7128e-14,48.8079
TGO,2021 MAY 17 05:30:00,45.37,59.1626,418.4247,15.2106,48.4466,0.861,49.2494

MRO,2021 MAY 17 11:15:00,40.8069,-22.8174,293.161,15.3425,48.5603,6.3292e-14,48.5603
TGO,2021 MAY 17 11:24:00,45.6861,-26.8388,418.8551,15.2206,48.6228,3.3893,46.1745

MRO,2021 MAY 17 13:12:00,55.9812,-53.0178,303.2489,15.2275,52.6449,1.4575e-14,52.6449
TGO,2021 MAY 17 13:24:00,51.8032,-53.6891,422.6256,15.3775,52.1608,4.2683,55.4874

MRO,2021 MAY 17 15:03:00,52.301,-79.5988,301.1386,15.2564,51.3166,4.2738e-14,51.3166
