S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 MAR 22 05:51:00,-70.6225,-3.0832,251.79,16.2297,65.9891,1.3114e-14,65.9891
TGO,2024 MAR 22 05:45:00,-72.1311,-3.3924,378.9354,16.1117,66.0096,0.42336,66.0823

MRO,2024 MAR 24 00:51:00,-68.2448,88.6025,249.5589,16.1811,64.607,1.2741e-14,64.607
TGO,2024 MAR 24 01:00:00,-70.1508,86.6304,380.4931,16.1956,65.3204,0.44339,65.3939

MRO,2024 MAR 28 17:00:00,-66.4756,-109.2444,249.4956,16.1117,62.7821,3.0837e-14,62.7821
TGO,2024 MAR 28 17:03:00,-64.6052,-110.9609,379.2179,16.0458,61.7826,0.48545,61.8435

MRO,2024 MAR 30 06:24:00,-62.1324,63.6385,248.7574,16.0261,60.5926,7.9514e-15,60.5926
TGO,2024 MAR 30 06:24:00,-62.7311,61.9362,379.0467,15.9125,60.0525,0.49578,60.1051

MRO,2024 MAR 31 23:33:00,-55.8434,-178.4351,250.2818,15.9253,57.7242,2.3039e-14,57.7242
TGO,2024 MAR 31 23:42:00,-57.1821,179.9316,380.7355,15.9622,58.3856,0.53427,58.4476

MRO,2024 APR 03 22:36:00,-49.2176,-136.3606,251.6402,15.8581,55.0865,9.251e-14,55.0865
TGO,2024 APR 03 22:30:00,-47.7402,-135.6139,379.6651,15.8106,54.321,0.5705,54.4005

MRO,2024 APR 05 13:54:00,-38.7141,8.9034,253.2908,15.7789,52.4393,3.2161e-14,52.4393
TGO,2024 APR 05 13:51:00,-39.3697,8.7853,380.4757,15.7222,51.8536,1.9342,53.7878

MRO,2024 APR 10 10:00:00,6.8519,111.5771,269.4697,15.5797,59.2632,4.5981e-14,59.2632
TGO,2024 APR 10 10:03:00,6.1226,111.2602,392.1975,15.6072,59.2798,2.2005,61.1123

MRO,2024 APR 12 05:09:00,39.445,-160.2127,293.7182,15.4411,76.956,5.472e-14,76.956
TGO,2024 APR 12 05:27:00,37.8329,-161.9784,413.7605,15.6153,77.4798,28.829,86.1946

MRO,2024 APR 13 11:00:00,30.0289,124.6486,285.8811,15.4731,71.3379,1.3114e-14,71.3379
TGO,2024 APR 13 10:54:00,30.9161,125.93,408.0516,15.4611,71.7789,0.040102,71.7391

MRO,2024 APR 13 12:51:00,26.4981,97.8361,282.2026,15.4853,69.2773,4.6879e-14,69.2773
TGO,2024 APR 13 12:51:00,28.3291,96.3275,405.5602,15.3847,69.3754,0.034798,69.3449

