TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
0,1,3000,3000,1,1,dayside,2020 JAN 25 15:08:22,LNO ON
0,1,3000,3000,1,2,dayside,2020 JAN 25 17:06:14,LNO ON
-1,-1,-1,-1,-1,3,dayside,2020 JAN 25 19:04:09,LNO OFF
-1,-1,-1,-1,-1,4,dayside,2020 JAN 25 21:02:07,LNO OFF
0,1,1404,1404,1,5,dayside,2020 JAN 25 23:00:05,LNO ON
0,1,1340,1340,1,6,dayside,2020 JAN 26 00:58:02,LNO ON
-1,-1,-1,-1,-1,7,dayside,2020 JAN 26 02:55:57,LNO OFF
-1,-1,-1,-1,-1,8,dayside,2020 JAN 26 04:53:49,LNO OFF
0,1,908,908,1,9,dayside,2020 JAN 26 06:51:43,LNO ON
-1,-1,-1,-1,-1,10,dayside,2020 JAN 26 08:49:40,LNO OFF
0,1,908,908,1,11,dayside,2020 JAN 26 10:47:37,LNO ON
-1,-1,-1,-1,-1,12,dayside,2020 JAN 26 12:45:34,LNO OFF
-1,-1,-1,-1,-1,13,dayside,2020 JAN 26 14:43:29,LNO OFF
0,1,1404,1404,1,14,dayside,2020 JAN 26 16:41:22,LNO ON
-1,-1,-1,-1,-1,15,dayside,2020 JAN 26 18:39:16,LNO OFF
0,1,1420,1420,1,16,dayside,2020 JAN 26 20:37:13,LNO ON
-1,-1,-1,-1,-1,17,dayside,2020 JAN 26 22:35:11,LNO OFF
0,1,1420,1420,1,18,dayside,2020 JAN 27 00:33:09,LNO ON
-1,-1,-1,-1,-1,19,dayside,2020 JAN 27 02:31:04,LNO OFF
0,1,908,908,1,20,dayside,2020 JAN 27 04:28:57,LNO ON
-1,-1,-1,-1,-1,21,dayside,2020 JAN 27 06:26:50,LNO OFF
0,1,3000,3000,1,22,dayside,2020 JAN 27 08:24:46,LNO ON
-1,-1,-1,-1,-1,23,dayside,2020 JAN 27 10:22:44,LNO OFF
0,1,1404,1404,1,24,dayside,2020 JAN 27 12:20:42,LNO ON
-1,-1,-1,-1,-1,25,dayside,2020 JAN 27 14:18:38,LNO OFF
-1,-1,-1,-1,-1,26,dayside,2020 JAN 27 16:16:32,LNO OFF
0,1,1404,1404,1,27,dayside,2020 JAN 27 18:14:24,LNO ON
-1,-1,-1,-1,-1,28,dayside,2020 JAN 27 20:12:19,LNO OFF
-1,-1,-1,-1,-1,29,dayside,2020 JAN 27 22:10:18,LNO OFF
0,1,1420,1420,1,30,dayside,2020 JAN 28 00:08:16,LNO ON
-1,-1,-1,-1,-1,31,dayside,2020 JAN 28 02:06:13,LNO OFF
0,1,1893,1893,1,32,dayside,2020 JAN 28 04:04:06,LNO ON
-1,-1,-1,-1,-1,33,dayside,2020 JAN 28 06:01:59,LNO OFF
-1,-1,-1,-1,-1,34,dayside,2020 JAN 28 07:59:53,LNO OFF
0,1,2352,2352,1,35,dayside,2020 JAN 28 09:57:50,LNO ON
-1,-1,-1,-1,-1,36,dayside,2020 JAN 28 11:55:48,LNO OFF
-1,-1,-1,-1,-1,37,dayside,2020 JAN 28 13:53:45,LNO OFF
0,1,1893,1893,1,38,dayside,2020 JAN 28 15:51:40,LNO ON
-1,-1,-1,-1,-1,39,dayside,2020 JAN 28 17:49:33,LNO OFF
0,1,1893,1893,1,40,dayside,2020 JAN 28 19:47:27,LNO ON
-1,-1,-1,-1,-1,41,dayside,2020 JAN 28 21:45:24,LNO OFF
0,1,1368,1368,1,42,dayside,2020 JAN 28 23:43:23,LNO ON
-1,-1,-1,-1,-1,43,dayside,2020 JAN 29 01:41:20,LNO OFF
0,1,944,944,1,44,dayside,2020 JAN 29 03:39:15,LNO ON
