MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 FEB 20 16:00:00,-10.2405,-12.5763,260.0703,14.8675,47.8509,2.4841e-14,47.8509,2023 FEB 20 15:48:00,-15.0258,-12.9445,385.2781,14.6481,47.3354,1.268,48.0225
2023 FEB 20 19:36:00,-37.1686,-63.596,251.1625,14.9706,64.0977,6.4323e-14,64.0977,2023 FEB 20 19:51:00,-36.1399,-65.8271,381.2849,15.0653,64.3236,0.49121,64.2705
2023 FEB 20 19:39:00,-27.4544,-64.9657,252.8416,14.9281,57.6248,3.9341e-14,57.6248,2023 FEB 20 19:48:00,-27.2905,-68.1171,382.5839,14.8639,56.8441,0.56178,56.2861
2023 FEB 20 21:33:00,-21.3568,-93.0347,254.1018,14.9064,53.8873,2.6336e-14,53.8873,2023 FEB 20 21:45:00,-24.744,-97.712,381.9794,14.7892,54.514,0.44321,54.5084
2023 FEB 21 19:57:00,-27.1034,-59.7304,252.8418,14.9331,57.5918,3.4986e-14,57.5918,2023 FEB 21 19:24:00,-30.6616,-55.0652,381.9815,14.7086,57.5183,4.3105,60.0575
2023 FEB 21 23:36:00,-44.013,-111.7347,250.1643,15.0192,69.1793,3.3206e-14,69.1793,2023 FEB 21 23:24:00,-43.0808,-108.4663,379.1132,15.0425,68.7475,0.49512,68.6727
2023 FEB 22 01:33:00,-28.1647,-141.4078,253.4355,14.9394,58.3239,6.3691e-14,58.3239,2023 FEB 22 01:18:00,-31.6553,-140.9987,381.36,14.7233,58.3485,0.41949,57.9306
2023 FEB 22 07:06:00,-39.6057,138.312,251.1043,14.9903,66.0673,5.2068e-14,66.0673,2023 FEB 22 07:15:00,-40.9932,135.2299,379.6137,14.9308,66.4818,1.424,65.4884
2023 FEB 22 07:09:00,-29.8869,136.9131,252.6154,14.9456,59.4646,6.6412e-14,59.4646,2023 FEB 22 07:12:00,-32.1609,132.5872,380.438,14.7058,58.5526,2.8055,56.7684
2023 FEB 22 10:45:00,-56.6761,87.0335,249.8066,15.125,78.5444,6.3642e-15,78.5444,2023 FEB 22 11:15:00,-53.3102,83.1056,378.2623,15.3497,77.7754,0.48829,77.7168
2023 FEB 23 11:06:00,-46.715,90.2776,249.6517,15.0458,71.4176,4.5871e-14,71.4176,2023 FEB 23 10:48:00,-47.8403,92.7613,377.7723,14.9192,71.2562,0.48413,71.1688
2023 FEB 23 16:39:00,-57.7277,10.5264,250.882,15.1319,79.5034,3.8109e-14,79.5034,2023 FEB 23 16:45:00,-57.0492,12.1093,379.9966,15.3347,80.2655,0.18337,80.0821
2023 FEB 23 16:42:00,-47.9869,8.5522,251.1363,15.0489,72.3348,3.1806e-14,72.3348,2023 FEB 23 16:42:00,-48.5707,6.6034,379.976,14.9189,71.8026,0.53711,71.4578
2023 FEB 23 18:36:00,-42.1529,-19.731,251.4151,15.0131,68.1549,3.9245e-14,68.1549,2023 FEB 23 18:39:00,-45.8544,-23.8364,380.5735,14.7881,68.9576,0.48136,68.8638
2023 FEB 23 22:15:00,-59.4469,-70.8528,248.1276,15.1581,80.8604,1.7201e-14,80.8604,2023 FEB 23 22:39:00,-57.7103,-74.5427,379.4256,15.3017,80.5319,1.1507,81.5842
2023 FEB 24 22:36:00,-49.6706,-67.7288,248.4995,15.0708,73.8243,2.0178e-14,73.8243,2023 FEB 24 22:12:00,-52.3792,-65.6005,379.831,14.8233,74.0773,0.57076,74.5906
2023 FEB 25 04:12:00,-50.7701,-149.3695,250.3413,15.0797,74.6684,5.5819e-14,74.6684,2023 FEB 25 04:06:00,-53.3781,-151.5307,380.8773,14.8383,74.9332,0.24622,74.7195
2023 FEB 25 09:45:00,-62.3197,131.421,249.7272,15.2019,83.2828,1.3114e-14,83.2828,2023 FEB 25 10:03:00,-61.1795,128.0982,378.5479,15.2725,82.8878,11.8814,94.2879
2023 FEB 26 08:12:00,-58.1512,162.8199,249.3053,15.1503,80.3241,8.0274e-14,80.3241,2023 FEB 26 07:39:00,-58.9218,167.5928,380.6905,14.9331,79.6639,7.0863,86.5862
2023 FEB 26 19:24:00,-60.8853,-0.14846,251.4988,15.1889,82.4709,6.8289e-14,82.4709,2023 FEB 26 19:27:00,-61.0893,-3.7012,379.9749,15.0006,81.6432,0.4384,81.5865
2023 FEB 28 01:18:00,-62.0113,-76.2904,248.1278,15.22,83.5971,2.624e-14,83.5971,2023 FEB 28 00:57:00,-63.6585,-74.853,379.1774,14.9753,83.5586,13.7981,97.179
2023 MAR 06 13:18:00,75.9655,-8.2398,317.6192,3.6211,84.7718,2.1924e-14,84.7718,2023 MAR 06 13:15:00,74.1542,-4.6605,433.4035,3.8111,85.2458,1.04,86.2526
2023 MAR 14 11:57:00,75.1252,88.4364,313.5766,3.6614,83.8913,2.6238e-14,83.8913,2023 MAR 14 11:54:00,75.8228,91.1701,433.7525,3.795,83.0824,0.44123,83.3244
2023 MAR 14 17:33:00,76.3913,7.2359,316.5549,3.6997,82.9904,1.0337e-14,82.9904,2023 MAR 14 17:48:00,75.9502,6.8132,434.1156,3.9147,82.6157,0.44006,82.853
