Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	7	Nightside	2018 OCT 06 15:00:39	2018 OCT 06 15:30:11	2018 OCT 06 15:59:44	3544.96	18.74	149.40	-175.96	62.90	21.58	-62.84	119.76	19.59	3	-	-	-		
1	7	Dayside	2018 OCT 06 15:59:44	2018 OCT 06 16:29:06	2018 OCT 06 16:58:28	3524.55	-175.96	-44.65	-10.51	-62.84	-20.35	62.79	60.36	7.60	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
2	7	Nightside	2018 OCT 06 16:58:28	2018 OCT 06 17:28:00	2018 OCT 06 17:57:32	3544.04	-10.51	120.39	154.82	62.79	21.77	-62.73	119.51	19.56	4	-	-	-		
2	7	Dayside	2018 OCT 06 17:57:32	2018 OCT 06 18:26:54	2018 OCT 06 18:56:15	3522.61	154.82	-73.63	-39.80	-62.73	-20.50	62.66	60.62	7.58	4	-		COP row -1: 	COMMENT	
3	7	Nightside	2018 OCT 06 18:56:15	2018 OCT 06 19:25:47	2018 OCT 06 19:55:19	3543.93	-39.80	91.42	125.60	62.66	21.98	-62.62	119.27	19.54	1	-	-	-		
3	7	Dayside	2018 OCT 06 19:55:19	2018 OCT 06 20:24:40	2018 OCT 06 20:54:00	3521.35	125.60	-102.59	-68.97	-62.62	-20.65	62.56	60.85	7.56	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
4	7	Nightside	2018 OCT 06 20:54:00	2018 OCT 06 21:23:32	2018 OCT 06 21:53:04	3543.43	-68.97	62.47	96.47	62.56	22.11	-62.52	119.04	19.52	4	-	-	-		
4	7	Dayside	2018 OCT 06 21:53:04	2018 OCT 06 22:22:26	2018 OCT 06 22:51:48	3524.01	96.47	-131.54	-97.91	-62.52	-20.76	62.50	61.09	7.54	4	-		COP row -1: 	COMMENT	
5	7	Nightside	2018 OCT 06 22:51:48	2018 OCT 06 23:21:20	2018 OCT 06 23:50:52	3544.17	-97.91	33.51	67.57	62.50	22.13	-62.46	118.77	19.50	1	-	-	-		
5	7	Dayside	2018 OCT 06 23:50:52	2018 OCT 07 00:20:15	2018 OCT 07 00:49:38	3525.71	67.57	-160.51	-126.84	-62.46	-20.79	62.44	61.37	7.52	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
6	7	Nightside	2018 OCT 07 00:49:38	2018 OCT 07 01:19:11	2018 OCT 07 01:48:44	3546.35	-126.84	4.51	38.63	62.44	22.17	-62.41	118.48	19.47	4	-	-	-		
6	7	Dayside	2018 OCT 07 01:48:44	2018 OCT 07 02:18:06	2018 OCT 07 02:47:28	3524.15	38.63	170.48	-155.90	-62.41	-20.83	62.35	61.67	7.50	4	-		COP row -1: 	COMMENT	
7	7	Nightside	2018 OCT 07 02:47:28	2018 OCT 07 03:17:02	2018 OCT 07 03:46:36	3547.83	-155.90	-24.50	9.52	62.35	22.27	-62.31	118.21	19.45	3	-	-	-		
7	7	Dayside	2018 OCT 07 03:46:36	2018 OCT 07 04:15:57	2018 OCT 07 04:45:18	3521.96	9.52	141.47	174.93	-62.31	-20.97	62.24	61.94	7.47	3	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
8	7	Nightside	2018 OCT 07 04:45:18	2018 OCT 07 05:14:51	2018 OCT 07 05:44:25	3547.03	174.93	-53.50	-19.77	62.24	22.42	-62.17	117.95	19.43	4	-	-	-		
8	7	Dayside	2018 OCT 07 05:44:25	2018 OCT 07 06:13:45	2018 OCT 07 06:43:06	3520.60	-19.77	112.46	145.67	-62.17	-21.20	62.11	62.18	7.45	4	-		COP row -1: 	COMMENT	
9	7	Nightside	2018 OCT 07 06:43:06	2018 OCT 07 07:12:38	2018 OCT 07 07:42:11	3545.07	145.67	-82.48	-49.08	62.11	22.62	-62.02	117.71	19.41	5	-	-	-		
9	7	Dayside	2018 OCT 07 07:42:11	2018 OCT 07 08:11:31	2018 OCT 07 08:40:51	3520.00	-49.08	83.49	116.41	-62.02	-21.42	61.96	62.41	7.43	5	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
10	7	Nightside	2018 OCT 07 08:40:51	2018 OCT 07 09:10:23	2018 OCT 07 09:39:55	3544.80	116.41	-111.44	-78.18	61.96	22.80	-61.91	117.47	19.38	5	-	-	-		
10	7	Dayside	2018 OCT 07 09:39:55	2018 OCT 07 10:09:16	2018 OCT 07 10:38:36	3520.25	-78.18	54.54	87.33	-61.91	-21.51	61.86	62.66	7.40	5	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
11	7	Nightside	2018 OCT 07 10:38:36	2018 OCT 07 11:08:10	2018 OCT 07 11:37:44	3547.83	87.33	-140.41	-107.08	61.86	22.89	-61.85	117.22	19.36	4	-	-	-		
11	7	Dayside	2018 OCT 07 11:37:44	2018 OCT 07 12:07:05	2018 OCT 07 12:36:26	3522.37	-107.08	25.57	58.48	-61.85	-21.52	61.81	62.93	7.38	4	-		COP row -1: 	COMMENT	
12	7	Nightside	2018 OCT 07 12:36:26	2018 OCT 07 13:06:00	2018 OCT 07 13:35:34	3547.73	58.48	-169.40	-136.08	61.81	22.91	-61.77	116.93	19.34	5	-	-	-		
12	7	Dayside	2018 OCT 07 13:35:34	2018 OCT 07 14:04:56	2018 OCT 07 14:34:18	3524.15	-136.08	-3.44	29.48	-61.77	-21.63	61.73	63.21	7.36	5	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
13	7	Nightside	2018 OCT 07 14:34:18	2018 OCT 07 15:03:51	2018 OCT 07 15:33:24	3545.83	29.48	161.59	-165.23	61.73	22.99	-61.65	116.65	19.32	4	-	-	-		
13	7	Dayside	2018 OCT 07 15:33:24	2018 OCT 07 16:02:46	2018 OCT 07 16:32:08	3524.09	-165.23	-32.46	0.26	-61.65	-21.78	61.60	63.48	7.34	4	-		COP row -1: 	COMMENT	
14	7	Nightside	2018 OCT 07 16:32:08	2018 OCT 07 17:01:40	2018 OCT 07 17:31:12	3544.56	0.26	132.57	165.55	61.60	23.19	-61.51	116.38	19.29	3	-	-	-		
14	7	Dayside	2018 OCT 07 17:31:12	2018 OCT 07 18:00:33	2018 OCT 07 18:29:54	3522.21	165.55	-61.47	-29.07	-61.51	-21.97	61.42	63.74	7.31	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
15	7	Nightside	2018 OCT 07 18:29:54	2018 OCT 07 18:59:27	2018 OCT 07 19:28:59	3544.21	-29.07	103.56	136.28	61.42	23.45	-61.35	116.14	19.27	5	-	-	-		
15	7	Dayside	2018 OCT 07 19:28:59	2018 OCT 07 19:58:19	2018 OCT 07 20:27:39	3520.45	136.28	-90.45	-58.35	-61.35	-22.18	61.26	63.98	7.29	5	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
16	7	Nightside	2018 OCT 07 20:27:39	2018 OCT 07 20:57:11	2018 OCT 07 21:26:43	3543.88	-58.35	74.59	107.06	61.26	23.67	-61.19	115.92	19.25	4	-	-	-		
16	7	Dayside	2018 OCT 07 21:26:43	2018 OCT 07 21:56:04	2018 OCT 07 22:25:25	3521.50	107.06	-119.41	-87.41	-61.19	-22.35	61.14	64.21	7.27	4	-		COP row -1: 	COMMENT	
17	7	Nightside	2018 OCT 07 22:25:25	2018 OCT 07 22:54:56	2018 OCT 07 23:24:28	3543.92	-87.41	45.63	78.04	61.14	23.75	-61.09	115.67	19.22	5	-	-	-		
17	7	Dayside	2018 OCT 07 23:24:28	2018 OCT 07 23:53:51	2018 OCT 08 00:23:13	3524.65	78.04	-148.38	-116.34	-61.09	-22.45	61.07	64.47	7.25	5	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
18	7	Nightside	2018 OCT 08 00:23:13	2018 OCT 08 00:52:46	2018 OCT 08 01:22:19	3545.52	-116.34	16.64	49.12	61.07	23.79	-61.02	115.38	19.20	5	-	-	-		
18	7	Dayside	2018 OCT 08 01:22:19	2018 OCT 08 01:51:41	2018 OCT 08 02:21:03	3524.23	49.12	-177.40	-145.38	-61.02	-22.51	60.96	64.76	7.22	5	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
19	7	Nightside	2018 OCT 08 02:21:03	2018 OCT 08 02:50:37	2018 OCT 08 03:20:10	3547.52	-145.38	-12.38	20.05	60.96	23.91	-60.91	115.10	19.18	4	-	-	-		
19	7	Dayside	2018 OCT 08 03:20:10	2018 OCT 08 03:49:31	2018 OCT 08 04:18:52	3521.94	20.05	153.58	-174.55	-60.91	-22.64	60.82	65.04	7.20	4	-		COP row -1: 	COMMENT	
20	7	Nightside	2018 OCT 08 04:18:52	2018 OCT 08 04:48:26	2018 OCT 08 05:18:00	3547.81	-174.55	-41.40	-9.22	60.82	24.09	-60.73	114.84	19.15	3	-	-	-		
20	7	Dayside	2018 OCT 08 05:18:00	2018 OCT 08 05:47:20	2018 OCT 08 06:16:40	3520.19	-9.22	124.55	156.19	-60.73	-22.90	60.64	65.29	7.17	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
21	7	Nightside	2018 OCT 08 06:16:40	2018 OCT 08 06:46:13	2018 OCT 08 07:15:46	3546.03	156.19	-70.41	-38.58	60.64	24.32	-60.53	114.60	19.13	5	-	-	-		
21	7	Dayside	2018 OCT 08 07:15:46	2018 OCT 08 07:45:06	2018 OCT 08 08:14:26	3519.18	-38.58	95.54	126.87	-60.53	-23.19	60.45	65.52	7.15	5	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
22	7	Nightside	2018 OCT 08 08:14:26	2018 OCT 08 08:43:58	2018 OCT 08 09:13:30	3544.59	126.87	-99.40	-67.85	60.45	24.58	-60.34	114.37	19.11	4	-	-	-		
22	7	Dayside	2018 OCT 08 09:13:30	2018 OCT 08 09:42:50	2018 OCT 08 10:12:09	3518.90	-67.85	66.57	97.64	-60.34	-23.40	60.26	65.75	7.12	4	-		COP row -1: 	COMMENT	
23	7	Nightside	2018 OCT 08 10:12:09	2018 OCT 08 10:41:42	2018 OCT 08 11:11:16	3546.83	97.64	-128.38	-96.87	60.26	24.77	-60.22	114.13	19.08	5	-	-	-		
23	7	Dayside	2018 OCT 08 11:11:16	2018 OCT 08 11:40:36	2018 OCT 08 12:09:56	3519.79	-96.87	37.60	68.66	-60.22	-23.48	60.16	66.01	7.10	5	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
24	7	Nightside	2018 OCT 08 12:09:56	2018 OCT 08 12:39:30	2018 OCT 08 13:09:05	3548.99	68.66	-157.37	-125.85	60.16	24.86	-60.12	113.86	19.06	5	-	-	-		
24	7	Dayside	2018 OCT 08 13:09:05	2018 OCT 08 13:38:26	2018 OCT 08 14:07:47	3522.00	-125.85	8.59	39.70	-60.12	-23.59	60.06	66.28	7.08	5	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
25	7	Nightside	2018 OCT 08 14:07:47	2018 OCT 08 14:37:20	2018 OCT 08 15:06:54	3547.12	39.70	173.61	-154.98	60.06	24.94	-59.97	113.57	19.04	4	-	-	-		
25	7	Dayside	2018 OCT 08 15:06:54	2018 OCT 08 15:36:15	2018 OCT 08 16:05:36	3522.71	-154.98	-20.44	10.53	-59.97	-23.78	59.90	66.56	7.05	4	-		COP row -1: 	COMMENT	
26	7	Nightside	2018 OCT 08 16:05:36	2018 OCT 08 16:35:09	2018 OCT 08 17:04:42	3545.37	10.53	144.57	175.78	59.90	25.15	-59.78	113.30	19.01	3	-	-	-		
26	7	Dayside	2018 OCT 08 17:04:42	2018 OCT 08 17:34:02	2018 OCT 08 18:03:23	3521.25	175.78	-49.48	-18.82	-59.78	-24.02	59.67	66.82	7.03	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
27	7	Nightside	2018 OCT 08 18:03:23	2018 OCT 08 18:32:55	2018 OCT 08 19:02:28	3544.81	-18.82	115.53	146.48	59.67	25.46	-59.56	113.06	18.98	5	-	-	-		
27	7	Dayside	2018 OCT 08 19:02:28	2018 OCT 08 19:31:47	2018 OCT 08 20:01:07	3518.98	146.48	-78.49	-48.18	-59.56	-24.28	59.43	67.06	7.00	5	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
28	7	Nightside	2018 OCT 08 20:01:07	2018 OCT 08 20:30:39	2018 OCT 08 21:00:12	3544.90	-48.18	86.52	117.18	59.43	25.79	-59.33	112.84	18.96	4	-	-	-		
28	7	Dayside	2018 OCT 08 21:00:12	2018 OCT 08 21:29:31	2018 OCT 08 21:58:50	3518.18	117.18	-107.48	-77.40	-59.33	-24.55	59.22	67.28	6.98	4	-		COP row -1: 	COMMENT	
29	7	Nightside	2018 OCT 08 21:58:50	2018 OCT 08 22:28:22	2018 OCT 08 22:57:55	3544.58	-77.40	57.55	88.01	59.22	26.01	-59.15	112.61	18.93	3	-	-	-		
29	7	Dayside	2018 OCT 08 22:57:55	2018 OCT 08 23:27:15	2018 OCT 08 23:56:36	3521.41	88.01	-136.46	-106.40	-59.15	-24.73	59.09	67.52	6.96	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
30	7	Nightside	2018 OCT 08 23:56:36	2018 OCT 09 00:26:09	2018 OCT 09 00:55:41	3545.47	-106.40	28.56	59.02	59.09	26.10	-59.02	112.34	18.91	4	-	-	-		
30	7	Dayside	2018 OCT 09 00:55:41	2018 OCT 09 01:25:03	2018 OCT 09 01:54:24	3522.55	59.02	-165.46	-135.44	-59.02	-24.85	58.96	67.79	6.93	4	-		COP row -1: 	COMMENT	
31	7	Nightside	2018 OCT 09 01:54:24	2018 OCT 09 02:23:58	2018 OCT 09 02:53:32	3547.73	-135.44	-0.47	29.98	58.96	26.24	-58.88	112.06	18.89	3	-	-	-		
31	7	Dayside	2018 OCT 09 02:53:32	2018 OCT 09 03:22:52	2018 OCT 09 03:52:12	3520.42	29.98	165.49	-164.60	-58.88	-25.00	58.77	68.08	6.91	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
32	7	Nightside	2018 OCT 09 03:52:12	2018 OCT 09 04:21:47	2018 OCT 09 04:51:21	3548.89	-164.60	-29.51	0.76	58.77	26.46	-58.67	111.80	18.86	4	-	-	-		
32	7	Dayside	2018 OCT 09 04:51:21	2018 OCT 09 05:20:40	2018 OCT 09 05:49:59	3518.17	0.76	136.44	166.15	-58.67	-25.27	58.54	68.34	6.88	4	-		COP row -1: 	COMMENT	
33	7	Nightside	2018 OCT 09 05:49:59	2018 OCT 09 06:19:33	2018 OCT 09 06:49:06	3547.31	166.15	-58.55	-28.62	58.54	26.74	-58.39	111.55	18.83	3	-	-	-		
33	7	Dayside	2018 OCT 09 06:49:06	2018 OCT 09 07:18:25	2018 OCT 09 07:47:44	3517.06	-28.62	107.40	136.80	-58.39	-25.65	58.27	68.57	6.85	3	Limb 2SUBD 01	Science: orders #161, #162, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
34	7	Nightside	2018 OCT 09 07:47:44	2018 OCT 09 08:17:16	2018 OCT 09 08:46:49	3545.31	136.80	-87.57	-57.99	58.27	27.08	-58.10	111.33	18.81	4	-	-	-		
34	7	Dayside	2018 OCT 09 08:46:49	2018 OCT 09 09:16:07	2018 OCT 09 09:45:25	3516.57	-57.99	78.39	107.48	-58.10	-26.00	57.99	68.78	6.83	4	-		COP row -1: 	COMMENT	
35	7	Nightside	2018 OCT 09 09:45:25	2018 OCT 09 10:14:59	2018 OCT 09 10:44:32	3546.25	107.48	-116.57	-87.13	57.99	27.37	-57.90	111.11	18.78	3	-	-	-		
35	7	Dayside	2018 OCT 09 10:44:32	2018 OCT 09 11:13:50	2018 OCT 09 11:43:09	3516.86	-87.13	49.41	78.36	-57.90	-26.19	57.80	69.02	6.80	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
36	7	Nightside	2018 OCT 09 11:43:09	2018 OCT 09 12:12:43	2018 OCT 09 12:42:18	3549.68	78.36	-145.57	-116.12	57.80	27.55	-57.76	110.86	18.76	3	-	-	-		
36	7	Dayside	2018 OCT 09 12:42:18	2018 OCT 09 13:11:38	2018 OCT 09 13:40:57	3519.20	-116.12	20.40	49.41	-57.76	-26.31	57.67	69.29	6.78	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
37	7	Nightside	2018 OCT 09 13:40:57	2018 OCT 09 14:10:32	2018 OCT 09 14:40:06	3548.43	49.41	-174.60	-145.24	57.67	27.67	-57.56	110.57	18.73	4	-	-	-		
37	7	Dayside	2018 OCT 09 14:40:06	2018 OCT 09 15:09:26	2018 OCT 09 15:38:47	3520.82	-145.24	-8.65	20.28	-57.56	-26.53	57.47	69.56	6.75	4	-		COP row -1: 	COMMENT	
38	7	Nightside	2018 OCT 09 15:38:47	2018 OCT 09 16:08:20	2018 OCT 09 16:37:53	3546.11	20.28	156.34	-174.48	57.47	27.89	-57.31	110.30	18.71	4	-	-	-		
38	7	Dayside	2018 OCT 09 16:37:53	2018 OCT 09 17:07:13	2018 OCT 09 17:36:33	3520.11	-174.48	-37.72	-9.04	-57.31	-26.84	57.18	69.81	6.72	4	-		COP row -1: 	COMMENT	
