Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	7	Ingress	2018 OCT 06 15:12:59	2018 OCT 06 15:20:25	2018 OCT 06 15:22:32	573.00	84.13	105.04	109.11	56.55	39.53	33.69	16.47	3	-	-	-	COMMENT	
N/A	1	7	Egress	2018 OCT 06 15:39:11	2018 OCT 06 15:41:21	2018 OCT 06 15:49:15	604.00	131.96	134.87	148.25	-17.40	-23.67	-44.10	18.80	3	-	-	-	COMMENT	
N/A	2	7	Ingress	2018 OCT 06 17:10:56	2018 OCT 06 17:18:30	2018 OCT 06 17:20:41	585.00	55.61	76.74	80.89	56.46	39.03	32.98	16.50	4	-	-	-	COMMENT	
N/A	2	7	Egress	2018 OCT 06 17:36:45	2018 OCT 06 17:38:59	2018 OCT 06 17:47:02	617.00	102.81	105.78	119.25	-16.33	-22.83	-43.74	18.77	4	-	-	-	COMMENT	
NOMAD	3	7	Ingress	2018 OCT 06 19:08:49	2018 OCT 06 19:16:31	2018 OCT 06 19:18:46	597.00	27.01	48.40	52.61	56.43	38.61	32.34	16.52	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
NOMAD	3	7	Egress	2018 OCT 06 19:34:17	2018 OCT 06 19:36:35	2018 OCT 06 19:44:47	630.00	73.67	76.69	90.24	-15.25	-21.96	-43.37	18.73	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	4	7	Ingress	2018 OCT 06 21:06:39	2018 OCT 06 21:14:28	2018 OCT 06 21:16:48	609.00	-1.62	20.02	24.34	56.42	38.24	31.71	16.54	4	-	-	-	COMMENT	
ACS	4	7	Egress	2018 OCT 06 21:31:44	2018 OCT 06 21:34:07	2018 OCT 06 21:42:26	642.00	44.53	47.63	61.18	-14.11	-21.09	-42.91	18.70	4	-	-	-	COMMENT	
NOMAD	5	7	Ingress	2018 OCT 06 23:04:33	2018 OCT 06 23:12:32	2018 OCT 06 23:14:59	626.00	-29.93	-8.13	-3.68	56.25	37.54	30.64	16.58	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
NOMAD	5	7	Egress	2018 OCT 06 23:29:08	2018 OCT 06 23:31:38	2018 OCT 06 23:40:06	658.00	15.29	18.50	32.09	-12.74	-20.09	-42.42	18.66	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	6	7	Ingress	2018 OCT 07 01:02:35	2018 OCT 07 01:10:46	2018 OCT 07 01:13:22	647.00	-57.97	-36.09	-31.51	55.93	36.55	29.17	16.63	4	-	-	-	COMMENT	
N/A	6	7	Egress	2018 OCT 07 01:26:29	2018 OCT 07 01:29:08	2018 OCT 07 01:37:49	680.00	-14.09	-10.73	2.99	-11.05	-18.88	-41.92	18.62	4	-	-	-	COMMENT	
N/A	7	7	Ingress	2018 OCT 07 03:00:36	2018 OCT 07 03:09:00	2018 OCT 07 03:11:46	670.00	-86.16	-64.12	-59.37	55.69	35.60	27.69	16.68	3	-	-	-	COMMENT	
N/A	7	7	Egress	2018 OCT 07 03:23:49	2018 OCT 07 03:26:38	2018 OCT 07 03:35:32	703.00	-43.52	-39.99	-26.19	-9.22	-17.58	-41.33	18.57	3	-	-	-	COMMENT	
ACS	8	7	Merged	2018 OCT 07 04:58:33	-	2018 OCT 07 05:33:13	2079.95	-114.62	-	-55.39	55.57	-	-40.69	-	4	-	-	-	COMMENT	
