Instrument	Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
N/A	54	Grazing	2018 OCT 10 11:39:26	2018 OCT 10 11:55:25	-	959.0	-176.9	53.0	15.4	
N/A	55	Grazing	2018 OCT 10 13:38:01	2018 OCT 10 13:52:25	-	864.0	155.5	52.3	15.5	
N/A	56	Grazing	2018 OCT 10 15:36:35	2018 OCT 10 15:49:23	-	768.0	127.7	51.7	15.5	
N/A	57	Grazing	2018 OCT 10 17:35:13	2018 OCT 10 17:46:22	-	669.0	99.3	51.5	15.6	
N/A	58	Grazing	2018 OCT 10 19:33:52	2018 OCT 10 19:43:19	-	567.0	71.5	50.9	15.6	
N/A	59	Grazing	2018 OCT 10 21:32:34	2018 OCT 10 21:40:03	-	449.0	43.3	50.6	15.6	
N/A	60	Grazing	2018 OCT 10 23:31:45	2018 OCT 10 23:36:07	-	262.0	14.7	50.5	15.7	
N/A	61	Grazing	2018 OCT 11 01:31:09	2018 OCT 11 01:32:10	-	61.0	-13.0	49.8	15.7	
N/A	62	Grazing	2018 OCT 11 03:29:00	2018 OCT 11 03:30:01	-	61.0	-39.9	48.3	15.8	
N/A	63	Grazing	2018 OCT 11 05:26:47	2018 OCT 11 05:27:48	-	61.0	-67.0	46.9	16.0	
N/A	64	Grazing	2018 OCT 11 07:24:28	2018 OCT 11 07:25:29	-	61.0	-94.9	46.2	16.0	
N/A	65	Grazing	2018 OCT 11 09:22:07	2018 OCT 11 09:23:08	-	61.0	-123.2	45.9	16.0	
N/A	66	Grazing	2018 OCT 11 11:19:48	2018 OCT 11 11:20:49	-	61.0	-151.1	45.1	16.1	
N/A	67	Grazing	2018 OCT 11 13:17:34	2018 OCT 11 13:18:35	-	61.0	-178.1	43.4	16.2	
N/A	68	Grazing	2018 OCT 11 15:15:20	2018 OCT 11 15:16:21	-	61.0	154.9	41.4	16.3	
N/A	69	Grazing	2018 OCT 11 17:13:06	2018 OCT 11 17:14:07	-	61.0	127.8	39.5	16.5	
N/A	70	Grazing	2018 OCT 11 19:10:55	2018 OCT 11 19:11:56	-	61.0	100.6	37.5	16.6	
N/A	71	Grazing	2018 OCT 11 21:08:39	2018 OCT 11 21:09:40	-	61.0	73.7	35.0	16.7	
N/A	72	Grazing	2018 OCT 11 23:06:16	2018 OCT 11 23:07:17	-	61.0	46.7	32.3	16.8	
N/A	73	Grazing	2018 OCT 18 07:40:22	2018 OCT 18 07:41:23	-	61.0	-172.8	18.5	6.6	
N/A	74	Grazing	2018 OCT 18 09:38:09	2018 OCT 18 09:39:10	-	61.0	155.4	11.3	6.4	
N/A	75	Grazing	2018 OCT 18 11:35:57	2018 OCT 18 11:36:58	-	61.0	125.0	7.0	6.2	
N/A	76	Grazing	2018 OCT 18 13:33:41	2018 OCT 18 13:34:42	-	61.0	95.0	3.7	6.1	
N/A	77	Grazing	2018 OCT 18 15:31:18	2018 OCT 18 15:32:19	-	61.0	65.6	1.8	6.1	
N/A	78	Grazing	2018 OCT 18 17:29:03	2018 OCT 18 17:30:04	-	61.0	36.4	0.3	6.0	
N/A	79	Grazing	2018 OCT 18 19:26:52	2018 OCT 18 19:27:53	-	61.0	6.8	-1.9	5.9	
N/A	80	Grazing	2018 OCT 18 21:24:38	2018 OCT 18 21:25:39	-	61.0	-22.7	-4.0	5.9	
N/A	81	Grazing	2018 OCT 18 23:22:24	2018 OCT 18 23:23:25	-	61.0	-52.1	-6.0	5.8	
N/A	82	Grazing	2018 OCT 19 01:20:10	2018 OCT 19 01:21:11	-	61.0	-81.5	-7.9	5.7	
N/A	83	Grazing	2018 OCT 19 03:17:54	2018 OCT 19 03:18:55	-	61.0	-110.8	-9.4	5.7	
N/A	84	Grazing	2018 OCT 19 05:15:34	2018 OCT 19 05:16:35	-	61.0	-139.8	-10.4	5.7	
N/A	85	Grazing	2018 OCT 19 07:11:23	2018 OCT 19 07:16:10	-	287.0	-169.4	-12.4	5.6	
N/A	86	Grazing	2018 OCT 19 09:07:05	2018 OCT 19 09:15:58	-	533.0	161.3	-14.1	5.5	
N/A	87	Grazing	2018 OCT 19 11:03:28	2018 OCT 19 11:15:13	-	705.0	131.9	-15.7	5.5	
N/A	88	Grazing	2018 OCT 19 13:00:16	2018 OCT 19 13:14:00	-	824.0	102.6	-17.3	5.4	
N/A	89	Grazing	2018 OCT 19 14:57:22	2018 OCT 19 15:12:14	-	892.0	73.3	-18.6	5.4	
N/A	90	Grazing	2018 OCT 19 16:54:39	2018 OCT 19 17:10:17	-	938.0	44.4	-19.1	5.4	
N/A	91	Grazing	2018 OCT 19 18:51:57	2018 OCT 19 19:08:37	-	1000.0	15.2	-20.3	5.3	
N/A	92	Grazing	2018 OCT 19 20:49:13	2018 OCT 19 21:06:59	-	1066.0	-14.0	-21.5	5.3	
N/A	93	Grazing	2018 OCT 19 22:46:29	2018 OCT 19 23:05:18	-	1129.0	-43.2	-22.6	5.2	
N/A	94	Grazing	2018 OCT 20 00:43:45	2018 OCT 20 01:03:34	-	1189.0	-72.4	-23.6	5.2	
N/A	95	Grazing	2018 OCT 20 02:41:04	2018 OCT 20 03:01:46	-	1242.0	-101.5	-24.6	5.2	
N/A	96	Grazing	2018 OCT 20 04:38:30	2018 OCT 20 04:59:48	-	1278.0	-130.4	-25.1	5.1	
N/A	97	Grazing	2018 OCT 20 06:35:54	2018 OCT 20 06:57:49	-	1315.0	-159.6	-26.1	5.1	
N/A	98	Grazing	2018 OCT 20 08:33:15	2018 OCT 20 08:55:59	-	1364.0	171.1	-27.3	5.1	
N/A	99	Grazing	2018 OCT 20 10:30:38	2018 OCT 20 10:54:15	-	1417.0	141.8	-28.5	5.0	
N/A	100	Grazing	2018 OCT 20 12:28:03	2018 OCT 20 12:52:30	-	1467.0	112.5	-29.6	5.0	
N/A	101	Grazing	2018 OCT 20 14:25:29	2018 OCT 20 14:50:34	-	1505.0	83.3	-30.5	4.9	
N/A	102	Grazing	2018 OCT 20 16:22:58	2018 OCT 20 16:48:28	-	1530.0	54.4	-30.9	4.9	
N/A	103	Grazing	2018 OCT 20 18:20:34	2018 OCT 20 18:46:29	-	1555.0	25.3	-31.6	4.9	
N/A	104	Grazing	2018 OCT 20 20:18:10	2018 OCT 20 20:44:35	-	1585.0	-3.8	-32.3	4.8	
N/A	105	Grazing	2018 OCT 20 22:15:42	2018 OCT 20 22:42:41	-	1619.0	-32.9	-33.0	4.8	
N/A	106	Grazing	2018 OCT 21 00:13:13	2018 OCT 21 00:40:45	-	1652.0	-62.2	-34.0	4.8	
N/A	107	Grazing	2018 OCT 21 02:10:44	2018 OCT 21 02:38:49	-	1685.0	-91.2	-34.5	4.7	
N/A	108	Grazing	2018 OCT 21 04:08:18	2018 OCT 21 04:36:45	-	1707.0	-120.2	-35.0	4.7	
N/A	109	Grazing	2018 OCT 21 06:05:53	2018 OCT 21 06:34:39	-	1726.0	-149.2	-35.5	4.7	
N/A	110	Grazing	2018 OCT 21 08:03:26	2018 OCT 21 08:32:38	-	1752.0	-178.6	-36.6	4.6	
N/A	111	Grazing	2018 OCT 21 10:00:59	2018 OCT 21 10:30:43	-	1784.0	152.2	-37.3	4.6	
N/A	112	Grazing	2018 OCT 21 11:58:35	2018 OCT 21 12:28:51	-	1816.0	123.1	-38.0	4.5	
NOMAD	113	Grazing	2018 OCT 21 13:56:10	2018 OCT 21 14:26:54	-	1844.0	94.0	-38.5	4.5	
N/A	114	Grazing	2018 OCT 21 15:53:43	2018 OCT 21 16:24:45	-	1862.0	64.7	-39.4	4.5	
NOMAD	115	Grazing	2018 OCT 21 17:51:22	2018 OCT 21 18:22:37	-	1875.0	36.0	-39.5	4.5	
N/A	116	Grazing	2018 OCT 21 19:49:04	2018 OCT 21 20:20:38	-	1894.0	6.8	-40.1	4.4	
NOMAD	117	Grazing	2018 OCT 21 21:46:45	2018 OCT 21 22:18:40	-	1915.0	-22.1	-40.4	4.4	
N/A	118	Grazing	2018 OCT 21 23:44:23	2018 OCT 22 00:16:41	-	1938.0	-51.3	-41.0	4.4	
NOMAD	119	Grazing	2018 OCT 22 01:42:00	2018 OCT 22 02:14:40	-	1960.0	-80.4	-41.5	4.3	
N/A	120	Grazing	2018 OCT 22 03:39:37	2018 OCT 22 04:12:37	-	1980.0	-109.4	-42.0	4.3	
NOMAD	121	Grazing	2018 OCT 22 05:37:18	2018 OCT 22 06:10:29	-	1991.0	-138.5	-42.5	4.3	
N/A	122	Grazing	2018 OCT 22 07:34:57	2018 OCT 22 08:08:23	-	2006.0	-167.7	-43.1	4.2	
NOMAD	123	Grazing	2018 OCT 22 09:32:35	2018 OCT 22 10:06:23	-	2028.0	163.0	-43.7	4.2	
N/A	124	Grazing	2018 OCT 22 11:30:16	2018 OCT 22 12:04:27	-	2051.0	134.1	-44.0	4.2	
NOMAD	125	Merged	2018 OCT 22 13:27:57	2018 OCT 22 14:02:28	-	2071.0	104.8	-44.6	4.1	
ACS	126	Merged	2018 OCT 22 15:25:35	2018 OCT 22 16:00:23	-	2088.0	75.8	-45.0	4.1	
NOMAD	127	Merged	2018 OCT 22 17:23:13	2018 OCT 22 17:58:12	-	2099.0	46.7	-45.5	4.1	
N/A	128	Merged	2018 OCT 22 19:20:58	2018 OCT 22 19:56:09	-	2111.0	17.8	-45.7	4.1	
ACS	129	Merged	2018 OCT 22 21:18:44	2018 OCT 22 21:54:08	-	2124.0	-11.6	-46.3	4.0	
NOMAD	130	Merged	2018 OCT 22 23:16:26	2018 OCT 22 23:52:07	-	2141.0	-40.5	-46.6	4.0	
NOMAD	131	Ingress	2018 OCT 23 01:14:06	2018 OCT 23 01:26:47	2018 OCT 23 01:23:30	761.0	-69.7	-47.1	4.0	
NOMAD	132	Egress	2018 OCT 23 01:37:56	2018 OCT 23 01:50:05	2018 OCT 23 01:41:11	729.0	-30.8	28.1	7.0	
ACS	133	Ingress	2018 OCT 23 03:11:46	2018 OCT 23 03:24:08	2018 OCT 23 03:20:59	742.0	-98.9	-47.5	3.9	
N/A	134	Egress	2018 OCT 23 03:36:12	2018 OCT 23 03:48:01	2018 OCT 23 03:39:18	709.0	-58.7	29.4	7.0	
NOMAD	135	Ingress	2018 OCT 23 05:09:28	2018 OCT 23 05:21:33	2018 OCT 23 05:18:31	725.0	-128.0	-47.9	3.9	
NOMAD	136	Egress	2018 OCT 23 05:34:20	2018 OCT 23 05:45:53	2018 OCT 23 05:37:19	693.0	-86.8	30.3	7.1	
N/A	137	Ingress	2018 OCT 23 07:07:11	2018 OCT 23 07:18:59	2018 OCT 23 07:16:04	708.0	-156.8	-48.1	3.9	
N/A	138	Egress	2018 OCT 23 07:32:27	2018 OCT 23 07:43:44	2018 OCT 23 07:35:20	677.0	-115.1	31.0	7.1	
ACS	139	Ingress	2018 OCT 23 09:04:52	2018 OCT 23 09:16:25	2018 OCT 23 09:13:35	693.0	173.8	-48.7	3.8	
ACS	140	Egress	2018 OCT 23 09:30:39	2018 OCT 23 09:41:39	2018 OCT 23 09:33:25	660.0	-143.2	31.9	7.1	
NOMAD	141	Ingress	2018 OCT 23 11:02:35	2018 OCT 23 11:13:53	2018 OCT 23 11:11:09	678.0	144.8	-49.0	3.8	
NOMAD	142	Egress	2018 OCT 23 11:28:54	2018 OCT 23 11:39:39	2018 OCT 23 11:31:34	645.0	-171.3	33.0	7.2	
NOMAD	143	Ingress	2018 OCT 23 13:00:20	2018 OCT 23 13:11:22	2018 OCT 23 13:08:44	662.0	115.4	-49.5	3.7	
NOMAD	144	Egress	2018 OCT 23 13:27:09	2018 OCT 23 13:37:40	2018 OCT 23 13:29:45	631.0	160.8	34.0	7.2	
ACS	145	Ingress	2018 OCT 23 14:58:02	2018 OCT 23 15:08:52	2018 OCT 23 15:06:18	650.0	86.7	-49.6	3.7	
ACS	146	Egress	2018 OCT 23 15:25:18	2018 OCT 23 15:35:37	2018 OCT 23 15:27:49	619.0	132.7	34.9	7.3	
NOMAD	147	Ingress	2018 OCT 23 16:55:41	2018 OCT 23 17:06:22	2018 OCT 23 17:03:51	641.0	57.5	-50.0	3.7	
NOMAD	148	Egress	2018 OCT 23 17:23:17	2018 OCT 23 17:33:25	2018 OCT 23 17:25:45	608.0	104.4	35.5	7.3	
N/A	149	Ingress	2018 OCT 23 18:53:25	2018 OCT 23 19:03:57	2018 OCT 23 19:01:29	632.0	28.3	-50.5	3.7	
N/A	150	Egress	2018 OCT 23 19:21:18	2018 OCT 23 19:31:17	2018 OCT 23 19:23:42	599.0	76.0	35.9	7.3	
ACS	151	Ingress	2018 OCT 23 20:51:14	2018 OCT 23 21:01:34	2018 OCT 23 20:59:09	620.0	-0.7	-50.7	3.6	
ACS	152	Egress	2018 OCT 23 21:19:25	2018 OCT 23 21:29:15	2018 OCT 23 21:21:46	590.0	47.7	36.5	7.4	
NOMAD	153	Ingress	2018 OCT 23 22:49:00	2018 OCT 23 22:59:09	2018 OCT 23 22:56:48	609.0	-29.7	-50.9	3.6	
NOMAD	154	Egress	2018 OCT 23 23:17:33	2018 OCT 23 23:27:13	2018 OCT 23 23:19:51	580.0	19.5	37.1	7.4	
ACS	155	Ingress	2018 OCT 24 00:46:44	2018 OCT 24 00:56:44	2018 OCT 24 00:54:26	600.0	-59.1	-51.4	3.6	
ACS	156	Egress	2018 OCT 24 01:15:40	2018 OCT 24 01:25:10	2018 OCT 24 01:17:55	570.0	-8.6	37.8	7.4	
NOMAD	157	Ingress	2018 OCT 24 02:44:26	2018 OCT 24 02:54:18	2018 OCT 24 02:52:02	592.0	-87.9	-51.6	3.6	
NOMAD	158	Egress	2018 OCT 24 03:13:44	2018 OCT 24 03:23:06	2018 OCT 24 03:15:57	562.0	-36.8	38.5	7.5	
NOMAD	159	Ingress	2018 OCT 24 04:42:09	2018 OCT 24 04:51:53	2018 OCT 24 04:49:40	584.0	-117.1	-51.9	3.5	
NOMAD	160	Egress	2018 OCT 24 05:11:44	2018 OCT 24 05:20:59	2018 OCT 24 05:13:55	555.0	-65.1	39.0	7.5	
N/A	161	Ingress	2018 OCT 24 06:39:54	2018 OCT 24 06:49:30	2018 OCT 24 06:47:18	576.0	-145.9	-52.0	3.5	
N/A	162	Egress	2018 OCT 24 07:09:42	2018 OCT 24 07:18:49	2018 OCT 24 07:11:50	547.0	-93.5	39.3	7.5	
ACS	163	Ingress	2018 OCT 24 08:37:38	2018 OCT 24 08:47:06	2018 OCT 24 08:44:57	568.0	-175.4	-52.6	3.5	
ACS	164	Egress	2018 OCT 24 09:07:43	2018 OCT 24 09:16:42	2018 OCT 24 09:09:49	539.0	-121.9	39.7	7.5	
NOMAD	165	Ingress	2018 OCT 24 10:35:22	2018 OCT 24 10:44:43	2018 OCT 24 10:42:36	561.0	155.6	-52.8	3.4	
NOMAD	166	Egress	2018 OCT 24 11:05:48	2018 OCT 24 11:14:39	2018 OCT 24 11:07:52	531.0	-150.1	40.2	7.6	
ACS	167	Ingress	2018 OCT 24 12:33:09	2018 OCT 24 12:42:22	2018 OCT 24 12:40:18	553.0	126.5	-53.1	3.4	
ACS	168	Egress	2018 OCT 24 13:03:55	2018 OCT 24 13:12:39	2018 OCT 24 13:05:57	524.0	-178.3	40.8	7.6	
NOMAD	169	Ingress	2018 OCT 24 14:30:55	2018 OCT 24 14:40:00	2018 OCT 24 14:37:58	545.0	97.1	-53.5	3.3	
NOMAD	170	Egress	2018 OCT 24 15:01:59	2018 OCT 24 15:10:37	2018 OCT 24 15:03:59	518.0	153.5	41.4	7.6	
NOMAD	171	Ingress	2018 OCT 24 16:28:36	2018 OCT 24 16:37:37	2018 OCT 24 16:35:36	541.0	68.3	-53.6	3.3	
NOMAD	172	Egress	2018 OCT 24 16:59:57	2018 OCT 24 17:08:28	2018 OCT 24 17:01:55	511.0	125.2	41.8	7.7	
N/A	173	Ingress	2018 OCT 24 18:26:18	2018 OCT 24 18:35:14	2018 OCT 24 18:33:14	536.0	39.1	-53.9	3.3	
N/A	174	Egress	2018 OCT 24 18:57:51	2018 OCT 24 19:06:16	2018 OCT 24 18:59:48	505.0	96.7	42.0	7.7	
ACS	175	Ingress	2018 OCT 24 20:24:07	2018 OCT 24 20:32:56	2018 OCT 24 20:30:58	529.0	10.1	-54.1	3.3	
ACS	176	Egress	2018 OCT 24 20:55:51	2018 OCT 24 21:04:12	2018 OCT 24 20:57:47	501.0	68.3	42.3	7.7	
NOMAD	177	Ingress	2018 OCT 24 22:21:56	2018 OCT 24 22:30:38	2018 OCT 24 22:28:42	522.0	-19.0	-54.4	3.2	
NOMAD	178	Egress	2018 OCT 24 22:53:55	2018 OCT 24 23:02:09	2018 OCT 24 22:55:49	494.0	40.0	42.7	7.7	
ACS	179	Ingress	2018 OCT 25 00:19:43	2018 OCT 25 00:28:19	2018 OCT 25 00:26:24	516.0	-48.0	-54.5	3.2	
ACS	180	Egress	2018 OCT 25 00:51:57	2018 OCT 25 01:00:06	2018 OCT 25 00:53:50	489.0	11.7	43.1	7.8	
NOMAD	181	Ingress	2018 OCT 25 02:17:26	2018 OCT 25 02:25:58	2018 OCT 25 02:24:04	512.0	-77.4	-55.0	3.2	
NOMAD	182	Egress	2018 OCT 25 02:49:57	2018 OCT 25 02:58:01	2018 OCT 25 02:51:49	484.0	-16.6	43.6	7.8	
ACS	183	Ingress	2018 OCT 25 04:15:10	2018 OCT 25 04:23:37	2018 OCT 25 04:21:44	507.0	-106.2	-55.0	3.2	
ACS	184	Egress	2018 OCT 25 04:47:55	2018 OCT 25 04:55:54	2018 OCT 25 04:49:45	479.0	-44.9	44.0	7.8	
N/A	185	Ingress	2018 OCT 25 06:12:55	2018 OCT 25 06:21:17	2018 OCT 25 06:19:25	502.0	-135.5	-55.4	3.1	
N/A	186	Egress	2018 OCT 25 06:45:50	2018 OCT 25 06:53:44	2018 OCT 25 06:47:39	474.0	-73.3	44.2	7.8	
NOMAD	187	Ingress	2018 OCT 25 08:10:41	2018 OCT 25 08:18:57	2018 OCT 25 08:17:07	496.0	-164.4	-55.5	3.1	
NOMAD	188	Egress	2018 OCT 25 08:43:46	2018 OCT 25 08:51:35	2018 OCT 25 08:45:34	469.0	-101.8	44.4	7.8	
NOMAD	189	Ingress	2018 OCT 25 10:08:26	2018 OCT 25 10:16:38	2018 OCT 25 10:14:49	492.0	166.5	-55.7	3.1	
NOMAD	190	Egress	2018 OCT 25 10:41:46	2018 OCT 25 10:49:30	2018 OCT 25 10:43:32	464.0	-130.2	44.7	7.9	
ACS	191	Ingress	2018 OCT 25 12:06:14	2018 OCT 25 12:14:21	2018 OCT 25 12:12:33	487.0	136.8	-56.2	3.0	
ACS	192	Egress	2018 OCT 25 12:39:48	2018 OCT 25 12:47:28	2018 OCT 25 12:41:33	460.0	-158.5	45.1	7.9	
NOMAD	193	Ingress	2018 OCT 25 14:04:02	2018 OCT 25 14:12:04	2018 OCT 25 14:10:17	482.0	107.8	-56.4	3.0	
NOMAD	194	Egress	2018 OCT 25 14:37:50	2018 OCT 25 14:45:25	2018 OCT 25 14:39:34	455.0	173.3	45.5	7.9	
ACS	195	Ingress	2018 OCT 25 16:01:46	2018 OCT 25 16:09:44	2018 OCT 25 16:07:59	478.0	79.0	-56.5	3.0	
ACS	196	Egress	2018 OCT 25 16:35:48	2018 OCT 25 16:43:19	2018 OCT 25 16:37:31	451.0	145.0	45.9	7.9	
N/A	197	Ingress	2018 OCT 25 17:59:28	2018 OCT 25 18:07:23	2018 OCT 25 18:05:38	475.0	49.7	-56.8	2.9	
N/A	198	Egress	2018 OCT 25 18:33:40	2018 OCT 25 18:41:07	2018 OCT 25 18:35:22	447.0	116.5	46.1	8.0	
NOMAD	199	Ingress	2018 OCT 25 19:57:16	2018 OCT 25 20:05:07	2018 OCT 25 20:03:23	471.0	20.8	-56.9	2.9	
NOMAD	200	Egress	2018 OCT 25 20:31:35	2018 OCT 25 20:38:59	2018 OCT 25 20:33:17	444.0	88.0	46.2	8.0	
NOMAD	201	Ingress	2018 OCT 25 21:55:07	2018 OCT 25 22:02:52	2018 OCT 25 22:01:09	465.0	-8.3	-57.1	2.9	
NOMAD	202	Egress	2018 OCT 25 22:29:36	2018 OCT 25 22:36:56	2018 OCT 25 22:31:16	440.0	59.6	46.4	8.0	
ACS	203	Ingress	2018 OCT 25 23:52:56	2018 OCT 26 00:00:37	2018 OCT 25 23:58:55	461.0	-37.4	-57.3	2.8	
ACS	204	Egress	2018 OCT 26 00:27:36	2018 OCT 26 00:34:52	2018 OCT 26 00:29:16	436.0	31.2	46.7	8.0	
